('The rabbit is nice.', 'Fiona is big.', False)
('The bear is rough.', 'Erin is rough.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is beautiful.', 'is nice.', False)
('The hamster is beautiful.', 'is nice.', False)
('The bear needs the hamster.', 'Erin is heavy.', False)
('The bear needs the hamster.', 'Erin is heavy.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The cat is nice.', 'Erin is quiet.', False)
('The cat is nice.', 'Erin is quiet.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is tired.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The rabbit is beautiful.', 'Fiona is beautiful.', False)
('The rabbit is beautiful.', 'Fiona is nice.', False)
('The lion attacks the rabbit.', 'Erin is big.', False)
('The lion attacks the rabbit.', 'Erin is big.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The bear likes the dog.', 'Erin is strong.', False)
('The bear likes the dog.', 'Erin is strong.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The snake is dull.', 'Erin is lazy.', False)
('The snake is dull.', 'Erin is lazy.', False)
('The bald eagle is strong.', 'Charlie is obese.', False)
('The bald eagle is strong.', 'Charlie is obese.', False)
('The rabbit is lovely.', 'Erin is fur.', False)
('The rabbit is lovely.', 'Erin is fur.', False)
('The snake needs the rabbit.', 'Erin is strong.', False)
('The snake needs the rabbit.', 'Erin is strong.', False)
('The hamster is nice.', 'is  high.', False)
('The hamster is nice.', 'is bad.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The squirrel is furry.', 'S is fur.', False)
('The squirrel is furry.', 'S is fur.', False)
('The dinosaur attacks the squirrel.', 'Erin is obese.', False)
('The dinosaur attacks the squirrel.', 'Erin is obese.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The snake is angry.', 'Erin is sad.', False)
('The snake is angry.', 'Erin is sad.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The hamster is funny.', 'is kind.', False)
('The hamster is funny.', 'is kind.', False)
('The snake needs the hamster.', 'Erin is heavy.', False)
('The snake needs the hamster.', 'Erin is heavy.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The hamster is smart.', 'Erin is dull.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The bald eagle is strong.', 'Charlie is dull.', False)
('The bald eagle is strong.', 'Charlie is dull.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The dinosaur likes the mouse.', 'Erin is strong.', False)
('The dinosaur likes the mouse.', 'Erin is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The wolf is big.', 'Fiona is big.', False)
('The wolf is big.', 'Charlie is big.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The leopard attacks the rabbit.', 'Charlie is rough.', False)
('The leopard attacks the rabbit.', 'Charlie is rough.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The wolf attacks the dog.', 'is sad.', False)
('The wolf attacks the dog.', 'is reckless.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The squirrel is kind.', 'Fiona is chase.', False)
('The wolf is reckless.', 'is lazy.', False)
('The wolf is reckless.', 'is lazy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The wolf chases the cat.', 'Fiona is heavy.', False)
('The wolf chases the cat.', 'Fiona is heavy.', False)
('The squirrel is kind.', 'Fiona is slow.', False)
('The squirrel is kind.', 'Fiona is slow.', False)
('The cheetah is dull.', 'Erin is dull.', False)
('The cheetah is dull.', 'Erin is dull.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The hamster is small.', 'is slow.', False)
('The hamster is small.', 'is kind.', False)
('The cheetah likes the hamster.', 'Erin is slow.', False)
('The cheetah likes the hamster.', 'Erin is slow.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The lion is boring.', 'Erin is nice.', False)
('The lion is boring.', 'Erin is lazy.', False)
('The crocodile is awful.', 'Cro is obese.', False)
('The crocodile is awful.', 'Cro is obese.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The lion likes the squirrel.', 'Erin is reckless.', False)
('The lion likes the squirrel.', 'Erin is reckless.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The wolf is tired.', 'is tired.', False)
('The wolf is tired.', 'is tired.', False)
('The lion is fierce.', 'Erin is high.', False)
('The lion is fierce.', 'Erin is high.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is small.', False)
('The wolf attacks the cat.', 'is tired.', False)
('The wolf attacks the cat.', 'is tired.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Erin is nice.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The dinosaur likes the hamster.', 'Erin is heavy.', False)
('The dinosaur likes the hamster.', 'Erin is heavy.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The falcon is lazy.', 'Fiona is quiet.', False)
('The falcon is lazy.', 'Fiona is quiet.', False)
('The dinosaur is obese.', 'Erin is fierce.', False)
('The dinosaur is obese.', 'Erin is fierce.', False)
('The rabbit is adorable.', 'Alan is clever.', False)
('The rabbit is adorable.', 'Alan is quiet.', False)
('The falcon sees the rabbit.', 'Fiona is see bad.', False)
('The falcon sees the rabbit.', 'Fiona is bad.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The falcon is boring.', 'Fiona is bad.', False)
('The falcon is boring.', 'Fiona is fierce.', False)
('The bald eagle is fierce.', 'Charlie is obese.', False)
('The bald eagle is fierce.', 'Charlie is obese.', False)
('The squirrel is adorable.', 'Fiona is tiny.', False)
('The squirrel is adorable.', 'Fiona is quiet.', False)
('The falcon visits the squirrel.', 'Fiona is visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The falcon visits the squirrel.', 'Fiona is visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The rabbit is smart.', 'Fiona is smart.', False)
('The rabbit is smart.', 'Fiona is smart.', False)
('The cheetah is boring.', 'Erin is lazy.', False)
('The cheetah is boring.', 'Erin is lazy.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The squirrel is lovely.', 'S is smart.', False)
('The squirrel is lovely.', 'S is smart.', False)
('The cheetah sees the squirrel.', 'Erin is see see is see.', False)
('The cheetah sees the squirrel.', 'Erin is strong.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The mouse is funny.', 'Erin is kind.', False)
('The mouse is funny.', 'Erin is kind.', False)
('The lion needs the mouse.', 'Erin is     is     is   ', False)
('The lion needs the mouse.', 'Erin is  smart.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The tiger is reckless.', 'Erin is tiny.', False)
('The tiger is reckless.', 'Erin is tiny.', False)
('The bald eagle is strong.', 'Charlie is huge.', False)
('The bald eagle is strong.', 'Charlie is huge.', False)
('The squirrel is adorable.', 'is round.', False)
('The squirrel is adorable.', 'Erin is round.', False)
('The tiger chases the squirrel.', 'Erin is chase.', False)
('The tiger chases the squirrel.', 'Erin is chase.', False)
('The squirrel is round.', 'Erin is round.', False)
('The squirrel is round.', 'Erin is round.', False)
('The bear is lazy.', 'Erin is bad.', False)
('The bear is lazy.', 'Erin is bad.', False)
('The crocodile is awful.', 'Cro is obese.', False)
('The crocodile is awful.', 'Cro is obese.', False)
('The cat is furry.', 'Cat is fur.', False)
('The cat is furry.', 'Cat is fur.', False)
('The bear likes the cat.', 'Erin is reckless.', False)
('The bear likes the cat.', 'Erin is reckless.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The crocodile is rough.', 'Erin is quiet.', False)
('The crocodile is rough.', 'Erin is quiet.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'Erin is obese.', False)
('The squirrel is lovely.', 'Erin is quiet.', False)
('The squirrel is lovely.', 'Erin is quiet.', False)
('The crocodile needs the squirrel.', 'Cro is rough.', False)
('The crocodile needs the squirrel.', 'Cro is rough.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dog is nice.', 'Erin is nice.', False)
('The snake is sleepy.', 'Erin is nice.', False)
('The snake is sleepy.', 'is sad.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The squirrel is beautiful.', 'S is nice.', False)
('The squirrel is beautiful.', 'S is kind.', False)
('The snake needs the squirrel.', 'is  sad.', False)
('The snake needs the squirrel.', 'is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The cheetah is lazy.', 'Erin is imperfect.', False)
('The cheetah is lazy.', 'Erin is imperfect.', False)
('The lion is obese.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is obese.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The cheetah likes the hamster.', 'Erin is awful.', False)
('The cheetah likes the hamster.', 'Erin is awful.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The bald eagle attacks the squirrel.', 'Charlie is attack.', False)
('The bald eagle attacks the squirrel.', 'Charlie is attacks.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The lion is strong.', 'Erin is strong.', False)
('The lion is strong.', 'Erin is strong.', False)
('The squirrel is beautiful.', 'Erin is kind.', False)
('The squirrel is beautiful.', 'Erin is kind.', False)
('The leopard likes the squirrel.', 'Charlie is reckless.', False)
('The leopard likes the squirrel.', 'Charlie is reckless.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The snake is boring.', 'Erin is reckless.', False)
('The snake is boring.', 'Erin is reckless.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The snake attacks the mouse.', 'is attacks.', False)
('The snake attacks the mouse.', 'is attacks.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The hamster is small.', 'is smart.', False)
('The hamster is small.', 'is smart.', False)
('The leopard visits the hamster.', 'Charlie is visits visits visits visits visits visits visit is visits.', False)
('The leopard visits the hamster.', 'Charlie is visits.', False)
('The squirrel is kind.', 'S is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The wolf is reckless.', 'is kind.', False)
('The wolf is reckless.', 'is kind.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The wolf chases the hamster.', 'is chase.', False)
('The wolf chases the hamster.', 'is chase.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The falcon is heavy.', 'Fiona is bad.', False)
('The falcon is heavy.', 'Fiona is lazy.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The leopard likes the cat.', 'Charlie is heavy.', False)
('The leopard likes the cat.', 'Charlie is heavy.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The lion is sleepy.', 'Erin is lazy.', False)
('The lion is sleepy.', 'Erin is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The cat is lovely.', 'Erin is quiet.', False)
('The cat is lovely.', 'Erin is quiet.', False)
('The lion sees the cat.', 'Erin is slow.', False)
('The lion sees the cat.', 'Erin is slow.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The leopard sees the squirrel.', 'Charlie is sad.', False)
('The leopard sees the squirrel.', 'Charlie is sad.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The snake is dull.', 'is lazy.', False)
('The snake is dull.', 'is lazy.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The hamster is beautiful.', 'is kind.', False)
('The hamster is beautiful.', 'is kind.', False)
('The snake chases the hamster.', 'is lazy.', False)
('The snake chases the hamster.', 'is lazy.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The cheetah is reckless.', 'Erin is poor.', False)
('The cheetah is reckless.', 'Erin is poor.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The hamster is beautiful.', 'is nice.', False)
('The hamster is beautiful.', 'is nice.', False)
('The cheetah sees the hamster.', 'Erin is strong.', False)
('The cheetah sees the hamster.', 'Erin is strong.', False)
('The squirrel is kind.', 'S is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The crocodile is reckless.', 'Erin is kind.', False)
('The crocodile is reckless.', 'Erin is kind.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The crocodile visits the mouse.', 'Erin is visits.', False)
('The crocodile visits the mouse.', 'Cro is visits.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The crocodile attacks the dog.', 'Cro is bad.', False)
('The crocodile attacks the dog.', 'Cro is bad.', False)
('The mouse is round.', 'Erin is nice.', False)
('The mouse is round.', 'Erin is nice.', False)
('The lion is rough.', 'Erin is rough.', False)
('The lion is rough.', 'Erin is rough.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cat is cute.', 'Erin is nice.', False)
('The lion needs the cat.', 'Erin is sad.', False)
('The lion needs the cat.', 'Erin is sad.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'is nice.', False)
('The falcon is sleepy.', 'Fiona is sleep.', False)
('The falcon is sleepy.', 'Fiona is sleep.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The squirrel is funny.', 'is funny.', False)
('The squirrel is funny.', 'is funny.', False)
('The falcon sees the squirrel.', 'Fiona is sad.', False)
('The falcon sees the squirrel.', 'Fiona is poor.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bear is tired.', 'Erin is tired.', False)
('The bear is tired.', 'Erin is tired.', False)
('The cheetah is strong.', 'Erin is tired.', False)
('The cheetah is strong.', 'Erin is tired.', False)
('The rabbit is lovely.', 'Erin is quiet.', False)
('The rabbit is lovely.', 'Erin is quiet.', False)
('The bear likes the rabbit.', 'Erin is tired.', False)
('The bear likes the rabbit.', 'Erin is tired.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The tiger likes the dog.', 'Erin is big.', False)
('The tiger likes the dog.', 'Erin is big.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The tiger is boring.', 'Erin is lazy.', False)
('The tiger is boring.', 'Erin is lazy.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'is big.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The tiger attacks the mouse.', 'Erin is lazy.', False)
('The tiger attacks the mouse.', 'Erin is lazy.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The wolf is tired.', 'is tired.', False)
('The wolf is tired.', 'is tired.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The cat is lovely.', 'Cat is lazy.', False)
('The cat is lovely.', 'Cat is lazy.', False)
('The wolf sees the cat.', 'Erin is lazy.', False)
('The wolf sees the cat.', 'Erin is lazy.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The leopard is awful.', 'Charlie is bad.', False)
('The leopard is awful.', 'Charlie is bad.', False)
('The rabbit is cute.', 'is nice.', False)
('The rabbit is cute.', 'is quiet.', False)
('The bald eagle visits the rabbit.', 'Fiona is sad.', False)
('The bald eagle visits the rabbit.', 'Charlie is heavy.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Erin is round.', False)
('The falcon is sleepy.', 'Fiona is poor.', False)
('The falcon is sleepy.', 'Fiona is poor.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The squirrel is beautiful.', 'Fiona is reckless.', False)
('The squirrel is beautiful.', 'Fiona is reckless.', False)
('The falcon likes the squirrel.', 'Fiona is reckless.', False)
('The falcon likes the squirrel.', 'Fiona is reckless.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The dinosaur is sleepy.', 'Erin is strong.', False)
('The dinosaur is sleepy.', 'Erin is poor.', False)
('The snake is strong.', 'is strong.', False)
('The snake is strong.', 'is strong.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The dinosaur chases the rabbit.', 'Erin is strong.', False)
('The dinosaur chases the rabbit.', 'Erin is strong.', False)
('The dog is nice.', 'Fiona is slow.', False)
('The dog is nice.', 'Fiona is slow.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The snake is awful.', 'is huge.', False)
('The snake is awful.', 'is huge.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The bear chases the squirrel.', 'Erin is slow.', False)
('The bear chases the squirrel.', 'Erin is slow.', False)
('The rabbit is nice.', 'Erin is cute.', False)
('The rabbit is nice.', 'Erin is clever.', False)
('The bear is tired.', 'Erin is dull.', False)
('The bear is tired.', 'Erin is dull.', False)
('The crocodile is strong.', 'Cro is strong.', False)
('The crocodile is strong.', 'Cro is strong.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The bear attacks the mouse.', 'Erin is attacks.', False)
('The bear attacks the mouse.', 'Erin is attacks.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The falcon is angry.', 'Fiona is angry.', False)
('The falcon is angry.', 'Fiona is angry.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The mouse is adorable.', 'Erin is tiny.', False)
('The mouse is adorable.', 'Erin is tiny.', False)
('The falcon visits the mouse.', 'Fiona is visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The falcon visits the mouse.', 'Fiona is visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The wolf is dull.', 'is dull.', False)
('The wolf is dull.', 'is dull.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The cat is small.', 'Erin is smart.', False)
('The cat is small.', 'Erin is smart.', False)
('The wolf likes the cat.', 'Fiona is bad.', False)
('The wolf likes the cat.', 'Fiona is smart.', False)
('The hamster is kind.', 'is slow.', False)
('The hamster is kind.', 'is slow.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The falcon is obese.', 'Fiona is sad.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The cat is small.', 'Erin is kind.', False)
('The cat is small.', 'Erin is kind.', False)
('The bear likes the cat.', 'Erin is slow.', False)
('The bear likes the cat.', 'Erin is slow.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'is round.', False)
('The crocodile is boring.', 'Erin is bad.', False)
('The crocodile is boring.', 'Erin is poor.', False)
('The bear is awful.', 'Erin is bad.', False)
('The bear is awful.', 'Erin is bad.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The crocodile likes the squirrel.', 'Erin is strong.', False)
('The crocodile likes the squirrel.', 'Cro is strong.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The snake is rough.', 'Erin is kind.', False)
('The snake is rough.', 'Erin is kind.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The squirrel is small.', 'Erin is kind.', False)
('The squirrel is small.', 'Erin is kind.', False)
('The snake needs the squirrel.', 'is   heavy.', False)
('The snake needs the squirrel.', 'is   heavy.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The cheetah sees the cat.', 'Erin is rough.', False)
('The cheetah sees the cat.', 'Erin is rough.', False)
('The rabbit is nice.', 'Alan is nice.', False)
('The rabbit is nice.', 'Alan is nice.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The leopard likes the squirrel.', 'Charlie is lazy.', False)
('The leopard likes the squirrel.', 'Charlie is lazy.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The crocodile is big.', 'Cro is strong.', False)
('The crocodile is big.', 'Cro is big.', False)
('The rabbit is cute.', 'is quiet.', False)
('The rabbit is cute.', 'is quiet.', False)
('The bald eagle visits the rabbit.', 'Erin is poor.', False)
('The bald eagle visits the rabbit.', 'Erin is lazy.', False)
('The hamster is nice.', 'is strong.', False)
('The hamster is nice.', 'is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The bald eagle is obese.', 'Alan is high.', False)
('The bald eagle is obese.', 'Charlie is high.', False)
('The rabbit is beautiful.', 'Alan is nice.', False)
('The rabbit is beautiful.', 'Alan is nice.', False)
('The falcon needs the rabbit.', 'Fiona is    needs needs needs needs needs needs ', False)
('The falcon needs the rabbit.', 'Fiona is      is   ', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The snake is tired.', 'Erin is smart.', False)
('The snake is tired.', 'Erin is smart.', False)
('The wolf is strong.', 'is fierce.', False)
('The wolf is strong.', 'is fierce.', False)
('The cat is cute.', 'Cat is cute.', False)
('The cat is cute.', 'Cat is cute.', False)
('The snake likes the cat.', 'is sad.', False)
('The snake likes the cat.', 'is dull.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The bald eagle sees the cat.', 'Erin is strong.', False)
('The bald eagle sees the cat.', 'Erin is strong.', False)
