('The cat is round.', 'The cat is round.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The snake needs the squirrel.', 'The snake needs the squirrel.', True)
('The snake needs the squirrel.', 'The snake needs the squirrel.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The cheetah is rough.', 'The cheetah is rough.', True)
('The cheetah is rough.', 'The cheetah is rough.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cheetah sees the cat.', 'The cheetah sees the cat.', True)
('The cheetah sees the cat.', 'The cheetah sees the cat.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The leopard likes the squirrel.', 'The leopard likes the squirrel.', True)
('The leopard likes the squirrel.', 'The leopard likes the squirrel.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The bald eagle is angry.', 'The bald eagle is angry.', True)
('The bald eagle is angry.', 'The bald eagle is angry.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The bald eagle visits the rabbit.', 'The bald eagle visits the rabbit.', True)
('The bald eagle visits the rabbit.', 'The bald eagle visits the rabbit.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The falcon needs the rabbit.', 'The falcon needs the rabbit.', True)
('The falcon needs the rabbit.', 'The falcon needs the rabbit.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The snake is tired.', 'The snake is tired.', True)
('The snake is tired.', 'The snake is tired.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The snake likes the cat.', 'The snake likes the cat.', True)
('The snake likes the cat.', 'The snake likes the cat.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The bald eagle sees the cat.', 'The bald eagle sees the cat.', True)
('The bald eagle sees the cat.', 'The bald eagle sees the cat.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The bear is angry.', 'The bear is angry.', True)
('The bear is angry.', 'The bear is angry.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The wolf visits the mouse.', 'The wolf visits the mouse.', True)
('The wolf visits the mouse.', 'The wolf visits the mouse.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The wolf likes the cat.', 'The wolf likes the cat.', True)
('The wolf likes the cat.', 'The wolf likes the cat.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The crocodile is dull.', 'The crocodile is dull.', True)
('The crocodile is dull.', 'The crocodile is dull.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The bald eagle likes the mouse.', 'The bald eagle likes the mouse.', True)
('The bald eagle likes the mouse.', 'The bald eagle likes the mouse.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The squirrel is small.', 'The squirrel is lovely.', False)
('The squirrel is small.', 'The squirrel is lovely.', False)
('The leopard attacks the squirrel.', 'The leopard attacks the squirrel.', True)
('The leopard attacks the squirrel.', 'The leopard attacks the squirrel.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The wolf is rough.', 'The wolf is rough.', True)
('The wolf is rough.', 'The wolf is rough.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The wolf sees the rabbit.', 'The wolf sees the rabbit.', True)
('The wolf sees the rabbit.', 'The wolf sees the rabbit.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cheetah chases the cat.', 'The cheetah chases the cat.', True)
('The cheetah chases the cat.', 'The cheetah chases the cat.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The bald eagle is rough.', 'The bald eagle is rough.', True)
('The bald eagle is rough.', 'The bald eagle is rough.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The bald eagle attacks the squirrel.', 'The bald eagle attacks the squirrel.', True)
('The bald eagle attacks the squirrel.', 'The bald eagle attacks the squirrel.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The bear is dull.', 'The bear is dull.', True)
('The bear is dull.', 'The bear is dull.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The bear needs the cat.', 'The bear needs the cat.', True)
('The bear needs the cat.', 'The bear needs the cat.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The leopard sees the rabbit.', 'The leopard sees the rabbit.', True)
('The leopard sees the rabbit.', 'The leopard sees the rabbit.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The dinosaur needs the hamster.', 'The dinosaur needs the hamster.', True)
('The dinosaur needs the hamster.', 'The dinosaur needs the hamster.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The wolf sees the dog.', 'The wolf sees the dog.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The bear is angry.', 'The bear is angry.', True)
('The bear is angry.', 'The bear is angry.', True)
('The wolf is big.', 'The wolf is big.', True)
('The wolf is big.', 'The wolf is big.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The bear sees the dog.', 'The bear sees the dog.', True)
('The bear sees the dog.', 'The bear sees the dog.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The leopard likes the squirrel.', 'The leopard likes the squirrel.', True)
('The leopard likes the squirrel.', 'The leopard likes the squirrel.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The dinosaur attacks the mouse.', 'The dinosaur attacks the mouse.', True)
('The dinosaur attacks the mouse.', 'The dinosaur attacks the mouse.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The wolf is big.', 'The wolf is big.', True)
('The wolf is big.', 'The wolf is big.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The falcon likes the hamster.', 'The falcon likes the hamster.', True)
('The falcon likes the hamster.', 'The falcon likes the hamster.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The lion is obese.', 'The lion is obese.', True)
('The lion is obese.', 'The lion is obese.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The crocodile visits the mouse.', 'The crocodile visits the mouse.', True)
('The crocodile visits the mouse.', 'The crocodile visits the mouse.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The snake is awful.', 'The snake is awful.', True)
('The snake is awful.', 'The snake is awful.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The leopard chases the hamster.', 'The leopard chases the hamster.', True)
('The leopard chases the hamster.', 'The leopard chases the hamster.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The falcon needs the hamster.', 'The falcon needs the hamster.', True)
('The falcon needs the hamster.', 'The falcon needs the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The bald eagle chases the squirrel.', 'The bald eagle chases the squirrel.', True)
('The bald eagle chases the squirrel.', 'The bald eagle chases the squirrel.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The crocodile attacks the squirrel.', 'The crocodile attacks the squirrel.', True)
('The crocodile attacks the squirrel.', 'The crocodile attacks the squirrel.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The falcon needs the squirrel.', 'The falcon needs the squirrel.', True)
('The falcon needs the squirrel.', 'The falcon needs the squirrel.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The lion needs the hamster.', 'The lion needs the hamster.', True)
('The lion needs the hamster.', 'The lion needs the hamster.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The lion is awful.', 'The lion is awful.', True)
('The lion is awful.', 'The lion is awful.', True)
('The squirrel is beautiful.', 'The squirrel is adorable.', False)
('The squirrel is beautiful.', 'The squirrel is adorable.', False)
('The cheetah needs the squirrel.', 'The cheetah needs the squirrel.', True)
('The cheetah needs the squirrel.', 'The cheetah needs the squirrel.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The falcon sees the cat.', 'The falcon sees the cat.', True)
('The falcon sees the cat.', 'The falcon sees the cat.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The lion is dull.', 'The lion is dull.', True)
('The lion is dull.', 'The lion is dull.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The lion likes the cat.', 'The lion likes the cat.', True)
('The lion likes the cat.', 'The lion likes the cat.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The snake is slow.', 'The snake is slow.', True)
('The snake is slow.', 'The snake is slow.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The snake attacks the squirrel.', 'The snake attacks the squirrel.', True)
('The snake attacks the squirrel.', 'The snake attacks the squirrel.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The lion is strong.', 'The lion is strong.', True)
('The lion is strong.', 'The lion is strong.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The cheetah needs the hamster.', 'The cheetah needs the hamster.', True)
('The cheetah needs the hamster.', 'The cheetah needs the hamster.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The cheetah likes the rabbit.', 'The cheetah likes the rabbit.', True)
('The cheetah likes the rabbit.', 'The cheetah likes the rabbit.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The lion is obese.', 'The lion is obese.', True)
('The lion is obese.', 'The lion is obese.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The dinosaur attacks the cat.', 'The dinosaur attacks the cat.', True)
('The dinosaur attacks the cat.', 'The dinosaur attacks the cat.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The dinosaur likes the squirrel.', 'The dinosaur likes the squirrel.', True)
('The dinosaur likes the squirrel.', 'The dinosaur likes the squirrel.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The tiger needs the rabbit.', 'The tiger needs the rabbit.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The cheetah needs the dog.', 'The cheetah needs the dog.', True)
('The cheetah needs the dog.', 'The cheetah needs the dog.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The snake chases the rabbit.', 'The snake chases the rabbit.', True)
('The snake chases the rabbit.', 'The snake chases the rabbit.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
