('The cat is round.', 'Charlie is quiet.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The rabbit is adorable.', 'Anne is quiet.', False)
('The rabbit is adorable.', 'Anne is quiet.', False)
('The falcon chases the rabbit.', 'Fiona is imperfect.', False)
('The falcon chases the rabbit.', 'Fiona is imperfect.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The lion is tired.', 'Alan is obese.', False)
('The lion is tired.', 'Alan is obese.', False)
('The bear is big.', 'Bob is big.', False)
('The bear is big.', 'Bob is big.', False)
('The dog is cute.', 'Fiona is clever.', False)
('The dog is cute.', 'Fiona is sad.', False)
('The lion chases the dog.', 'Alan is big.', False)
('The lion chases the dog.', 'Alan is big.', False)
('The dog is smart.', 'Fiona is small.', False)
('The dog is smart.', 'Fiona is small.', False)
('The wolf is reckless.', 'Fiona is sad.', False)
('The wolf is reckless.', 'Fiona is sad.', False)
('The leopard is obese.', 'Charlie is sad.', False)
('The leopard is obese.', 'Charlie is sad.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The wolf attacks the hamster.', 'Fiona is huge.', False)
('The wolf attacks the hamster.', 'Fiona is huge.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The lion is rough.', 'Alan is imperfect.', False)
('The lion is rough.', 'Alan is imperfect.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dog is beautiful.', 'Fiona is mouse.', False)
('The dog is beautiful.', 'Fiona is mouse.', False)
('The lion attacks the dog.', 'Alan is imperfect.', False)
('The lion attacks the dog.', 'Alan is imperfect.', False)
('The rabbit is round.', 'Anne is nice.', False)
('The rabbit is round.', 'Anne is nice.', False)
('The leopard is lazy.', 'Charlie is rabbit.', False)
('The leopard is lazy.', 'Charlie is rabbit.', False)
('The tiger is big.', 'Gary is rabbit.', False)
('The tiger is big.', 'Gary is rabbit.', False)
('The hamster is furry.', 'Harry is nice.', False)
('The hamster is furry.', 'Harry is nice.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The crocodile is dull.', 'Charlie is sad.', False)
('The crocodile is dull.', 'Charlie is sad.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The lion is fierce.', 'Fiona is huge.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The rabbit is kind.', 'Anne is huge.', False)
('The rabbit is kind.', 'Anne is small.', False)
('The lion is angry.', 'Alan is bad.', False)
('The lion is angry.', 'Alan is bad.', False)
('The bear is big.', 'Bob is big.', False)
('The bear is big.', 'Bob is big.', False)
('The mouse is small.', 'Anne is obese.', False)
('The mouse is small.', 'Erin is obese.', False)
('The lion chases the mouse.', 'Harry is big.', False)
('The lion chases the mouse.', 'Harry is big.', False)
('The mouse is quiet.', 'Charlie is smart.', False)
('The mouse is quiet.', 'Charlie is smart.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The bear is big.', 'Bob is dull.', False)
('The bear is big.', 'Bob is dull.', False)
('The dog is funny.', 'Charlie is dull.', False)
('The dog is funny.', 'Charlie is dull.', False)
('The bald eagle visits the dog.', 'Bob is big.', False)
('The bald eagle visits the dog.', 'Anne is big.', False)
('The hamster is quiet.', 'Harry is small.', False)
('The hamster is quiet.', 'Harry is small.', False)
('The lion is sleepy.', 'Alan is dull.', False)
('The lion is sleepy.', 'Alan is dull.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The lion visits the cat.', 'Harry is huge.', False)
('The lion visits the cat.', 'Harry is huge.', False)
('The hamster is nice.', 'Harry is obese.', False)
('The hamster is nice.', 'Harry is obese.', False)
('The lion is sleepy.', 'Alan is obese.', False)
('The lion is sleepy.', 'Alan is dull.', False)
('The crocodile is strong.', 'Charlie is dull.', False)
('The crocodile is strong.', 'Charlie is dull.', False)
('The mouse is cute.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is obese.', False)
('The lion needs the mouse.', 'Alan is heavy.', False)
('The lion needs the mouse.', 'Alan is heavy.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The wolf is heavy.', 'Fiona is attacks.', False)
('The wolf is heavy.', 'Fiona is attacks.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The cat is kind.', 'Charlie is rabbit.', False)
('The cat is kind.', 'Charlie is rabbit.', False)
('The bald eagle is lazy.', 'Erin is rough.', False)
('The bald eagle is lazy.', 'Erin is rough.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The bald eagle chases the rabbit.', 'Erin is strong.', False)
('The bald eagle chases the rabbit.', 'Erin is strong.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The tiger is angry.', 'Gary is bad.', False)
('The tiger is angry.', 'Gary is fal.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The mouse is small.', 'Erin is clever.', False)
('The mouse is small.', 'Erin is clever.', False)
('The tiger needs the mouse.', 'Gary is bad.', False)
('The tiger needs the mouse.', 'Gary is bad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The tiger is angry.', 'Fiona is bad.', False)
('The tiger is angry.', 'Fiona is bad.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The tiger sees the squirrel.', 'Gary is bad.', False)
('The tiger sees the squirrel.', 'Gary is bad.', False)
('The mouse is kind.', 'Erin is heavy.', False)
('The mouse is kind.', 'Erin is heavy.', False)
('The snake is boring.', 'Anne is bad.', False)
('The snake is boring.', 'Anne is bad.', False)
('The leopard is strong.', 'Charlie is heavy.', False)
('The leopard is strong.', 'Charlie is heavy.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The snake needs the cat.', 'Anne is bad.', False)
('The snake needs the cat.', 'Anne is bad.', False)
('The dog is nice.', 'Fiona is huge.', False)
('The dog is nice.', 'Fiona is huge.', False)
('The leopard is reckless.', 'Charlie is bad.', False)
('The leopard is reckless.', 'Charlie is bad.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The leopard visits the squirrel.', 'Charlie is bad.', False)
('The leopard visits the squirrel.', 'Charlie is bad.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The bald eagle is awful.', 'Anne is heavy.', False)
('The bald eagle is awful.', 'Anne is heavy.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The tiger attacks the cat.', 'Fiona is heavy.', False)
('The tiger attacks the cat.', 'Fiona is heavy.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The bear is boring.', 'Bob is quiet.', False)
('The bear is boring.', 'Bob is quiet.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The squirrel is beautiful.', 'Charlie is dull.', False)
('The squirrel is beautiful.', 'Charlie is dull.', False)
('The bear chases the squirrel.', 'Anne is strong.', False)
('The bear chases the squirrel.', 'Bob is strong.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The wolf is slow.', 'Fiona is dull.', False)
('The wolf is slow.', 'Fiona is dull.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The wolf sees the squirrel.', 'Fiona is strong.', False)
('The wolf sees the squirrel.', 'Fiona is strong.', False)
('The dog is nice.', 'Charlie is obese.', False)
('The dog is nice.', 'Charlie is obese.', False)
('The bear is slow.', 'Bob is dog.', False)
('The bear is slow.', 'Bob is dog.', False)
('The tiger is heavy.', 'Gary is cat.', False)
('The tiger is heavy.', 'Gary is cat.', False)
('The cat is beautiful.', 'Cat is dog.', False)
('The cat is beautiful.', 'Cat is dog.', False)
('The bear likes the cat.', 'Bob is strong.', False)
('The bear likes the cat.', 'Bob is strong.', False)
('The hamster is smart.', 'Harry is small.', False)
('The hamster is smart.', 'Harry isham.', False)
('The bald eagle is dull.', 'Erin is squirrel.', False)
('The bald eagle is dull.', 'Erin is squirrel.', False)
('The lion is strong.', 'Alan is huge.', False)
('The lion is strong.', 'Alan is huge.', False)
('The squirrel is funny.', 'Charlie is squirrel.', False)
('The squirrel is funny.', 'Charlie is squirrel.', False)
('The bald eagle visits the squirrel.', 'Anne is huge.', False)
('The bald eagle visits the squirrel.', 'Anne is huge.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The bear is slow.', 'Bob is dull.', False)
('The bear is slow.', 'Bob is dull.', False)
('The falcon is big.', 'Fiona is huge.', False)
('The falcon is big.', 'Fiona is bad.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The bear sees the rabbit.', 'Bob is big.', False)
('The bear sees the rabbit.', 'Bob is big.', False)
('The cat is kind.', 'Charlie is obese.', False)
('The cat is kind.', 'Charlie is obese.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The falcon is big.', 'Fiona is sad.', False)
('The falcon is big.', 'Fiona is sad.', False)
('The hamster is funny.', 'Harry is sad.', False)
('The hamster is funny.', 'Harry is sad.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The tiger is lazy.', 'Gary is sad.', False)
('The tiger is lazy.', 'Gary is sad.', False)
('The bear is obese.', 'Bob is big.', False)
('The bear is obese.', 'Bob is big.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The tiger attacks the squirrel.', 'Fiona is huge.', False)
('The tiger attacks the squirrel.', 'Fiona is huge.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The tiger is rough.', 'Gary is dull.', False)
('The tiger is rough.', 'Gary is dull.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The bald eagle is fierce.', 'Anne is huge.', False)
('The hamster is beautiful.', 'Harry is nice.', False)
('The hamster is beautiful.', 'Harry is nice.', False)
('The tiger needs the hamster.', 'Fiona is huge.', False)
('The tiger needs the hamster.', 'Fiona is huge.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The wolf is tired.', 'Fiona is bad.', False)
('The wolf is tired.', 'Fiona is awful.', False)
('The falcon is big.', 'Fiona is huge.', False)
('The falcon is big.', 'Fiona is huge.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The wolf visits the squirrel.', 'Fiona is huge.', False)
('The wolf visits the squirrel.', 'Fiona is huge.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The bear is rough.', 'Bob is bad.', False)
('The bear is rough.', 'Bob is bad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The bear needs the hamster.', 'Bob is big.', False)
('The bear needs the hamster.', 'Bob is big.', False)
('The squirrel is quiet.', 'Charlie is little.', False)
('The squirrel is quiet.', 'Charlie is dog.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The tiger is obese.', 'Gary is sad.', False)
('The tiger is obese.', 'Gary is sad.', False)
('The dog is furry.', 'Fiona is small.', False)
('The dog is furry.', 'Fiona is small.', False)
('The dinosaur visits the dog.', 'Dave is strong.', False)
('The dinosaur visits the dog.', 'Dave is strong.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The lion is tired.', 'Alan is bad.', False)
('The lion is tired.', 'Alan is bad.', False)
('The tiger is big.', 'Fiona is big.', False)
('The tiger is big.', 'Fiona is big.', False)
('The rabbit is beautiful.', 'Anne is bad.', False)
('The rabbit is beautiful.', 'Anne is bad.', False)
('The lion attacks the rabbit.', 'Fiona is big.', False)
('The lion attacks the rabbit.', 'Harry is big.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The bear is lazy.', 'Bob is dog.', False)
('The bear is lazy.', 'Bob is dog.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The dog is adorable.', 'Fiona is lazy.', False)
('The dog is adorable.', 'Fiona is lazy.', False)
('The bear likes the dog.', 'Bob is huge.', False)
('The bear likes the dog.', 'Bob is huge.', False)
('The dog is kind.', 'Charlie is obese.', False)
('The dog is kind.', 'Charlie is obese.', False)
('The snake is dull.', 'Anne is rabbit.', False)
('The snake is dull.', 'Anne is rabbit.', False)
('The bald eagle is strong.', 'Erin is rabbit.', False)
('The bald eagle is strong.', 'Erin is rabbit.', False)
('The rabbit is lovely.', 'Anne is little.', False)
('The rabbit is lovely.', 'Anne is little.', False)
('The snake needs the rabbit.', 'Anne is strong.', False)
('The snake needs the rabbit.', 'Anne is strong.', False)
('The hamster is nice.', 'Harry is heavy.', False)
('The hamster is nice.', 'Harry is heavy.', False)
('The dinosaur is angry.', 'Dave is obese.', False)
('The dinosaur is angry.', 'Dave is obese.', False)
('The bear is obese.', 'Bob is heavy.', False)
('The bear is obese.', 'Bob is heavy.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The dinosaur attacks the squirrel.', 'Dave is heavy.', False)
('The dinosaur attacks the squirrel.', 'Dave is heavy.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Erin is quiet.', False)
('The snake is angry.', 'Anne is bad.', False)
('The snake is angry.', 'Anne is bad.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The snake needs the hamster.', 'Anne is heavy.', False)
('The snake needs the hamster.', 'Anne is heavy.', False)
('The hamster is smart.', 'Harry is small.', False)
('The hamster is smart.', 'Harry is small.', False)
('The dinosaur is dull.', 'Dave is mouse.', False)
('The dinosaur is dull.', 'Dave is mouse.', False)
('The bald eagle is strong.', 'Erin isham.', False)
('The bald eagle is strong.', 'Erin isham.', False)
('The mouse is funny.', 'Charlie is obese.', False)
('The mouse is funny.', 'Erin is obese.', False)
('The dinosaur likes the mouse.', 'Dave is huge.', False)
('The dinosaur likes the mouse.', 'Dave is huge.', False)
('The hamster is smart.', 'Erin is kind.', False)
('The hamster is smart.', 'Erin is kind.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The leopard attacks the rabbit.', 'Charlie is obese.', False)
('The leopard attacks the rabbit.', 'Charlie is obese.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The wolf is sleepy.', 'Fiona is fierce.', False)
('The wolf is sleepy.', 'Fiona is fierce.', False)
('The lion is strong.', 'Anne is strong.', False)
('The lion is strong.', 'Fiona is strong.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The wolf attacks the dog.', 'Fiona is fierce.', False)
('The wolf attacks the dog.', 'Fiona is fierce.', False)
('The squirrel is kind.', 'Charlie is heavy.', False)
('The squirrel is kind.', 'Charlie is heavy.', False)
('The wolf is reckless.', 'Fiona is obese.', False)
('The wolf is reckless.', 'Fiona is obese.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The wolf chases the cat.', 'Fiona is heavy.', False)
('The wolf chases the cat.', 'Fiona is heavy.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The hamster is small.', 'Harry is obese.', False)
('The hamster is small.', 'Harry is  sad.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cat is round.', 'Charlie is clever.', False)
('The cat is round.', 'Charlie is clever.', False)
('The lion is boring.', 'Fiona isa isa isa isa isa isa isa', False)
('The lion is boring.', 'Fiona isa isa isa isa isa isa isa', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The lion likes the squirrel.', 'Fiona is heavy.', False)
('The lion likes the squirrel.', 'Fiona is huge.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The wolf is tired.', 'Fiona is obese.', False)
('The wolf is tired.', 'Fiona is obese.', False)
('The lion is fierce.', 'Anne is strong.', False)
('The lion is fierce.', 'Fiona is strong.', False)
('The cat is small.', 'Charlie is clever.', False)
('The cat is small.', 'Charlie is clever.', False)
('The wolf attacks the cat.', 'Fiona is imperfect.', False)
('The wolf attacks the cat.', 'Fiona is imperfect.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The dinosaur is slow.', 'Dave is dull.', False)
('The dinosaur is slow.', 'Dave is dull.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The dinosaur likes the hamster.', 'Dave is heavy.', False)
('The dinosaur likes the hamster.', 'Dave is heavy.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The falcon sees the rabbit.', 'Fiona is imperfect.', False)
('The falcon sees the rabbit.', 'Fiona is imperfect.', False)
('The dog is quiet.', 'Charlie is kind.', False)
('The dog is quiet.', 'Charlie is kind.', False)
('The falcon is boring.', 'Fiona is sad.', False)
('The falcon is boring.', 'Fiona is sad.', False)
('The bald eagle is fierce.', 'Erin is sad.', False)
('The bald eagle is fierce.', 'Erin is sad.', False)
('The squirrel is adorable.', 'Charlie is wealthy.', False)
('The squirrel is adorable.', 'Charlie is wealthy.', False)
('The falcon visits the squirrel.', 'Fiona is huge.', False)
('The falcon visits the squirrel.', 'Fiona is huge.', False)
('The rabbit is smart.', 'Anne is huge.', False)
('The rabbit is smart.', 'Anne is rabbit.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The squirrel is lovely.', 'Charlie is obese.', False)
('The squirrel is lovely.', 'Charlie is obese.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The rabbit is kind.', 'Anne is clever.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The lion is slow.', 'Alan is rabbit.', False)
('The lion is slow.', 'Alan is rabbit.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The lion needs the mouse.', 'Anne is heavy.', False)
('The lion needs the mouse.', 'Bob is huge.', False)
('The hamster is round.', 'Harry is nice.', False)
('The hamster is round.', 'Harry is nice.', False)
('The tiger is reckless.', 'Gary is rough.', False)
('The tiger is reckless.', 'Gary is rough.', False)
('The bald eagle is strong.', 'Erin is strong.', False)
('The bald eagle is strong.', 'Erin is strong.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The tiger chases the squirrel.', 'Fiona is strong.', False)
('The tiger chases the squirrel.', 'Fiona is strong.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The cat is furry.', 'Charlie is small.', False)
('The cat is furry.', 'Charlie is small.', False)
('The bear likes the cat.', 'Bob is heavy.', False)
('The bear likes the cat.', 'Bob is heavy.', False)
('The rabbit is quiet.', 'Anne is clever.', False)
('The rabbit is quiet.', 'Anne is clever.', False)
('The crocodile is rough.', 'Charlie is quiet.', False)
('The crocodile is rough.', 'Charlie is quiet.', False)
('The snake is obese.', 'Anne is strong.', False)
('The snake is obese.', 'Anne is strong.', False)
('The squirrel is lovely.', 'Charlie is clever.', False)
('The squirrel is lovely.', 'Fiona is clever.', False)
('The crocodile needs the squirrel.', 'Charlie is obese.', False)
('The crocodile needs the squirrel.', 'Erin is imperfect.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The snake is sleepy.', 'Anne is rough.', False)
('The snake is sleepy.', 'Anne is rough.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The snake needs the squirrel.', 'Anne is strong.', False)
('The snake needs the squirrel.', 'Anne is strong.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The lion is obese.', 'Anne is huge.', False)
('The lion is obese.', 'Harry is huge.', False)
('The hamster is funny.', 'Harry is quiet.', False)
('The hamster is funny.', 'Harry is quiet.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The bald eagle is slow.', 'Erin is sad.', False)
('The bald eagle is slow.', 'Erin is sad.', False)
('The bear is strong.', 'Bob is squirrel.', False)
('The bear is strong.', 'Bob is squirrel.', False)
('The squirrel is cute.', 'Charlie is obese.', False)
('The squirrel is cute.', 'Charlie is obese.', False)
('The bald eagle attacks the squirrel.', 'Erin is huge.', False)
('The bald eagle attacks the squirrel.', 'Erin is huge.', False)
('The mouse is kind.', 'Anne is smart.', False)
('The mouse is kind.', 'Erin is smart.', False)
('The leopard is tired.', 'Charlie is obese.', False)
('The leopard is tired.', 'Charlie is obese.', False)
('The lion is strong.', 'Alan is strong.', False)
('The lion is strong.', 'Bob is strong.', False)
('The squirrel is beautiful.', 'Charlie is kind.', False)
('The squirrel is beautiful.', 'Charlie is kind.', False)
('The leopard likes the squirrel.', 'Charlie is obese.', False)
('The leopard likes the squirrel.', 'Charlie is obese.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The snake is boring.', 'Anne is rough.', False)
('The snake is boring.', 'Anne is rough.', False)
('The bear is strong.', 'Bob is strong.', False)
('The bear is strong.', 'Bob is strong.', False)
('The mouse is furry.', 'Erin is quiet.', False)
('The mouse is furry.', 'Erin is quiet.', False)
('The snake attacks the mouse.', 'Anne is strong.', False)
('The snake attacks the mouse.', 'Anne is strong.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The leopard is rough.', 'Charlie is dull.', False)
('The leopard is rough.', 'Charlie is dull.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The wolf is reckless.', 'Fiona is rough.', False)
('The wolf is reckless.', 'Fiona is rough.', False)
('The lion is strong.', 'Alan is rough.', False)
('The lion is strong.', 'Alan is rough.', False)
('The hamster is funny.', 'Anne is small.', False)
('The hamster is funny.', 'Anne is small.', False)
('The wolf chases the hamster.', 'Fiona is strong.', False)
('The wolf chases the hamster.', 'Fiona is huge.', False)
('The mouse is smart.', 'Erin is small.', False)
('The mouse is smart.', 'Erin is little.', False)
('The leopard is dull.', 'Charlie is rough.', False)
('The leopard is dull.', 'Charlie is rough.', False)
('The falcon is heavy.', 'Fiona is rough.', False)
('The falcon is heavy.', 'Fiona is rough.', False)
('The cat is furry.', 'Charlie is obese.', False)
('The cat is furry.', 'Charlie is obese.', False)
('The leopard likes the cat.', 'Charlie is huge.', False)
('The leopard likes the cat.', 'Charlie is huge.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The lion is sleepy.', 'Alan is bad.', False)
('The lion is sleepy.', 'Alan is bad.', False)
('The leopard is fierce.', 'Charlie is big.', False)
('The leopard is fierce.', 'Charlie is big.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The lion sees the cat.', 'Alan is bad.', False)
('The lion sees the cat.', 'Bob is bad.', False)
('The mouse is round.', 'Anne is nice.', False)
('The mouse is round.', 'Erin is nice.', False)
('The leopard is lazy.', 'Charlie is bad.', False)
