('The cat is smart.', 'Erin is smart.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The tiger sees the cat.', 'Erin is see.', False)
('The tiger sees the cat.', 'Erin is heavy.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The tiger is sleepy.', 'Erin is sad.', False)
('The tiger is sleepy.', 'Erin is sad.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The hamster is cute.', 'is strong.', False)
('The hamster is cute.', 'Erin is strong.', False)
('The tiger needs the hamster.', 'Erin is strong.', False)
('The tiger needs the hamster.', 'Erin is strong.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bald eagle is dull.', 'Charlie is dull.', False)
('The bald eagle is dull.', 'Charlie is dull.', False)
('The wolf is heavy.', 'is heavy.', False)
('The wolf is heavy.', 'is heavy.', False)
('The cat is lovely.', 'Charlie is small.', False)
('The cat is lovely.', 'Charlie is small.', False)
('The bald eagle likes the cat.', 'Erin is heavy.', False)
('The bald eagle likes the cat.', 'Erin is heavy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The lion is angry.', 'Erin is bad.', False)
('The lion is angry.', 'Erin is sad.', False)
('The wolf is fierce.', 'is huge.', False)
('The wolf is fierce.', 'Charlie is huge.', False)
('The rabbit is furry.', 'is fur.', False)
('The rabbit is furry.', 'is fur.', False)
('The lion needs the rabbit.', 'Erin is clever.', False)
('The lion needs the rabbit.', 'Erin is strong.', False)
('The cat is nice.', 'Erin is clever.', False)
('The cat is nice.', 'Alan is poor.', False)
('The bald eagle is tired.', 'Charlie is tired.', False)
('The bald eagle is tired.', 'Charlie is tired.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The bald eagle attacks the mouse.', 'Charlie is attacks.', False)
('The bald eagle attacks the mouse.', 'Charlie is heavy.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The wolf is angry.', 'is chase.', False)
('The wolf is angry.', 'is chase.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The squirrel is cute.', 'Fiona is smart.', False)
('The squirrel is cute.', 'Fiona is smart.', False)
('The wolf sees the squirrel.', 'Fiona is heavy.', False)
('The wolf sees the squirrel.', 'Charlie is heavy.', False)
('The hamster is nice.', 'Erin is small.', False)
('The hamster is nice.', 'Erin is bad.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The lion is awful.', 'Erin is huge.', False)
('The lion is awful.', 'Erin is huge.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The dinosaur sees the cat.', 'Erin is bad.', False)
('The dinosaur sees the cat.', 'Erin is bad.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The leopard is rough.', 'Erin is poor.', False)
('The leopard is rough.', 'Erin is poor.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is nice.', False)
('The leopard attacks the hamster.', 'Charlie is attacks.', False)
('The leopard attacks the hamster.', 'Charlie is attacks.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The wolf is angry.', 'is sad.', False)
('The wolf is angry.', 'is sad.', False)
('The leopard is awful.', 'Erin is bad.', False)
('The leopard is awful.', 'Erin is bad.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The wolf visits the rabbit.', 'Erin is visits.', False)
('The wolf visits the rabbit.', 'Erin is visits.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The tiger is angry.', 'Erin is sad.', False)
('The tiger is angry.', 'Erin is sad.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The tiger needs the squirrel.', 'Erin is strong.', False)
('The tiger needs the squirrel.', 'Erin is strong.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The snake is lazy.', 'is lazy.', False)
('The snake is lazy.', 'Erin is lazy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The squirrel is lovely.', 'Charlie is small.', False)
('The squirrel is lovely.', 'Erin is small.', False)
('The snake needs the squirrel.', 'is bad.', False)
('The snake needs the squirrel.', 'is lazy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'Erin is round.', False)
('The dinosaur is sleepy.', 'Erin is lazy.', False)
('The dinosaur is sleepy.', 'Erin is lazy.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The dinosaur needs the rabbit.', 'Erin is slow.', False)
('The dinosaur needs the rabbit.', 'Erin is slow.', False)
('The hamster is nice.', 'is smart.', False)
('The hamster is nice.', 'is smart.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The rabbit is cute.', 'is cute.', False)
('The rabbit is cute.', 'is cute.', False)
('The falcon chases the rabbit.', 'Fiona is chase.', False)
('The falcon chases the rabbit.', 'Fiona is chase.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The snake is slow.', 'is lazy.', False)
('The snake is slow.', 'Erin is lazy.', False)
('The lion is obese.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is obese.', False)
('The hamster is lovely.', 'is sad.', False)
('The hamster is lovely.', 'is sad.', False)
('The snake attacks the hamster.', 'is attacks.', False)
('The snake attacks the hamster.', 'Erin is attacks.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The leopard is slow.', 'Erin is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'is big.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The leopard attacks the dog.', 'Charlie is big.', False)
('The leopard attacks the dog.', 'Charlie is big.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The bear is strong.', 'Erin is strong.', False)
('The bear is strong.', 'Erin is strong.', False)
('The rabbit is beautiful.', 'is nice.', False)
('The rabbit is beautiful.', 'is nice.', False)
('The falcon sees the rabbit.', 'Fiona is strong.', False)
('The falcon sees the rabbit.', 'Fiona is strong.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The crocodile likes the mouse.', 'Erin is strong.', False)
('The crocodile likes the mouse.', 'Erin is strong.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The cheetah is angry.', 'Erin is sad.', False)
('The cheetah is angry.', 'Erin is sad.', False)
('The bear is awful.', 'Erin is huge.', False)
('The bear is awful.', 'Erin is fierce.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The cheetah attacks the dog.', 'Erin is high.', False)
('The cheetah attacks the dog.', 'Erin is high.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dinosaur is rough.', 'Erin is rough.', False)
('The dinosaur is rough.', 'Erin is rough.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is lovely.', 'Erin is kind.', False)
('The squirrel is lovely.', 'Erin is kind.', False)
('The dinosaur visits the squirrel.', 'Erin is rough.', False)
('The dinosaur visits the squirrel.', 'Erin is rough.', False)
('The cat is kind.', 'Charlie is funny.', False)
('The cat is kind.', 'Erin is funny.', False)
('The snake is lazy.', 'Erin is funny.', False)
('The snake is lazy.', 'Erin is funny.', False)
('The crocodile is obese.', 'Erin is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The snake sees the hamster.', 'is obese.', False)
('The snake sees the hamster.', 'is obese.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bald eagle is reckless.', 'Erin is slow.', False)
('The bald eagle is reckless.', 'Erin is slow.', False)
('The snake is heavy.', 'Erin is reckless.', False)
('The snake is heavy.', 'Erin is reckless.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The bald eagle needs the hamster.', 'Charlie is reckless.', False)
('The bald eagle needs the hamster.', 'Charlie is reckless.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The crocodile is reckless.', 'Erin is reckless.', False)
('The crocodile is reckless.', 'Erin is reckless.', False)
('The cheetah is awful.', 'Erin is huge.', False)
('The cheetah is awful.', 'Erin is huge.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The crocodile likes the squirrel.', 'Cro is reckless.', False)
('The crocodile likes the squirrel.', 'Cro is reckless.', False)
('The mouse is nice.', 'Erin is cute.', False)
('The mouse is nice.', 'Erin is cute.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The snake is obese.', 'is high.', False)
('The snake is obese.', 'Erin is high.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The bear chases the cat.', 'Erin is chase.', False)
('The bear chases the cat.', 'Erin is chase.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The rabbit is beautiful.', 'Charlie is nice.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The lion chases the rabbit.', 'Erin is chase.', False)
('The lion chases the rabbit.', 'Erin is chase.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The lion is awful.', 'Erin is huge.', False)
('The lion is awful.', 'Erin is huge.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The tiger needs the cat.', 'Erin is bad.', False)
('The tiger needs the cat.', 'Erin is bad.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dog is nice.', 'Erin is nice.', False)
('The falcon is boring.', 'Fiona is lazy.', False)
('The falcon is boring.', 'Fiona is lazy.', False)
('The snake is big.', 'is bad.', False)
('The snake is big.', 'is bad.', False)
('The cat is cute.', 'Erin is cute.', False)
('The cat is cute.', 'Erin is cute.', False)
('The falcon chases the cat.', 'Fiona is strong.', False)
('The falcon chases the cat.', 'Fiona is lazy.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The dinosaur is strong.', 'Erin is obese.', False)
('The dinosaur is strong.', 'Erin is obese.', False)
('The dog is funny.', 'Charlie is funny.', False)
('The dog is funny.', 'Charlie is funny.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The falcon attacks the mouse.', 'Fiona is bad.', False)
('The falcon attacks the mouse.', 'Fiona is bad.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The wolf visits the squirrel.', 'is visits.', False)
('The wolf visits the squirrel.', 'is visits.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The hamster is lovely.', 'is chase.', False)
('The hamster is lovely.', 'Erin is rough.', False)
('The lion sees the hamster.', 'Erin is sad.', False)
('The lion sees the hamster.', 'Erin is sad.', False)
('The dog is nice.', 'Erin is quiet.', False)
('The dog is nice.', 'Erin is quiet.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The squirrel is adorable.', 'Charlie is cute.', False)
('The squirrel is adorable.', 'Fiona is cute.', False)
('The tiger attacks the squirrel.', 'Erin is attacks.', False)
('The tiger attacks the squirrel.', 'Erin is attacks.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is kind.', False)
('The falcon sees the rabbit.', 'Fiona is bad.', False)
('The falcon sees the rabbit.', 'Fiona is bad.', False)
('The squirrel is round.', 'is round.', False)
('The squirrel is round.', 'is round.', False)
('The snake is sleepy.', 'is slow.', False)
('The snake is sleepy.', 'is slow.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The snake visits the mouse.', 'is visits.', False)
('The snake visits the mouse.', 'is visits.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The snake is rough.', 'Erin is rough.', False)
('The snake is rough.', 'Erin is rough.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The hamster is lovely.', 'is smart.', False)
('The hamster is lovely.', 'is smart.', False)
('The snake likes the hamster.', 'is strong.', False)
('The snake likes the hamster.', 'is strong.', False)
('The squirrel is nice.', 'Erin is kind.', False)
('The squirrel is nice.', 'S is kind.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Erin is funny.', False)
('The cheetah chases the dog.', 'Erin is sad.', False)
('The cheetah chases the dog.', 'Erin is sad.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The dinosaur is reckless.', 'Erin is poor.', False)
('The dinosaur is reckless.', 'Erin is poor.', False)
('The crocodile is awful.', 'Cro is awful.', False)
('The crocodile is awful.', 'Cro is awful.', False)
('The mouse is lovely.', 'Erin is chase.', False)
('The mouse is lovely.', 'Erin is chase.', False)
('The dinosaur chases the mouse.', 'Erin is bad.', False)
('The dinosaur chases the mouse.', 'Erin is bad.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The bear is reckless.', 'Erin is reckless.', False)
('The bear is reckless.', 'Fiona is reckless.', False)
('The tiger is heavy.', 'Erin is sad.', False)
('The tiger is heavy.', 'Erin is sad.', False)
('The hamster is small.', 'is kind.', False)
('The hamster is small.', 'is kind.', False)
('The bear visits the hamster.', 'Charlie is visits visits visits visits visits visits visits visits high.', False)
('The bear visits the hamster.', 'Charlie is visits visits visits visits high.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The bald eagle is reckless.', 'Erin is  people.', False)
('The bald eagle is reckless.', 'Erin is kind.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The squirrel is furry.', 'Charlie is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The bald eagle sees the squirrel.', 'Erin is see.', False)
('The bald eagle sees the squirrel.', 'Erin is see.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The bear attacks the cat.', 'Erin is bad.', False)
('The bear attacks the cat.', 'Erin is bad.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The bear is reckless.', 'Erin is kind.', False)
('The bear is reckless.', 'Erin is kind.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The bear needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bear needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'is big.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The falcon visits the rabbit.', 'Fiona is sad.', False)
('The falcon visits the rabbit.', 'Fiona is slow.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The lion is angry.', 'Erin is lazy.', False)
('The lion is angry.', 'Erin is lazy.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The lion chases the squirrel.', 'Erin is chase.', False)
('The lion chases the squirrel.', 'Erin is chase.', False)
('The hamster is nice.', 'Erin is clever.', False)
('The hamster is nice.', 'Erin is clever.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The crocodile is big.', 'Cro is big.', False)
('The crocodile is big.', 'Cro is big.', False)
('The rabbit is lovely.', 'Charlie is small.', False)
('The rabbit is lovely.', 'Charlie is small.', False)
('The cheetah needs the rabbit.', 'Erin is big.', False)
('The cheetah needs the rabbit.', 'Erin is big.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The snake is sleepy.', 'Erin is slow.', False)
('The snake is sleepy.', 'Erin is slow.', False)
('The wolf is strong.', 'is huge.', False)
('The wolf is strong.', 'is huge.', False)
('The cat is small.', 'Erin is kind.', False)
('The cat is small.', 'Erin is kind.', False)
('The snake sees the cat.', 'is see.', False)
('The snake sees the cat.', 'is see.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The dinosaur is awful.', 'Erin is awful.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The falcon sees the dog.', 'Fiona is rough.', False)
('The falcon sees the dog.', 'Fiona is rough.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The leopard is angry.', 'Charlie is lazy.', False)
('The leopard is angry.', 'Erin is lazy.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The squirrel is furry.', 'is fur.', False)
('The squirrel is furry.', 'is fur.', False)
('The leopard sees the squirrel.', 'Charlie is slow.', False)
('The leopard sees the squirrel.', 'Charlie is slow.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The snake is sleepy.', 'is slow.', False)
('The snake is sleepy.', 'Erin is slow.', False)
('The bear is big.', 'Charlie is big.', False)
('The bear is big.', 'Charlie is big.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is clever.', False)
('The snake attacks the dog.', 'is slow.', False)
('The snake attacks the dog.', 'is slow.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The bear is tired.', 'Erin is tired.', False)
('The bear is tired.', 'Erin is tired.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The hamster is lovely.', 'is quiet.', False)
('The hamster is lovely.', 'is quiet.', False)
('The bear visits the hamster.', 'Erin is big.', False)
('The bear visits the hamster.', 'Erin is big.', False)
('The cat is nice.', 'Erin is smart.', False)
('The cat is nice.', 'Erin is smart.', False)
('The leopard is sleepy.', 'Erin is slow.', False)
('The leopard is sleepy.', 'Charlie is slow.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The mouse is beautiful.', 'Erin is nice.', False)
('The mouse is beautiful.', 'Erin is nice.', False)
('The leopard chases the mouse.', 'Charlie is chase.', False)
('The leopard chases the mouse.', 'Charlie is chase.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'Erin is kind.', False)
('The bear is rough.', 'Erin is rough.', False)
('The bear is rough.', 'Erin is rough.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The mouse is furry.', 'Erin is kind.', False)
('The mouse is furry.', 'Erin is kind.', False)
('The bear needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bear needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The mouse is nice.', 'Erin is strong.', False)
('The mouse is nice.', 'Erin is strong.', False)
('The leopard is boring.', 'Charlie is lazy.', False)
('The leopard is boring.', 'Charlie is lazy.', False)
('The bear is strong.', 'Erin is strong.', False)
('The bear is strong.', 'Erin is strong.', False)
('The rabbit is small.', 'Fiona is strong.', False)
('The rabbit is small.', 'Erin is strong.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The bald eagle is obese.', 'Charlie is dull.', False)
('The bald eagle is obese.', 'Charlie is dull.', False)
('The cat is small.', 'Erin is kind.', False)
('The cat is small.', 'Erin is kind.', False)
('The crocodile visits the cat.', 'Erin is dull.', False)
('The crocodile visits the cat.', 'Erin is dull.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The tiger is reckless.', 'Erin is kind.', False)
('The tiger is reckless.', 'Erin is kind.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The tiger sees the squirrel.', 'Erin is slow.', False)
('The tiger sees the squirrel.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The dinosaur is sleepy.', 'Erin is bad.', False)
('The dinosaur is sleepy.', 'Erin is bad.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The dinosaur visits the rabbit.', 'Erin is bad.', False)
('The dinosaur visits the rabbit.', 'Erin is strong.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The squirrel is cute.', 'Erin is kind.', False)
('The crocodile likes the squirrel.', 'Erin is lazy.', False)
('The crocodile likes the squirrel.', 'Erin is strong.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The wolf is angry.', 'is angry.', False)
('The wolf is angry.', 'is angry.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The dog is small.', 'Fiona is kind.', False)
('The dog is small.', 'Fiona is kind.', False)
('The wolf attacks the dog.', 'is bad.', False)
('The wolf attacks the dog.', 'Charlie is strong.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The wolf is boring.', 'is dull.', False)
('The wolf is boring.', 'is dull.', False)
('The lion is obese.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is obese.', False)
('The squirrel is cute.', 'Fiona is smart.', False)
('The squirrel is cute.', 'is smart.', False)
('The wolf needs the squirrel.', 'Fiona is slow.', False)
('The wolf needs the squirrel.', 'Charlie is slow.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The tiger is angry.', 'Erin is angry.', False)
('The tiger is angry.', 'Erin is angry.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The squirrel is furry.', 'S is fur.', False)
('The squirrel is furry.', 'S is fur.', False)
('The tiger visits the squirrel.', 'Erin is bad.', False)
('The tiger visits the squirrel.', 'Erin is bad.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The cat is furry.', 'Erin is kind.', False)
('The cat is furry.', 'Erin is kind.', False)
