('The dog is quiet.', 'The dog is quiet.', True)
('The hamster is kind.', 'The hamster is smart.', False)
('The hamster is kind.', 'The hamster is kind.', True)
('The snake is dull.', 'The snake is dull.', True)
('The snake is dull.', 'The snake is dull.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The snake attacks the squirrel.', 'The snake attacks the squirrel.', True)
('The snake attacks the squirrel.', 'The snake attacks the squirrel.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The cat is funny.', 'The cat is funny.', True)
('The cat is funny.', 'The cat is funny.', True)
('The cheetah likes the cat.', 'The cheetah likes the cat.', True)
('The cheetah likes the cat.', 'The cheetah likes the cat.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The wolf is fierce.', 'The wolf is obese.', False)
('The wolf is fierce.', 'The wolf is obese.', False)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The cat is kind.', 'The cat is nice.', False)
('The cat is kind.', 'The cat is nice.', False)
('The wolf is rough.', 'The wolf is rough.', True)
('The wolf is rough.', 'The wolf is rough.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The falcon likes the hamster.', 'The falcon likes the hamster.', True)
('The falcon likes the hamster.', 'The falcon likes the hamster.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The wolf sees the cat.', 'The wolf sees the cat.', True)
('The wolf sees the cat.', 'The wolf sees the cat.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The wolf is dull.', 'The wolf is dull.', True)
('The wolf is dull.', 'The wolf is dull.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The cat is funny.', 'The cat is funny.', True)
('The cat is funny.', 'The cat is funny.', True)
('The bald eagle likes the cat.', 'The bald eagle likes the cat.', True)
('The bald eagle likes the cat.', 'The bald eagle likes the cat.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The bear is dull.', 'The bear is dull.', True)
('The bear is dull.', 'The bear is dull.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The bear attacks the hamster.', 'The bear attacks the hamster.', True)
('The bear attacks the hamster.', 'The bear attacks the hamster.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The snake is slow.', 'The snake is slow.', True)
('The snake is slow.', 'The snake is slow.', True)
('The dinosaur is fierce.', 'The dinosaur is strong.', False)
('The dinosaur is fierce.', 'The dinosaur is strong.', False)
('The cat is funny.', 'The cat is funny.', True)
('The cat is funny.', 'The cat is funny.', True)
('The snake attacks the cat.', 'The snake attacks the cat.', True)
('The snake attacks the cat.', 'The snake attacks the cat.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The lion is obese.', 'The lion is obese.', True)
('The lion is obese.', 'The lion is obese.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The tiger attacks the mouse.', 'The tiger attacks the mouse.', True)
('The tiger attacks the mouse.', 'The tiger attacks the mouse.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The rabbit is furry.', 'The rabbit is adorable.', False)
('The rabbit is furry.', 'The rabbit is adorable.', False)
('The wolf attacks the rabbit.', 'The wolf attacks the rabbit.', True)
('The wolf attacks the rabbit.', 'The wolf attacks the rabbit.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The dinosaur visits the mouse.', 'The dinosaur visits the mouse.', True)
('The dinosaur visits the mouse.', 'The dinosaur visits the mouse.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The cheetah is rough.', 'The cheetah is rough.', True)
('The cheetah is rough.', 'The cheetah is rough.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The cheetah attacks the rabbit.', 'The cheetah attacks the rabbit.', True)
('The cheetah attacks the rabbit.', 'The cheetah attacks the rabbit.', True)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The tiger sees the mouse.', 'The tiger sees the mouse.', True)
('The tiger sees the mouse.', 'The tiger sees the mouse.', True)
('The hamster is kind.', 'The hamster is nice.', False)
('The hamster is kind.', 'The hamster is nice.', False)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The dog is kind.', 'The dog is smart.', False)
('The dog is kind.', 'The dog is kind.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The dinosaur needs the mouse.', 'The dinosaur needs the mouse.', True)
('The dinosaur needs the mouse.', 'The dinosaur needs the mouse.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The tiger sees the hamster.', 'The tiger sees the hamster.', True)
('The tiger sees the hamster.', 'The tiger sees the hamster.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The crocodile is fierce.', 'The crocodile is strong.', False)
('The crocodile is fierce.', 'The crocodile is strong.', False)
('The cat is adorable.', 'The cat is lovely.', False)
('The cat is adorable.', 'The cat is adorable.', True)
('The bald eagle chases the cat.', 'The bald eagle chases the cat.', True)
('The bald eagle chases the cat.', 'The bald eagle chases the cat.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The bald eagle is tired.', 'The bald eagle is tired.', True)
('The bald eagle is tired.', 'The bald eagle is tired.', True)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The bald eagle chases the squirrel.', 'The bald eagle chases the squirrel.', True)
('The bald eagle chases the squirrel.', 'The bald eagle chases the squirrel.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The leopard is dull.', 'The leopard is dull.', True)
('The leopard is dull.', 'The leopard is dull.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The falcon is obese.', 'The falcon is obese.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The leopard chases the dog.', 'The leopard chases the dog.', True)
('The leopard chases the dog.', 'The leopard chases the dog.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The bear attacks the rabbit.', 'The bear attacks the rabbit.', True)
('The bear attacks the rabbit.', 'The bear attacks the rabbit.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The crocodile is slow.', 'The crocodile is slow.', True)
('The crocodile is slow.', 'The crocodile is slow.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The crocodile chases the mouse.', 'The crocodile chases the mouse.', True)
('The crocodile chases the mouse.', 'The crocodile chases the mouse.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The falcon needs the cat.', 'The falcon needs the cat.', True)
('The falcon needs the cat.', 'The falcon needs the cat.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The tiger is fierce.', 'The tiger is awful.', False)
('The tiger is fierce.', 'The tiger is awful.', False)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The crocodile visits the dog.', 'The crocodile visits the dog.', True)
('The crocodile visits the dog.', 'The crocodile visits the dog.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The hamster is kind.', 'The hamster is nice.', False)
('The hamster is kind.', 'The hamster is nice.', False)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The cat is adorable.', 'The cat is adorable.', True)
('The cat is adorable.', 'The cat is adorable.', True)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The bald eagle visits the squirrel.', 'The bald eagle visits the squirrel.', True)
('The bald eagle visits the squirrel.', 'The bald eagle visits the squirrel.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The dinosaur chases the squirrel.', 'The dinosaur chases the squirrel.', True)
('The dinosaur chases the squirrel.', 'The dinosaur chases the squirrel.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The lion is dull.', 'The lion is dull.', True)
('The lion is dull.', 'The lion is dull.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The crocodile is angry.', 'The crocodile is angry.', True)
('The crocodile is angry.', 'The crocodile is angry.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The rabbit is smart.', 'The rabbit is nice.', False)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The dinosaur is big.', 'The dinosaur is awful.', False)
('The dinosaur is big.', 'The dinosaur is awful.', False)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The lion visits the dog.', 'The lion visits the dog.', True)
('The lion visits the dog.', 'The lion visits the dog.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The tiger is dull.', 'The tiger is dull.', True)
('The tiger is dull.', 'The tiger is dull.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The tiger chases the hamster.', 'The tiger chases the hamster.', True)
('The tiger chases the hamster.', 'The tiger chases the hamster.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The lion is dull.', 'The lion is dull.', True)
('The lion is dull.', 'The lion is dull.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The lion chases the hamster.', 'The lion chases the hamster.', True)
('The lion chases the hamster.', 'The lion chases the hamster.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The tiger chases the mouse.', 'The tiger chases the mouse.', True)
('The tiger chases the mouse.', 'The tiger chases the mouse.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The bear is angry.', 'The bear is angry.', True)
('The bear is angry.', 'The bear is angry.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The hamster is kind.', 'The hamster is smart.', False)
('The hamster is kind.', 'The hamster is smart.', False)
('The bear is boring.', 'The bear is boring.', True)
('The bear is boring.', 'The bear is boring.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The squirrel is adorable.', 'The squirrel is lovely.', False)
('The squirrel is adorable.', 'The squirrel is lovely.', False)
('The bear likes the squirrel.', 'The bear likes the squirrel.', True)
('The bear likes the squirrel.', 'The bear likes the squirrel.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The snake is strong.', 'The snake is strong.', True)
('The snake is strong.', 'The snake is strong.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The falcon visits the mouse.', 'The falcon visits the mouse.', True)
('The falcon visits the mouse.', 'The falcon visits the mouse.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The crocodile needs the cat.', 'The crocodile needs the cat.', True)
('The crocodile needs the cat.', 'The crocodile needs the cat.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dinosaur attacks the dog.', 'The dinosaur attacks the dog.', True)
('The dinosaur attacks the dog.', 'The dinosaur attacks the dog.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The snake is angry.', 'The snake is angry.', True)
('The snake is angry.', 'The snake is angry.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The lion is boring.', 'The lion is boring.', True)
('The lion is boring.', 'The lion is boring.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The crocodile is big.', 'The crocodile is big.', True)
