('The dog is quiet.', 'Charlie is quiet.', False)
('The snake is lazy.', 'Anne is dull.', False)
('The snake is lazy.', 'Anne is dull.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The snake chases the rabbit.', 'Anne is heavy.', False)
('The snake chases the rabbit.', 'Anne is heavy.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The leopard is sleepy.', 'Charlie is bad.', False)
('The leopard is sleepy.', 'Charlie is bad.', False)
('The crocodile is obese.', 'Erin isham.', False)
('The crocodile is obese.', 'Erin isham.', False)
('The hamster is funny.', 'Harry is quiet.', False)
('The hamster is funny.', 'Harry is quiet.', False)
('The leopard likes the hamster.', 'Charlie isham.', False)
('The leopard likes the hamster.', 'Charlie isham.', False)
('The mouse is smart.', 'Erin is rabbit.', False)
('The mouse is smart.', 'Erin is rabbit.', False)
('The bear is reckless.', 'Bob is bad.', False)
('The bear is reckless.', 'Bob is bad.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The rabbit is lovely.', 'Anne is mouse.', False)
('The rabbit is lovely.', 'Anne is mouse.', False)
('The bear sees the rabbit.', 'Bob is heavy.', False)
('The bear sees the rabbit.', 'Bob is heavy.', False)
('The mouse is quiet.', 'Erin is smart.', False)
('The mouse is quiet.', 'Erin is smart.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The lion is awful.', 'Harry is strong.', False)
('The lion is awful.', 'Harry is strong.', False)
('The squirrel is lovely.', 'Charlie is nice.', False)
('The squirrel is lovely.', 'Charlie is nice.', False)
('The leopard chases the squirrel.', 'Charlie is strong.', False)
('The leopard chases the squirrel.', 'Charlie is strong.', False)
('The dog is kind.', 'Charlie is clever.', False)
('The dog is kind.', 'Charlie is clever.', False)
('The snake is reckless.', 'Anne is bad.', False)
('The snake is reckless.', 'Anne is bad.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The mouse is lovely.', 'Charlie is quiet.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The snake sees the mouse.', 'Anne is big.', False)
('The snake sees the mouse.', 'Anne is big.', False)
('The rabbit is nice.', 'Anne is dull.', False)
('The rabbit is nice.', 'Anne is dull.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The mouse is furry.', 'Erin is clever.', False)
('The mouse is furry.', 'Erin is clever.', False)
('The dinosaur chases the mouse.', 'Dave is heavy.', False)
('The dinosaur chases the mouse.', 'Dave is heavy.', False)
('The hamster is round.', 'Harry is kind.', False)
('The hamster is round.', 'Harry is kind.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The bald eagle visits the cat.', 'Erin is bad.', False)
('The bald eagle visits the cat.', 'Erin is bad.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The snake is rough.', 'Anne is sad.', False)
('The snake is rough.', 'Anne is  sad.', False)
('The tiger is fierce.', 'Gary is poor.', False)
('The tiger is fierce.', 'Gary is poor.', False)
('The hamster is funny.', 'Harry is fierce.', False)
('The hamster is funny.', 'Harry is fierce.', False)
('The snake attacks the hamster.', 'Anne is  rough.', False)
('The snake attacks the hamster.', 'Anne is  rough.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The tiger is obese.', 'Gary is huge.', False)
('The tiger is obese.', 'Gary is huge.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The dinosaur sees the squirrel.', 'Dave is heavy.', False)
('The dinosaur sees the squirrel.', 'Dave is heavy.', False)
('The mouse is kind.', 'Charlie is wealthy.', False)
('The mouse is kind.', 'Charlie is wealthy.', False)
('The leopard is tired.', 'Charlie is obese.', False)
('The leopard is tired.', 'Charlie is obese.', False)
('The wolf is fierce.', 'Fiona is sad.', False)
('The wolf is fierce.', 'Fiona is sad.', False)
('The hamster is adorable.', 'Harry is obese.', False)
('The hamster is adorable.', 'Harry is obese.', False)
('The leopard needs the hamster.', 'Charlie is huge.', False)
('The leopard needs the hamster.', 'Charlie is huge.', False)
('The rabbit is smart.', 'Anne is obese.', False)
('The rabbit is smart.', 'Anne is obese.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The hamster is adorable.', 'Harry is obese.', False)
('The hamster is adorable.', 'Harry is obese.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The dog is round.', 'Charlie is lazy.', False)
('The dog is round.', 'Charlie is lazy.', False)
('The bald eagle is reckless.', 'Erin is fal.', False)
('The bald eagle is reckless.', 'Erin is fal.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The squirrel is beautiful.', 'Charlie is lazy.', False)
('The squirrel is beautiful.', 'Charlie is lazy.', False)
('The bald eagle likes the squirrel.', 'Erin is fal.', False)
('The bald eagle likes the squirrel.', 'Erin is fal.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The bald eagle is rough.', 'Erin is dull.', False)
('The bald eagle is rough.', 'Anne is dull.', False)
('The bear is awful.', 'Bob is dull.', False)
('The bear is awful.', 'Bob is dull.', False)
('The rabbit is lovely.', 'Anne is small.', False)
('The rabbit is lovely.', 'Anne is small.', False)
('The bald eagle chases the rabbit.', 'Anne is huge.', False)
('The bald eagle chases the rabbit.', 'Anne is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Charlie is fierce.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The mouse is furry.', 'Charlie is quiet.', False)
('The mouse is furry.', 'Charlie is quiet.', False)
('The cheetah attacks the mouse.', 'Che.', False)
('The cheetah attacks the mouse.', 'Che.', False)
('The cat is round.', 'Charlie is kind.', False)
('The cat is round.', 'Charlie is kind.', False)
('The tiger is boring.', 'Gary is bad.', False)
('The tiger is boring.', 'Gary is bad.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The tiger needs the squirrel.', 'Gary is bad.', False)
('The tiger needs the squirrel.', 'Gary is bad.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The bear is sleepy.', 'Bob is bad.', False)
('The bear is sleepy.', 'Bob is awful.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The dog is beautiful.', 'Charlie is bad.', False)
('The dog is beautiful.', 'Charlie is bad.', False)
('The bear likes the dog.', 'Bob is big.', False)
('The bear likes the dog.', 'Bob is big.', False)
('The dog is quiet.', 'Charlie is sleep.', False)
('The dog is quiet.', 'Charlie is sleep.', False)
('The bald eagle is tired.', 'Erin is angry.', False)
('The bald eagle is tired.', 'Erin is angry.', False)
('The wolf is fierce.', 'Fiona is angry.', False)
('The wolf is fierce.', 'Fiona is angry.', False)
('The squirrel is beautiful.', 'Fiona is small.', False)
('The squirrel is beautiful.', 'Fiona is small.', False)
('The bald eagle needs the squirrel.', 'Erin is strong.', False)
('The bald eagle needs the squirrel.', 'Erin is strong.', False)
('The squirrel is smart.', 'Charlie is high.', False)
('The squirrel is smart.', 'Charlie is little.', False)
('The tiger is dull.', 'Gary is bad.', False)
('The tiger is dull.', 'Gary is bad.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The dog is cute.', 'Charlie is bad.', False)
('The dog is cute.', 'Charlie is bad.', False)
('The tiger chases the dog.', 'Gary is strong.', False)
('The tiger chases the dog.', 'Gary is strong.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The leopard is reckless.', 'Charlie is rabbit.', False)
('The leopard is reckless.', 'Charlie is rabbit.', False)
('The bald eagle is strong.', 'Erin is rabbit.', False)
('The bald eagle is strong.', 'Erin is rabbit.', False)
('The rabbit is funny.', 'Anne is sleep.', False)
('The rabbit is funny.', 'Anne is sleep.', False)
('The leopard needs the rabbit.', 'Charlie is huge.', False)
('The leopard needs the rabbit.', 'Charlie is huge.', False)
('The hamster is quiet.', 'Harry is small.', False)
('The hamster is quiet.', 'Harry is huge.', False)
('The leopard is slow.', 'Charlie is fierce.', False)
('The leopard is slow.', 'Charlie is fierce.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The mouse is beautiful.', 'Charlie is nice.', False)
('The mouse is beautiful.', 'Charlie is nice.', False)
('The leopard chases the mouse.', 'Charlie is fierce.', False)
('The leopard chases the mouse.', 'Charlie is fierce.', False)
('The mouse is kind.', 'Charlie is smart.', False)
('The mouse is kind.', 'Charlie is nice.', False)
('The tiger is boring.', 'Gary is rough.', False)
('The tiger is boring.', 'Gary is rough.', False)
('The falcon is heavy.', 'Fiona is huge.', False)
('The falcon is heavy.', 'Fiona is huge.', False)
('The cat is furry.', 'Charlie is rough.', False)
('The cat is furry.', 'Charlie is rough.', False)
('The tiger sees the cat.', 'Gary is huge.', False)
('The tiger sees the cat.', 'Gary is huge.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The tiger is sleepy.', 'Gary is dull.', False)
('The tiger is sleepy.', 'Gary is dull.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The hamster is cute.', 'Harry is dull.', False)
('The hamster is cute.', 'Harry is dull.', False)
('The tiger needs the hamster.', 'Gary is huge.', False)
('The tiger needs the hamster.', 'Gary is huge.', False)
('The hamster is quiet.', 'Harry is kind.', False)
('The hamster is quiet.', 'Harry is kind.', False)
('The bald eagle is dull.', 'Erin is cat.', False)
('The bald eagle is dull.', 'Erin is cat.', False)
('The wolf is heavy.', 'Fiona is cat.', False)
('The wolf is heavy.', 'Fiona is cat.', False)
('The cat is lovely.', 'Charlie is round.', False)
('The cat is lovely.', 'Charlie is round.', False)
('The bald eagle likes the cat.', 'Anne is huge.', False)
('The bald eagle likes the cat.', 'Anne is huge.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The lion is angry.', 'Alan is dull.', False)
('The lion is angry.', 'Alan is dull.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The lion needs the rabbit.', 'Anne is huge.', False)
('The lion needs the rabbit.', 'Fiona is huge.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The mouse is adorable.', 'Charlie is clever.', False)
('The mouse is adorable.', 'Charlie is dull.', False)
('The bald eagle attacks the mouse.', 'Bob is huge.', False)
('The bald eagle attacks the mouse.', 'Bob is huge.', False)
('The dog is smart.', 'Charlie is nice.', False)
('The dog is smart.', 'Charlie is nice.', False)
('The wolf is angry.', 'Fiona is bad.', False)
('The wolf is angry.', 'Fiona is bad.', False)
('The tiger is heavy.', 'Gary is huge.', False)
('The tiger is heavy.', 'Gary is huge.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The wolf sees the squirrel.', 'Fiona is heavy.', False)
('The wolf sees the squirrel.', 'Fiona is heavy.', False)
('The hamster is nice.', 'Harry is strong.', False)
('The hamster is nice.', 'Harry is strong.', False)
('The dinosaur is dull.', 'Dave is bad.', False)
('The dinosaur is dull.', 'Dave is bad.', False)
('The lion is awful.', 'Anne is strong.', False)
('The lion is awful.', 'Harry is strong.', False)
('The cat is beautiful.', 'Charlie is kind.', False)
('The cat is beautiful.', 'Charlie is kind.', False)
('The dinosaur sees the cat.', 'Dave is bad.', False)
('The dinosaur sees the cat.', 'Dave is bad.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The lion is fierce.', 'Alan is  rough.', False)
('The lion is fierce.', 'Alan is  rough.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The leopard attacks the hamster.', 'Charlie is poor.', False)
('The leopard attacks the hamster.', 'Charlie is poor.', False)
('The dog is smart.', 'Fiona is small.', False)
('The dog is smart.', 'Fiona is rabbit.', False)
('The wolf is angry.', 'Fiona is rabbit.', False)
('The wolf is angry.', 'Fiona is rabbit.', False)
('The leopard is awful.', 'Charlie is rabbit.', False)
('The leopard is awful.', 'Charlie is rabbit.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The wolf visits the rabbit.', 'Fiona is strong.', False)
('The wolf visits the rabbit.', 'Fiona is strong.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The tiger is angry.', 'Gary is sad.', False)
('The tiger is angry.', 'Gary is dull.', False)
('The leopard is strong.', 'Charlie is huge.', False)
('The leopard is strong.', 'Charlie is huge.', False)
('The squirrel is funny.', 'Fiona is thin.', False)
('The squirrel is funny.', 'Fiona is thin.', False)
('The tiger needs the squirrel.', 'Gary is huge.', False)
('The tiger needs the squirrel.', 'Gary is huge.', False)
('The hamster is round.', 'Harry is clever.', False)
('The hamster is round.', 'Harry is clever.', False)
('The snake is lazy.', 'Anne is fierce.', False)
('The snake is lazy.', 'Anne is fierce.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The squirrel is lovely.', 'Charlie is small.', False)
('The squirrel is lovely.', 'Charlie is small.', False)
('The snake needs the squirrel.', 'Anne is fierce.', False)
('The snake needs the squirrel.', 'Anne is fierce.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The dinosaur is sleepy.', 'Dave is rabbit.', False)
('The dinosaur is sleepy.', 'Dave is rabbit.', False)
('The falcon is strong.', 'Fiona is huge.', False)
('The falcon is strong.', 'Fiona isham.', False)
('The rabbit is cute.', 'Anne is obese.', False)
('The rabbit is cute.', 'Anne is obese.', False)
('The dinosaur needs the rabbit.', 'Dave is huge.', False)
('The dinosaur needs the rabbit.', 'Dave is huge.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The falcon is dull.', 'Fiona is rough.', False)
('The falcon is dull.', 'Fiona is rough.', False)
('The dinosaur is fierce.', 'Dave is rough.', False)
('The dinosaur is fierce.', 'Dave is rough.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The falcon chases the rabbit.', 'Fiona is huge.', False)
('The falcon chases the rabbit.', 'Fiona is huge.', False)
('The dog is smart.', 'Fiona isham.', False)
('The dog is smart.', 'Fiona isham.', False)
('The snake is slow.', 'Anne is dull.', False)
('The snake is slow.', 'Anne is dull.', False)
('The lion is obese.', 'Alan is dull.', False)
('The lion is obese.', 'Alan is dull.', False)
('The hamster is lovely.', 'Harry is dull.', False)
('The hamster is lovely.', 'Harry is dull.', False)
('The snake attacks the hamster.', 'Anne is huge.', False)
('The snake attacks the hamster.', 'Anne is huge.', False)
('The mouse is kind.', 'Charlie is smart.', False)
('The mouse is kind.', 'Charlie is smart.', False)
('The leopard is slow.', 'Charlie is dull.', False)
('The leopard is slow.', 'Charlie is dull.', False)
('The wolf is big.', 'Fiona is dull.', False)
('The wolf is big.', 'Fiona is dull.', False)
('The dog is cute.', 'Fiona is mouse.', False)
('The dog is cute.', 'Fiona is mouse.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The bear is strong.', 'Bob is rough.', False)
('The bear is strong.', 'Bob is rough.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The falcon sees the rabbit.', 'Fiona is huge.', False)
('The falcon sees the rabbit.', 'Fiona is huge.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The crocodile is rough.', 'Charlie is dull.', False)
('The crocodile is rough.', 'Charlie is dull.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The mouse is adorable.', 'Charlie is fierce.', False)
('The mouse is adorable.', 'Charlie is dull.', False)
('The crocodile likes the mouse.', 'Charlie is huge.', False)
('The crocodile likes the mouse.', 'Charlie is huge.', False)
('The rabbit is quiet.', 'Anne is obese.', False)
('The rabbit is quiet.', 'Anne is obese.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The bear is awful.', 'Bob is strong.', False)
('The bear is awful.', 'Bob is strong.', False)
('The dog is funny.', 'Fiona is obese.', False)
('The dog is funny.', 'Fiona is obese.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The cheetah attacks the dog.', 'Charlie is strong.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dinosaur is rough.', 'Dave is huge.', False)
('The dinosaur is rough.', 'Dave is sad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The dinosaur visits the squirrel.', 'Dave is huge.', False)
('The dinosaur visits the squirrel.', 'Dave is huge.', False)
('The cat is kind.', 'Charlie is small.', False)
('The cat is kind.', 'Charlie is small.', False)
('The snake is lazy.', 'Anne is imperfect.', False)
('The snake is lazy.', 'Anne is imperfect.', False)
('The crocodile is obese.', 'Erin isham.', False)
('The crocodile is obese.', 'Erin isham.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The snake sees the hamster.', 'Anne is poor.', False)
('The snake sees the hamster.', 'Anne is poor.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The bald eagle is reckless.', 'Erin is sad.', False)
('The bald eagle is reckless.', 'Erin is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The bald eagle needs the hamster.', 'Erin is sad.', False)
('The bald eagle needs the hamster.', 'Erin is sad.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The crocodile is reckless.', 'Charlie is bad.', False)
('The crocodile is reckless.', 'Charlie is bad.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The crocodile likes the squirrel.', 'Charlie is bad.', False)
('The crocodile likes the squirrel.', 'Charlie is bad.', False)
('The mouse is nice.', 'Erin is small.', False)
('The mouse is nice.', 'Erin is cat.', False)
('The bear is reckless.', 'Bob is bad.', False)
('The bear is reckless.', 'Bob is bad.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The cat is adorable.', 'Charlie is clever.', False)
('The cat is adorable.', 'Charlie is clever.', False)
('The bear chases the cat.', 'Bob is huge.', False)
('The bear chases the cat.', 'Bob is huge.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The lion is lazy.', 'Alan is rough.', False)
('The lion is lazy.', 'Alan is rough.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The rabbit is beautiful.', 'Anne is small.', False)
('The rabbit is beautiful.', 'Anne is small.', False)
('The lion chases the rabbit.', 'Anne is heavy.', False)
('The lion chases the rabbit.', 'Fiona is heavy.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The tiger is rough.', 'Gary is awful.', False)
('The tiger is rough.', 'Gary is awful.', False)
('The lion is awful.', 'Anne is heavy.', False)
('The lion is awful.', 'Fiona is huge.', False)
('The cat is furry.', 'Charlie is clever.', False)
('The cat is furry.', 'Charlie is clever.', False)
('The tiger needs the cat.', 'Gary is bad.', False)
('The tiger needs the cat.', 'Gary is bad.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The falcon is boring.', 'Fiona is sad.', False)
('The falcon is boring.', 'Fiona is sad.', False)
('The snake is big.', 'Anne is sad.', False)
('The snake is big.', 'Anne is sad.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The falcon chases the cat.', 'Fiona is fal.', False)
('The falcon chases the cat.', 'Fiona is fal.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The falcon is slow.', 'Fiona is rough.', False)
('The falcon is slow.', 'Fiona is rough.', False)
('The dinosaur is strong.', 'Dave is rough.', False)
('The dinosaur is strong.', 'Dave is rough.', False)
('The dog is funny.', 'Fiona is thin.', False)
('The dog is funny.', 'Fiona is thin.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The squirrel is quiet.', 'Charlie is clever.', False)
('The squirrel is quiet.', 'Charlie is clever.', False)
('The falcon is lazy.', 'Fiona is sad.', False)
('The falcon is lazy.', 'Fiona is sad.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The mouse is funny.', 'Anne is clever.', False)
('The mouse is funny.', 'Erin is clever.', False)
('The falcon attacks the mouse.', 'Fiona is sad.', False)
('The falcon attacks the mouse.', 'Fiona is sad.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The wolf is slow.', 'Fiona is squirrel.', False)
('The wolf is slow.', 'Fiona is squirrel.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The wolf visits the squirrel.', 'Fiona is huge.', False)
('The wolf visits the squirrel.', 'Fiona is huge.', False)
('The mouse is round.', 'Charlie is quiet.', False)
('The mouse is round.', 'Charlie is quiet.', False)
('The lion is slow.', 'Alan is bad.', False)
('The lion is slow.', 'Alan is bad.', False)
('The tiger is fierce.', 'Fiona is strong.', False)
('The tiger is fierce.', 'Fiona is strong.', False)
('The hamster is lovely.', 'Harry is bad.', False)
('The hamster is lovely.', 'Harry is bad.', False)
('The lion sees the hamster.', 'Alan is bad.', False)
('The lion sees the hamster.', 'Bob is bad.', False)
('The dog is nice.', 'Charlie is obese.', False)
('The dog is nice.', 'Charlie is obese.', False)
('The tiger is slow.', 'Gary is angry.', False)
('The tiger is slow.', 'Gary is angry.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The squirrel is adorable.', 'Fiona is round.', False)
('The squirrel is adorable.', 'Fiona is round.', False)
('The tiger attacks the squirrel.', 'Gary is heavy.', False)
('The tiger attacks the squirrel.', 'Gary is heavy.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The mouse is kind.', 'Erin is quiet.', False)
('The falcon is rough.', 'Fiona is awful.', False)
('The falcon is rough.', 'Fiona is awful.', False)
('The leopard is awful.', 'Charlie is heavy.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The falcon sees the rabbit.', 'Fiona is bad.', False)
('The falcon sees the rabbit.', 'Fiona is bad.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The snake is sleepy.', 'Anne is sad.', False)
('The snake is sleepy.', 'Anne is angry.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Charlie is strong.', False)
('The mouse is furry.', 'Charlie is quiet.', False)
('The mouse is furry.', 'Charlie is quiet.', False)
('The snake visits the mouse.', 'Anne is strong.', False)
('The snake visits the mouse.', 'Anne is strong.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The snake is rough.', 'Anne is dull.', False)
('The snake is rough.', 'Anne is dull.', False)
('The leopard is obese.', 'Charlie is dull.', False)
('The leopard is obese.', 'Charlie is dull.', False)
('The hamster is lovely.', 'Harry is obese.', False)
('The hamster is lovely.', 'Harry is obese.', False)
('The snake likes the hamster.', 'Anne is huge.', False)
('The snake likes the hamster.', 'Anne is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dog is funny.', 'Fiona is small.', False)
('The dog is funny.', 'Fiona is small.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The rabbit is nice.', 'Anne is clever.', False)
('The rabbit is nice.', 'Anne is clever.', False)
('The dinosaur is reckless.', 'Dave is rabbit.', False)
('The dinosaur is reckless.', 'Dave is rabbit.', False)
('The crocodile is awful.', 'Charlie is sad.', False)
('The crocodile is awful.', 'Charlie is sad.', False)
('The mouse is lovely.', 'Charlie is rabbit.', False)
('The mouse is lovely.', 'Erin is rabbit.', False)
('The dinosaur chases the mouse.', 'Dave is huge.', False)
('The dinosaur chases the mouse.', 'Dave is huge.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The bear is reckless.', 'Bob is rough.', False)
('The bear is reckless.', 'Bob is rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The bear visits the hamster.', 'Bob is huge.', False)
('The bear visits the hamster.', 'Bob is huge.', False)
