('The squirrel is quiet.', 'Charlie is small.', False)
('The leopard attacks the squirrel.', 'Charlie is big.', False)
('The leopard attacks the squirrel.', 'Charlie is big.', False)
('The rabbit is kind.', 'Anne is strong.', False)
('The rabbit is kind.', 'Anne is strong.', False)
('The crocodile is angry.', 'Charlie is dull.', False)
('The crocodile is angry.', 'Charlie is dull.', False)
('The bald eagle is big.', 'Erin is strong.', False)
('The bald eagle is big.', 'Erin is strong.', False)
('The dog is beautiful.', 'Charlie is quiet.', False)
('The dog is beautiful.', 'Charlie is sad.', False)
('The crocodile chases the dog.', 'Erin is strong.', False)
('The crocodile chases the dog.', 'Erin is strong.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is mouse.', False)
('The bear is dull.', 'Bob is rabbit.', False)
('The bear is dull.', 'Bob is rabbit.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The mouse is small.', 'Anne is mouse.', False)
('The mouse is small.', 'Erin is mouse.', False)
('The bear visits the mouse.', 'Bob is huge.', False)
('The bear visits the mouse.', 'Bob is huge.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The bald eagle is tired.', 'Erin is   rough.', False)
('The bald eagle is tired.', 'Erin is  rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The cat is furry.', 'Charlie is kind.', False)
('The cat is furry.', 'Charlie is kind.', False)
('The bald eagle sees the cat.', 'Anne is huge.', False)
('The bald eagle sees the cat.', 'Erin is huge.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The lion is heavy.', 'Bob is dull.', False)
('The lion is heavy.', 'Bob is dull.', False)
('The mouse is small.', 'Charlie is obese.', False)
('The mouse is small.', 'Charlie is obese.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The cat is nice.', 'Charlie is strong.', False)
('The cat is nice.', 'Charlie is huge.', False)
('The leopard is slow.', 'Charlie is rough.', False)
('The leopard is slow.', 'Charlie is rough.', False)
('The dinosaur is obese.', 'Dave is strong.', False)
('The dinosaur is obese.', 'Dave is strong.', False)
('The dog is furry.', 'Fiona is kind.', False)
('The dog is furry.', 'Fiona is kind.', False)
('The leopard chases the dog.', 'Charlie is imperfect.', False)
('The leopard chases the dog.', 'Charlie is imperfect.', False)
('The dog is round.', 'Charlie is sleep.', False)
('The dog is round.', 'Charlie is sleep.', False)
('The bear is angry.', 'Bob is imperfect.', False)
('The bear is angry.', 'Bob is imperfect.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The rabbit is furry.', 'Anne is sleep.', False)
('The rabbit is furry.', 'Anne is sleep.', False)
('The bear attacks the rabbit.', 'Bob is imperfect.', False)
('The bear attacks the rabbit.', 'Bob is imperfect.', False)
('The hamster is round.', 'Harry is kind.', False)
('The hamster is round.', 'Harry is kind.', False)
('The dinosaur is dull.', 'Dave is quiet.', False)
('The dinosaur is dull.', 'Dave is quiet.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The cat is funny.', 'Charlie is kind.', False)
('The cat is funny.', 'Charlie is kind.', False)
('The dinosaur chases the cat.', 'Dave is huge.', False)
('The dinosaur chases the cat.', 'Dave is huge.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The wolf is rough.', 'Charlie is bad.', False)
('The wolf is rough.', 'Fiona is bad.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The wolf attacks the dog.', 'Fiona is strong.', False)
('The wolf attacks the dog.', 'Fiona is strong.', False)
('The dog is smart.', 'Charlie is nice.', False)
('The dog is smart.', 'Charlie is nice.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The mouse is small.', 'Charlie is rough.', False)
('The mouse is small.', 'Charlie is rough.', False)
('The falcon chases the mouse.', 'Fiona is big.', False)
('The falcon chases the mouse.', 'Fiona is big.', False)
('The squirrel is round.', 'Charlie is obese.', False)
('The squirrel is round.', 'Charlie is obese.', False)
('The bear is angry.', 'Bob is rough.', False)
('The bear is angry.', 'Bob is rough.', False)
('The tiger is big.', 'Gary is huge.', False)
('The tiger is big.', 'Gary is huge.', False)
('The mouse is small.', 'Anne is obese.', False)
('The mouse is small.', 'Erin is obese.', False)
('The bear attacks the mouse.', 'Bob is huge.', False)
('The bear attacks the mouse.', 'Bob is huge.', False)
('The squirrel is quiet.', 'Charlie is wealthy.', False)
('The squirrel is quiet.', 'Charlie is wealthy.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The bear is fierce.', 'Bob is rough.', False)
('The bear is fierce.', 'Bob is rough.', False)
('The hamster is beautiful.', 'Harry is obese.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The mouse is smart.', 'Anne is nice.', False)
('The mouse is smart.', 'Charlie is nice.', False)
('The dinosaur is angry.', 'Dave is bad.', False)
('The dinosaur is angry.', 'Dave is bad.', False)
('The tiger is awful.', 'Gary is strong.', False)
('The tiger is awful.', 'Gary is strong.', False)
('The dog is lovely.', 'Fiona is mouse.', False)
('The dog is lovely.', 'Fiona is mouse.', False)
('The dinosaur sees the dog.', 'Dave is bad.', False)
('The dinosaur sees the dog.', 'Dave is bad.', False)
('The rabbit is nice.', 'Anne is clever.', False)
('The rabbit is nice.', 'Anne is clever.', False)
('The lion is reckless.', 'Alan is rabbit.', False)
('The lion is reckless.', 'Alan is rabbit.', False)
('The tiger is awful.', 'Gary is rabbit.', False)
('The tiger is awful.', 'Gary is rabbit.', False)
('The dog is adorable.', 'Fiona is rabbit.', False)
('The dog is adorable.', 'Fiona is rabbit.', False)
('The lion chases the dog.', 'Alan is heavy.', False)
('The lion chases the dog.', 'Alan is heavy.', False)
('The mouse is nice.', 'Charlie is sleep.', False)
('The mouse is nice.', 'Charlie is sleep.', False)
('The lion is dull.', 'Bob is obese.', False)
('The lion is dull.', 'Bob is obese.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The cat is cute.', 'Cat is obese.', False)
('The cat is cute.', 'Cat is obese.', False)
('The lion chases the cat.', 'Bob is obese.', False)
('The lion chases the cat.', 'Bob is obese.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The leopard is slow.', 'Charlie is obese.', False)
('The leopard is slow.', 'Charlie is obese.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Charlie is strong.', False)
('The squirrel is funny.', 'Charlie is clever.', False)
('The squirrel is funny.', 'Charlie is clever.', False)
('The leopard chases the squirrel.', 'Charlie is strong.', False)
('The leopard chases the squirrel.', 'Charlie is strong.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The cheetah is rough.', 'Che.', False)
('The cheetah is rough.', 'Che.', False)
('The leopard is fierce.', 'Charlie is dull.', False)
('The leopard is fierce.', 'Charlie is dull.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The leopard is slow.', 'Charlie is sad.', False)
('The leopard is slow.', 'Charlie is bad.', False)
('The bald eagle is big.', 'Anne is strong.', False)
('The bald eagle is big.', 'Anne is strong.', False)
('The rabbit is small.', 'Anne is bad.', False)
('The rabbit is small.', 'Anne is bad.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The mouse is smart.', 'Anne is clever.', False)
('The mouse is smart.', 'Erin is clever.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The dinosaur is fierce.', 'Dave is heavy.', False)
('The dinosaur is fierce.', 'Dave is heavy.', False)
('The squirrel is cute.', 'Charlie is clever.', False)
('The squirrel is cute.', 'Charlie is clever.', False)
('The leopard attacks the squirrel.', 'Charlie is fierce.', False)
('The leopard attacks the squirrel.', 'Charlie is fierce.', False)
('The hamster is nice.', 'Harry is strong.', False)
('The hamster is nice.', 'Harry is huge.', False)
('The leopard is dull.', 'Charlie is obese.', False)
('The leopard is dull.', 'Charlie is obese.', False)
('The bear is obese.', 'Bob is strong.', False)
('The bear is obese.', 'Bob is strong.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The leopard likes the cat.', 'Charlie is obese.', False)
('The leopard likes the cat.', 'Charlie is obese.', False)
('The hamster is kind.', 'Harry is little.', False)
('The hamster is kind.', 'Harry is little.', False)
('The leopard is sleepy.', 'Charlie is dull.', False)
('The leopard is sleepy.', 'Charlie is dull.', False)
('The snake is awful.', 'Anne is fur.', False)
('The snake is awful.', 'Anne is huge.', False)
('The dog is adorable.', 'Fiona is thin.', False)
('The dog is adorable.', 'Fiona is thin.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The rabbit is smart.', 'Anne is angry.', False)
('The rabbit is smart.', 'Anne is angry.', False)
('The bald eagle is boring.', 'Erin is obese.', False)
('The bald eagle is boring.', 'Erin is obese.', False)
('The snake is obese.', 'Anne is heavy.', False)
('The snake is obese.', 'Anne is heavy.', False)
('The mouse is furry.', 'Charlie is angry.', False)
('The mouse is furry.', 'Charlie is angry.', False)
('The bald eagle needs the mouse.', 'Anne is imperfect.', False)
('The bald eagle needs the mouse.', 'Anne is imperfect.', False)
('The dog is round.', 'Charlie is kind.', False)
('The dog is round.', 'Charlie is kind.', False)
('The bear is dull.', 'Bob is rough.', False)
('The bear is dull.', 'Bob ische.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The bear attacks the squirrel.', 'Bob is che.', False)
('The bear attacks the squirrel.', 'Bob is che.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The lion is reckless.', 'Alan is dull.', False)
('The lion is reckless.', 'Alan is dull.', False)
('The bald eagle is awful.', 'Erin is dull.', False)
('The bald eagle is awful.', 'Erin is dull.', False)
('The mouse is beautiful.', 'Erin is dull.', False)
('The mouse is beautiful.', 'Erin is dull.', False)
('The lion likes the mouse.', 'Alan is huge.', False)
('The lion likes the mouse.', 'Alan is huge.', False)
('The rabbit is smart.', 'Anne is dull.', False)
('The rabbit is smart.', 'Anne is dull.', False)
('The snake is dull.', 'Anne is dull.', False)
('The snake is dull.', 'Anne is dull.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The cat is lovely.', 'Charlie is dull.', False)
('The cat is lovely.', 'Charlie is dull.', False)
('The snake needs the cat.', 'Anne is heavy.', False)
('The snake needs the cat.', 'Anne is heavy.', False)
('The hamster is kind.', 'Harry is wealthy.', False)
('The hamster is kind.', 'Harry is wealthy.', False)
('The lion is angry.', 'Alan is quiet.', False)
('The lion is angry.', 'Alan is quiet.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The lion likes the dog.', 'Alan is huge.', False)
('The lion likes the dog.', 'Alan is huge.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The bear is angry.', 'Bob is huge.', False)
('The bear is angry.', 'Bob is huge.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The bear chases the hamster.', 'Bob is huge.', False)
('The bear chases the hamster.', 'Bob is huge.', False)
('The mouse is smart.', 'Erin is rough.', False)
('The mouse is smart.', 'Erin is rough.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The snake is obese.', 'Anne is heavy.', False)
('The snake is obese.', 'Anne is heavy.', False)
('The dog is cute.', 'Charlie is quiet.', False)
('The dog is cute.', 'Charlie is quiet.', False)
('The cheetah needs the dog.', 'Che.', False)
('The cheetah needs the dog.', 'Che.', False)
('The dog is kind.', 'Fiona is small.', False)
('The dog is kind.', 'Fiona is small.', False)
('The falcon is reckless.', 'Fiona is dog.', False)
('The falcon is reckless.', 'Fiona is dog.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The falcon likes the cat.', 'Fiona is strong.', False)
('The falcon likes the cat.', 'Fiona is strong.', False)
('The cat is quiet.', 'Charlie is huge.', False)
('The cat is quiet.', 'Charlie is    a.', False)
('The wolf is dull.', 'Fiona is reckless.', False)
('The wolf is dull.', 'Fiona is reckless.', False)
('The dinosaur is fierce.', 'Dave is reckless.', False)
('The dinosaur is fierce.', 'Dave is reckless.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The wolf sees the mouse.', 'Fiona is huge.', False)
('The wolf sees the mouse.', 'Fiona is huge.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The leopard is sleepy.', 'Charlie is awful.', False)
('The leopard is sleepy.', 'Charlie is awful.', False)
('The snake is big.', 'Anne is big.', False)
('The snake is big.', 'Anne is big.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The leopard attacks the hamster.', 'Charlie is big.', False)
('The leopard attacks the hamster.', 'Charlie is big.', False)
('The rabbit is smart.', 'Anne is small.', False)
('The rabbit is smart.', 'Anne is small.', False)
('The bear is angry.', 'Bob is rabbit.', False)
('The bear is angry.', 'Bob is rabbit.', False)
('The snake is heavy.', 'Anne is rabbit.', False)
('The snake is heavy.', 'Anne is rabbit.', False)
('The squirrel is adorable.', 'Charlie is obese.', False)
('The squirrel is adorable.', 'Charlie is obese.', False)
('The bear visits the squirrel.', 'Bob is strong.', False)
('The bear visits the squirrel.', 'Bob is strong.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The cat is funny.', 'Charlie is clever.', False)
('The cat is funny.', 'Charlie is clever.', False)
('The cheetah sees the cat.', 'Che.', False)
('The cheetah sees the cat.', 'Che.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The crocodile is tired.', 'Charlie is sad.', False)
('The crocodile is tired.', 'Charlie is sad.', False)
('The tiger is fierce.', 'Gary is sad.', False)
('The tiger is fierce.', 'Gary is sad.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The crocodile attacks the dog.', 'Erin is huge.', False)
('The crocodile attacks the dog.', 'Erin is huge.', False)
('The dog is kind.', 'Fiona is dog.', False)
('The dog is kind.', 'Fiona is dog.', False)
('The snake is boring.', 'Anne is rough.', False)
('The snake is boring.', 'Anne is  poor.', False)
('The leopard is fierce.', 'Charlie is leopard.', False)
('The leopard is fierce.', 'Charlie is leopard.', False)
('The hamster is small.', 'Harry is sad.', False)
('The hamster is small.', 'Harry is rough.', False)
('The snake attacks the hamster.', 'Anne is leopard.', False)
('The snake attacks the hamster.', 'Anne is leopard.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The dog is lovely.', 'Fiona is nice.', False)
('The dog is lovely.', 'Fiona is nice.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The dog is smart.', 'Fiona is little.', False)
('The dog is smart.', 'Fiona is dog.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The leopard is fierce.', 'Charlie is dull.', False)
('The leopard is fierce.', 'Charlie is dog.', False)
('The hamster is funny.', 'Harry is dull.', False)
('The hamster is funny.', 'Harry is dull.', False)
('The falcon chases the hamster.', 'Fiona is huge.', False)
('The falcon chases the hamster.', 'Fiona is huge.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The crocodile is sleepy.', 'Charlie is awful.', False)
('The crocodile is sleepy.', 'Charlie is awful.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The cat is funny.', 'Charlie is awful.', False)
('The cat is funny.', 'Cat is awful.', False)
('The crocodile attacks the cat.', 'Charlie is big.', False)
('The crocodile attacks the cat.', 'Charlie is big.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The tiger is sleepy.', 'Gary is sad.', False)
('The tiger is sleepy.', 'Gary is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is un.', False)
('The squirrel is cute.', 'Charlie is sad.', False)
('The squirrel is cute.', 'Charlie is sad.', False)
('The tiger attacks the squirrel.', 'Gary is huge.', False)
('The tiger attacks the squirrel.', 'Gary is huge.', False)
('The hamster is quiet.', 'Harry isham.', False)
('The hamster is quiet.', 'Harry isham.', False)
('The crocodile is lazy.', 'Charlie is angry.', False)
('The crocodile is lazy.', 'Charlie is angry.', False)
('The bear is obese.', 'Bob is angry.', False)
('The bear is obese.', 'Bob is angry.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The crocodile chases the rabbit.', 'Erin is huge.', False)
('The crocodile chases the rabbit.', 'Erin is huge.', False)
('The rabbit is quiet.', 'Anne is small.', False)
('The rabbit is quiet.', 'Anne is small.', False)
('The lion is angry.', 'Alan iscro.', False)
('The lion is angry.', 'Alan is poor.', False)
('The crocodile is awful.', 'Charlie is heavy.', False)
('The crocodile is awful.', 'Charlie is heavy.', False)
('The mouse is small.', 'Charlie is quiet.', False)
('The mouse is small.', 'Erin is quiet.', False)
('The lion chases the mouse.', 'Alan is bad.', False)
('The lion chases the mouse.', 'Alan is bad.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dinosaur is reckless.', 'Dave is dull.', False)
('The dinosaur is reckless.', 'Dave is dull.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The cat is beautiful.', 'Charlie is dull.', False)
('The cat is beautiful.', 'Cat is dull.', False)
('The dinosaur needs the cat.', 'Dave is strong.', False)
('The dinosaur needs the cat.', 'Dave is strong.', False)
('The mouse is round.', 'Erin is mouse.', False)
('The mouse is round.', 'Erin is mouse.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The dog is furry.', 'Fiona is mouse.', False)
('The dog is furry.', 'Fiona is mouse.', False)
('The leopard sees the dog.', 'Charlie is obese.', False)
('The leopard sees the dog.', 'Charlie is obese.', False)
('The mouse is quiet.', 'Anne is bad.', False)
('The mouse is quiet.', 'Erin is bad.', False)
('The crocodile is tired.', 'Charlie is sad.', False)
('The crocodile is tired.', 'Charlie is awful.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dog is cute.', 'Fiona is bad.', False)
('The dog is cute.', 'Charlie is awful.', False)
('The crocodile chases the dog.', 'Erin is heavy.', False)
('The crocodile chases the dog.', 'Erin is heavy.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The bald eagle is reckless.', 'Erin is dull.', False)
('The bald eagle is reckless.', 'Erin is dull.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The squirrel is funny.', 'Charlie is dull.', False)
('The squirrel is funny.', 'Charlie is dull.', False)
('The bald eagle sees the squirrel.', 'Anne is huge.', False)
('The bald eagle sees the squirrel.', 'Anne is huge.', False)
('The hamster is round.', 'Harry is lazy.', False)
('The hamster is round.', 'Harry is lazy.', False)
('The snake is lazy.', 'Anne is bad.', False)
('The snake is lazy.', 'Anne is bad.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The rabbit is cute.', 'Anne is lazy.', False)
('The rabbit is cute.', 'Anne is lazy.', False)
('The snake chases the rabbit.', 'Anne is bad.', False)
('The snake chases the rabbit.', 'Anne is bad.', False)
('The hamster is round.', 'Harry is nice.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The tiger is strong.', 'Gary is huge.', False)
('The tiger is strong.', 'Gary is huge.', False)
('The mouse is lovely.', 'Charlie is quiet.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The falcon sees the mouse.', 'Fiona is fierce.', False)
('The falcon sees the mouse.', 'Fiona is fierce.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The lion is reckless.', 'Alan is fierce.', False)
('The lion is reckless.', 'Alan is fierce.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The lion visits the hamster.', 'Alan is fierce.', False)
('The lion visits the hamster.', 'Alan is fierce.', False)
('The cat is nice.', 'Charlie is small.', False)
('The cat is nice.', 'Charlie is small.', False)
('The dinosaur is sleepy.', 'Dave is quiet.', False)
('The dinosaur is sleepy.', 'Dave is quiet.', False)
('The bald eagle is strong.', 'Erin is sad.', False)
('The bald eagle is strong.', 'Erin is sad.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dinosaur chases the dog.', 'Dave is strong.', False)
('The dinosaur chases the dog.', 'Dave is strong.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The lion is boring.', 'Alan is leopard.', False)
('The lion is boring.', 'Alan is leopard.', False)
('The leopard is fierce.', 'Charlie is leopard.', False)
('The leopard is fierce.', 'Charlie is leopard.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The lion sees the squirrel.', 'Alan is leopard.', False)
('The lion sees the squirrel.', 'Alan is leopard.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The dinosaur is lazy.', 'Dave is imperfect.', False)
('The dinosaur is lazy.', 'Dave is imperfect.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The dinosaur chases the rabbit.', 'Dave is imperfect.', False)
('The dinosaur chases the rabbit.', 'Dave is imperfect.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The wolf is boring.', 'Fiona is rabbit.', False)
('The wolf is boring.', 'Fiona is rabbit.', False)
('The snake is strong.', 'Anne is rabbit.', False)
('The snake is strong.', 'Anne is rabbit.', False)
('The mouse is cute.', 'Anne is kind.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The wolf likes the mouse.', 'Fiona is huge.', False)
('The wolf likes the mouse.', 'Fiona is huge.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The squirrel is adorable.', 'Charlie is dog.', False)
('The squirrel is adorable.', 'Charlie is dog.', False)
('The bear attacks the squirrel.', 'Bob is strong.', False)
('The bear attacks the squirrel.', 'Bob is strong.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The dinosaur is slow.', 'Dave is imperfect.', False)
('The dinosaur is slow.', 'Dave is imperfect.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The mouse is beautiful.', 'Charlie is quiet.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The dinosaur chases the mouse.', 'Dave is strong.', False)
('The dinosaur chases the mouse.', 'Dave is strong.', False)
('The mouse is nice.', 'Erin isham.', False)
('The mouse is nice.', 'Erin isham.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The crocodile is fierce.', 'Anne is big.', False)
('The crocodile is fierce.', 'Charlie is big.', False)
('The hamster is lovely.', 'Harry is clever.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The leopard visits the hamster.', 'Charlie is big.', False)
('The leopard visits the hamster.', 'Charlie is big.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The dinosaur is angry.', 'Dave is sad.', False)
('The dinosaur is angry.', 'Dave is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The cat is beautiful.', 'Charlie is clever.', False)
('The cat is beautiful.', 'Charlie is   a a a kind.', False)
('The dinosaur visits the cat.', 'Dave is big.', False)
('The dinosaur visits the cat.', 'Dave is big.', False)
('The hamster is nice.', 'Erin isham.', False)
('The hamster is nice.', 'Harry isham.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The cat is adorable.', 'Charlie is clever.', False)
('The cat is adorable.', 'Charlie is clever.', False)
('The cheetah sees the cat.', 'Che.', False)
('The cheetah sees the cat.', 'Che.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Gary is huge.', False)
('The mouse is furry.', 'Charlie is sad.', False)
('The mouse is furry.', 'Charlie is bad.', False)
