('The squirrel is quiet.', 'Erin is funny.', False)
('The cat is nice.', 'Charlie is fur.', False)
('The cat is nice.', 'Charlie is fur.', False)
('The leopard is slow.', 'Erin is fur.', False)
('The leopard is slow.', 'Erin is fur.', False)
('The dinosaur is obese.', 'Erin is huge.', False)
('The dinosaur is obese.', 'Erin is high.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The leopard chases the dog.', 'Charlie is chase.', False)
('The leopard chases the dog.', 'Charlie is chase.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bear is angry.', 'Erin is sad.', False)
('The bear is angry.', 'Erin is sad.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The bear attacks the rabbit.', 'Erin is attack.', False)
('The bear attacks the rabbit.', 'Erin is attack.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The dinosaur is dull.', 'Erin is slow.', False)
('The dinosaur is dull.', 'Erin is slow.', False)
('The cheetah is awful.', 'Erin is heavy.', False)
('The cheetah is awful.', 'Erin is heavy.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is funny.', False)
('The dinosaur chases the cat.', 'Erin is heavy.', False)
('The dinosaur chases the cat.', 'Erin is heavy.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The wolf is rough.', 'is rough.', False)
('The wolf is rough.', 'Erin is rough.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The dog is funny.', 'Fiona is kind.', False)
('The dog is funny.', 'Erin is kind.', False)
('The wolf attacks the dog.', 'is reckless.', False)
('The wolf attacks the dog.', 'Erin is reckless.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The falcon is reckless.', 'Fiona is smart.', False)
('The falcon is reckless.', 'Fiona is smart.', False)
('The wolf is heavy.', 'is heavy.', False)
('The wolf is heavy.', 'is heavy.', False)
('The mouse is small.', 'Erin is smart.', False)
('The mouse is small.', 'Erin is smart.', False)
('The falcon chases the mouse.', 'Fiona is chase.', False)
('The falcon chases the mouse.', 'Fiona is chase.', False)
('The squirrel is round.', 'Fiona is round.', False)
('The squirrel is round.', 'S is round.', False)
('The bear is angry.', 'Fiona is imperfect.', False)
('The bear is angry.', 'Fiona is imperfect.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bear attacks the mouse.', 'Erin is big.', False)
('The bear attacks the mouse.', 'Erin is big.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The cheetah is slow.', 'Erin is quiet.', False)
('The cheetah is slow.', 'Erin is quiet.', False)
('The bear is fierce.', 'Erin is bad.', False)
('The bear is fierce.', 'Erin is imperfect.', False)
('The hamster is beautiful.', 'is quiet.', False)
('The hamster is beautiful.', 'is quiet.', False)
('The cheetah sees the hamster.', 'Erin is strong.', False)
('The cheetah sees the hamster.', 'Erin is strong.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The dinosaur is angry.', 'Erin is strong.', False)
('The dinosaur is angry.', 'Erin is strong.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The dinosaur sees the dog.', 'Erin is smart.', False)
('The dinosaur sees the dog.', 'Erin is smart.', False)
('The rabbit is nice.', 'is nice.', False)
('The rabbit is nice.', 'Alan is nice.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The dog is adorable.', 'Fiona is cute.', False)
('The dog is adorable.', 'Fiona is cute.', False)
('The lion chases the dog.', 'Erin is chase.', False)
('The lion chases the dog.', 'Erin is chase.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The lion is dull.', 'Erin is dull.', False)
('The lion is dull.', 'Erin is dull.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The cat is cute.', 'Cat is nice.', False)
('The cat is cute.', 'Erin is nice.', False)
('The lion chases the cat.', 'Erin is dull.', False)
('The lion chases the cat.', 'Erin is dull.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The leopard is slow.', 'Charlie is lazy.', False)
('The leopard is slow.', 'Charlie is lazy.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The squirrel is funny.', 'Erin is quiet.', False)
('The squirrel is funny.', 'Fiona is quiet.', False)
('The leopard chases the squirrel.', 'Charlie is chase.', False)
('The leopard chases the squirrel.', 'Charlie is chase.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'is smart.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The leopard is fierce.', 'Charlie is bad.', False)
('The leopard is fierce.', 'Charlie is bad.', False)
('The rabbit is funny.', 'is smart.', False)
('The rabbit is funny.', 'is smart.', False)
('The cheetah likes the rabbit.', 'Erin is strong.', False)
('The cheetah likes the rabbit.', 'Erin is strong.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The leopard is slow.', 'Erin is bad.', False)
('The leopard is slow.', 'Erin is bad.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The rabbit is small.', 'Erin is small.', False)
('The rabbit is small.', 'Erin is small.', False)
('The leopard visits the rabbit.', 'Charlie is obese.', False)
('The leopard visits the rabbit.', 'Charlie is big.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The leopard attacks the squirrel.', 'Charlie is dull.', False)
('The leopard attacks the squirrel.', 'Charlie is dull.', False)
('The hamster is nice.', 'is sad.', False)
('The hamster is nice.', 'Erin is sad.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The leopard likes the cat.', 'Charlie is lazy.', False)
('The leopard likes the cat.', 'Charlie is lazy.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is tiny.', False)
('The leopard is sleepy.', 'Erin is sad.', False)
('The leopard is sleepy.', 'Erin is sad.', False)
('The snake is awful.', 'is heavy.', False)
('The snake is awful.', 'is heavy.', False)
('The dog is adorable.', 'Fiona is tiny.', False)
('The dog is adorable.', 'Fiona is tiny.', False)
('The leopard attacks the dog.', 'Charlie is attacks.', False)
('The leopard attacks the dog.', 'Charlie is attacks.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The bald eagle is boring.', 'Erin is dull.', False)
('The bald eagle is boring.', 'Erin is dull.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The bald eagle needs the mouse.', 'Charlie is bad.', False)
('The bald eagle needs the mouse.', 'Charlie is bad.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bear is dull.', 'Erin is slow.', False)
('The bear is dull.', 'Erin is slow.', False)
('The cheetah is fierce.', 'Erin is rough.', False)
('The cheetah is fierce.', 'Erin is rough.', False)
('The squirrel is adorable.', 'Erin is tiny.', False)
('The squirrel is adorable.', 'Erin is tiny.', False)
('The bear attacks the squirrel.', 'Erin is bad.', False)
('The bear attacks the squirrel.', 'Erin is bad.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'is smart.', False)
('The lion is reckless.', 'Erin is strong.', False)
('The lion is reckless.', 'Erin is strong.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The mouse is beautiful.', 'Erin is strong.', False)
('The mouse is beautiful.', 'Erin is strong.', False)
('The lion likes the mouse.', 'Erin is strong.', False)
('The lion likes the mouse.', 'Erin is strong.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The snake is dull.', 'Erin is poor.', False)
('The snake is dull.', 'Erin is dull.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The cat is lovely.', 'Erin is sad.', False)
('The cat is lovely.', 'Erin is sad.', False)
('The snake needs the cat.', 'is heavy.', False)
('The snake needs the cat.', 'Erin is heavy.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The lion is angry.', 'Erin is slow.', False)
('The lion is angry.', 'Erin is slow.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The dog is lovely.', 'Fiona is fur.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The lion likes the dog.', 'Erin is obese.', False)
('The lion likes the dog.', 'Erin is obese.', False)
('The dog is nice.', 'Erin is small.', False)
('The dog is nice.', 'Erin is small.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The bear chases the hamster.', 'Erin is chase.', False)
('The bear chases the hamster.', 'Erin is chase.', False)
('The mouse is smart.', 'Erin is cute.', False)
('The mouse is smart.', 'Erin is cute.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is smart.', False)
('The cheetah needs the dog.', 'Erin is strong.', False)
('The cheetah needs the dog.', 'Erin is strong.', False)
('The dog is kind.', 'Fiona is fur.', False)
('The dog is kind.', 'Fiona is fur.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The cheetah is heavy.', 'Erin is fur.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is kind.', False)
('The falcon likes the cat.', 'Fiona is heavy.', False)
('The falcon likes the cat.', 'Fiona is heavy.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The wolf is dull.', 'is dull.', False)
('The wolf is dull.', 'is dull.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The wolf sees the mouse.', 'is reckless.', False)
('The wolf sees the mouse.', 'is reckless.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The leopard is sleepy.', 'Erin is lazy.', False)
('The leopard is sleepy.', 'Erin is lazy.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'Erin is big.', False)
('The hamster is small.', 'is quiet.', False)
('The hamster is small.', 'is quiet.', False)
('The leopard attacks the hamster.', 'Charlie is big.', False)
('The leopard attacks the hamster.', 'Charlie is big.', False)
('The rabbit is smart.', 'Fiona is cute.', False)
('The rabbit is smart.', 'Fiona is cute.', False)
('The bear is angry.', 'Erin is imperfect.', False)
('The bear is angry.', 'Erin is imperfect.', False)
('The snake is heavy.', 'is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The squirrel is adorable.', 'S is clever.', False)
('The squirrel is adorable.', 'Erin is clever.', False)
('The bear visits the squirrel.', 'Erin is visit.', False)
('The bear visits the squirrel.', 'Erin is visit.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cheetah sees the cat.', 'Erin is funny.', False)
('The cheetah sees the cat.', 'Erin is funny.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The crocodile is tired.', 'Erin is tired.', False)
('The crocodile is tired.', 'Erin is tired.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The crocodile attacks the dog.', 'Erin is slow.', False)
('The crocodile attacks the dog.', 'Erin is slow.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The snake is boring.', 'Erin is kind.', False)
('The snake is boring.', 'Erin is kind.', False)
('The leopard is fierce.', 'Erin is bad.', False)
('The leopard is fierce.', 'Charlie is bad.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The snake attacks the hamster.', 'Erin is reckless.', False)
('The snake attacks the hamster.', 'is reckless.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The wolf is boring.', 'is lazy.', False)
('The wolf is boring.', 'is lazy.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The wolf visits the dog.', 'is visit is visit.', False)
('The wolf visits the dog.', 'is visit.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is chase.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The leopard is fierce.', 'Charlie is bad.', False)
('The leopard is fierce.', 'Charlie is bad.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The falcon chases the hamster.', 'Fiona is high.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is funny.', False)
('The crocodile attacks the cat.', 'Erin is bad.', False)
('The crocodile attacks the cat.', 'Erin is obese.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The tiger is sleepy.', 'Erin is sleep.', False)
('The tiger is sleepy.', 'Erin is sleep.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The tiger attacks the squirrel.', 'Erin is slow.', False)
('The tiger attacks the squirrel.', 'Erin is slow.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The rabbit is funny.', 'is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The rabbit is quiet.', 'Erin is big.', False)
('The rabbit is quiet.', 'Erin is big.', False)
('The lion is angry.', 'Erin is angry.', False)
('The lion is angry.', 'Erin is angry.', False)
('The crocodile is awful.', 'Cro is big.', False)
('The crocodile is awful.', 'Cro is big.', False)
('The mouse is small.', 'Erin is quiet.', False)
('The mouse is small.', 'Erin is quiet.', False)
('The lion chases the mouse.', 'Erin is big.', False)
('The lion chases the mouse.', 'Erin is big.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dinosaur is reckless.', 'Erin is slow.', False)
('The dinosaur is reckless.', 'Erin is slow.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cat is beautiful.', 'Erin is sad.', False)
('The cat is beautiful.', 'Erin is sad.', False)
('The dinosaur needs the cat.', 'Erin is strong.', False)
('The dinosaur needs the cat.', 'Erin is strong.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The dog is furry.', 'Fiona is round.', False)
('The dog is furry.', 'Erin is round.', False)
('The leopard sees the dog.', 'Charlie is slow.', False)
('The leopard sees the dog.', 'Charlie is slow.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is chase.', False)
('The crocodile is tired.', 'Erin is bad.', False)
('The crocodile is tired.', 'Erin is bad.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The crocodile chases the dog.', 'Erin is obese.', False)
('The crocodile chases the dog.', 'Cro is obese.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The bald eagle is reckless.', 'Erin is lazy.', False)
('The bald eagle is reckless.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is awful.', False)
('The leopard is awful.', 'Charlie is awful.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The bald eagle sees the squirrel.', 'Erin is see see is see.', False)
('The bald eagle sees the squirrel.', 'Erin is see see is see.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The snake is lazy.', 'is lazy.', False)
('The snake is lazy.', 'is lazy.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The rabbit is cute.', 'Erin is cute.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The snake chases the rabbit.', 'Erin is sad.', False)
('The snake chases the rabbit.', 'Erin is sad.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The falcon is sleepy.', 'Fiona is rough.', False)
('The falcon is sleepy.', 'Fiona is rough.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The mouse is lovely.', 'Erin is round.', False)
('The mouse is lovely.', 'Erin is round.', False)
('The falcon sees the mouse.', 'Fiona is poor.', False)
('The falcon sees the mouse.', 'Fiona is poor.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is lovely.', 'is quiet.', False)
('The hamster is lovely.', 'is quiet.', False)
('The lion visits the hamster.', 'Erin is reckless.', False)
('The lion visits the hamster.', 'Erin is reckless.', False)
('The cat is nice.', 'Erin is slow.', False)
('The cat is nice.', 'Charlie is slow.', False)
('The dinosaur is sleepy.', 'Erin is poor.', False)
('The dinosaur is sleepy.', 'Erin is poor.', False)
('The bald eagle is strong.', 'Erin is poor.', False)
('The bald eagle is strong.', 'Erin is strong.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The dog is lovely.', 'Fiona is small.', False)
('The dinosaur chases the dog.', 'Erin is slow.', False)
('The dinosaur chases the dog.', 'Erin is slow.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The lion is boring.', 'Erin is heavy.', False)
('The lion is boring.', 'Erin is heavy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The squirrel is funny.', 'Fiona is smart.', False)
('The squirrel is funny.', 'Erin is smart.', False)
('The lion sees the squirrel.', 'Erin is heavy.', False)
('The lion sees the squirrel.', 'Erin is heavy.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The rabbit is lovely.', 'Alan is smart.', False)
('The rabbit is lovely.', 'is smart.', False)
('The dinosaur chases the rabbit.', 'Erin is lazy.', False)
('The dinosaur chases the rabbit.', 'Erin is lazy.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The wolf is boring.', 'Erin is bad.', False)
('The wolf is boring.', 'Erin is clever.', False)
('The snake is strong.', 'is fierce.', False)
('The snake is strong.', 'is fierce.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The wolf likes the mouse.', 'is big.', False)
('The wolf likes the mouse.', 'is big.', False)
('The dog is nice.', 'Fiona is cute.', False)
('The dog is nice.', 'Fiona is clever.', False)
('The bear is lazy.', 'Erin is bad.', False)
('The bear is lazy.', 'Erin is bad.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The squirrel is adorable.', 'Fiona is cute.', False)
('The squirrel is adorable.', 'is cute.', False)
('The bear attacks the squirrel.', 'Erin is heavy.', False)
('The bear attacks the squirrel.', 'Erin is heavy.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The wolf is strong.', 'is obese.', False)
('The wolf is strong.', 'is obese.', False)
('The mouse is beautiful.', 'Erin is round.', False)
('The mouse is beautiful.', 'Erin is round.', False)
('The dinosaur chases the mouse.', 'Erin is round.', False)
('The dinosaur chases the mouse.', 'Erin is strong.', False)
('The mouse is nice.', 'Erin is poor.', False)
('The mouse is nice.', 'Erin is poor.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The crocodile is fierce.', 'Erin is high.', False)
('The crocodile is fierce.', 'Erin is high.', False)
('The hamster is lovely.', 'is nice.', False)
('The hamster is lovely.', 'is kind.', False)
('The leopard visits the hamster.', 'Charlie is lazy.', False)
('The leopard visits the hamster.', 'Charlie is lazy.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The bald eagle is big.', 'Erin is smart.', False)
('The bald eagle is big.', 'Erin is bad.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The dinosaur visits the cat.', 'Erin is lazy.', False)
('The dinosaur visits the cat.', 'Erin is lazy.', False)
('The hamster is nice.', 'is slow.', False)
('The hamster is nice.', 'is slow.', False)
('The cheetah is reckless.', 'Erin is reckless.', False)
('The cheetah is reckless.', 'Erin is reckless.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'Erin is obese.', False)
('The cat is adorable.', 'Erin is nice.', False)
('The cat is adorable.', 'Erin is nice.', False)
('The cheetah sees the cat.', 'Erin is slow.', False)
('The cheetah sees the cat.', 'Erin is slow.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The tiger is sleepy.', 'Erin is slow.', False)
('The tiger is sleepy.', 'Erin is slow.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The tiger sees the mouse.', 'Erin is lazy.', False)
('The tiger sees the mouse.', 'Erin is lazy.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The squirrel is nice.', 'Erin is kind.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The falcon sees the dog.', 'Fiona is slow.', False)
('The falcon sees the dog.', 'Fiona is slow.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The mouse is funny.', 'Erin is smart.', False)
('The leopard attacks the mouse.', 'Erin is attack.', False)
('The leopard attacks the mouse.', 'Erin is attack.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The wolf is dull.', 'is dull.', False)
('The wolf is dull.', 'is dull.', False)
('The tiger is strong.', 'Erin is bad.', False)
('The tiger is strong.', 'Erin is imperfect.', False)
('The hamster is cute.', 'is smart.', False)
('The hamster is cute.', 'is smart.', False)
('The wolf visits the hamster.', 'is visit.', False)
('The wolf visits the hamster.', 'is high.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The cheetah is strong.', 'Erin is high.', False)
('The cheetah is strong.', 'Erin is high.', False)
('The rabbit is lovely.', 'Fiona is reckless.', False)
('The rabbit is lovely.', 'Fiona is reckless.', False)
('The bear needs the rabbit.', 'Erin is strong.', False)
('The bear needs the rabbit.', 'Erin is strong.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The dinosaur is rough.', 'Erin is obese.', False)
('The dinosaur is rough.', 'Erin is obese.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'Erin is obese.', False)
('The cat is lovely.', 'Erin is sad.', False)
('The cat is lovely.', 'Erin is obese.', False)
('The dinosaur likes the cat.', 'Erin is obese.', False)
('The dinosaur likes the cat.', 'Erin is obese.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The cheetah is slow.', 'Erin is lazy.', False)
('The cheetah is slow.', 'Erin is lazy.', False)
