('Fiona is high.', 'Fiona is small.', False)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is strong.', False)
('Gary is thin.', 'Gary is small.', False)
('Gary is thin.', 'Gary is small.', False)
('Bob is quiet.', 'Bob is kind.', False)
('Bob is quiet.', 'Bob is kind.', False)
('Anne is imperfect.', 'Anne is dull.', False)
('Anne is imperfect.', 'Anne is dull.', False)
('Harry is big.', 'Harry is small.', False)
('Harry is big.', 'Harry is small.', False)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Anne is nice.', 'Anne is clever.', False)
('Anne is nice.', 'Anne is clever.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Gary is kind.', 'Gary is kind.', True)
('Gary is kind.', 'Gary is kind.', True)
('Dave is imperfect.', 'Dave is dull.', False)
('Dave is imperfect.', 'Dave is dull.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Alan is little.', 'Alan is clever.', False)
('Alan is little.', 'Alan is clever.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Bob is rough.', 'Bob is imperfect.', False)
('Bob is rough.', 'Bob is imperfect.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Gary is thin.', 'Gary is clever.', False)
('Gary is thin.', 'Gary is clever.', False)
('Anne is smart.', 'Anne is clever.', False)
('Anne is smart.', 'Anne is clever.', False)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Bob is high.', 'Bob is small.', False)
('Bob is high.', 'Bob is small.', False)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Gary is dull.', 'Gary is bad.', False)
('Gary is dull.', 'Gary is bad.', False)
('Charlie is huge.', 'Charlie is small.', False)
('Charlie is huge.', 'Charlie is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Harry is imperfect.', 'Harry is sad.', False)
('Harry is imperfect.', 'Harry is sad.', False)
('Gary is huge.', 'Gary is strong.', False)
('Gary is huge.', 'Gary is strong.', False)
('Fiona is tiny.', 'Fiona is clever.', False)
('Fiona is tiny.', 'Fiona is clever.', False)
('Alan is kind.', 'Alan is clever.', False)
('Alan is kind.', 'Alan is clever.', False)
('Erin is rough.', 'Erin is sad.', False)
('Erin is rough.', 'Erin is sad.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Alan is short.', 'Alan is small.', False)
('Alan is short.', 'Alan is small.', False)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is strong.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Dave is quiet.', 'Dave is kind.', False)
('Dave is quiet.', 'Dave is kind.', False)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Erin is nice.', 'Erin is kind.', False)
('Erin is nice.', 'Erin is kind.', False)
('Alan is rough.', 'Alan is dull.', False)
('Alan is rough.', 'Alan is dull.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is high.', True)
('Dave is tiny.', 'Dave is small.', False)
('Dave is tiny.', 'Dave is small.', False)
('Charlie is nice.', 'Charlie is nice.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Anne is rough.', 'Anne is bad.', False)
('Anne is rough.', 'Anne is poor.', False)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Alan is poor.', 'Alan is imperfect.', False)
('Alan is poor.', 'Alan is imperfect.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Gary is quiet.', 'Gary is strong.', False)
('Gary is quiet.', 'Gary is    people is    people is    peopl', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Dave is smart.', 'Dave is clever.', False)
('Dave is smart.', 'Dave is clever.', False)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Charlie is little.', 'Charlie is small.', False)
('Charlie is little.', 'Charlie is small.', False)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Gary is bad.', 'Gary is dull.', False)
('Gary is bad.', 'Gary is dull.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Harry is clever.', 'Harry is clever.', True)
('Harry is clever.', 'Harry is clever.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Harry is huge.', 'Harry is clever.', False)
('Harry is huge.', 'Harry is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Alan is clever.', 'Alan is clever.', True)
('Alan is clever.', 'Alan is clever.', True)
('Erin is imperfect.', 'Erin is sad.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Fiona is little.', 'Fiona is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Harry is nice.', 'Harry is clever.', False)
('Harry is nice.', 'Harry is clever.', False)
('Charlie is bad.', 'Charlie is imperfect.', False)
('Charlie is bad.', 'Charlie is imperfect.', False)
('Erin is big.', 'Erin is strong.', False)
('Erin is big.', 'Erin is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Bob is quiet.', 'Bob is clever.', False)
('Bob is quiet.', 'Bob is strong.', False)
('Dave is bad.', 'Dave is sad.', False)
('Dave is bad.', 'Dave is sad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Dave is thin.', 'Dave is small.', False)
('Dave is thin.', 'Dave is small.', False)
('Charlie is kind.', 'Charlie is kind.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Bob is bad.', 'Bob is sad.', False)
('Bob is bad.', 'Bob is sad.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Alan is dull.', 'Alan is dull.', True)
('Alan is dull.', 'Alan is dull.', True)
('Anne is heavy.', 'Anne is strong.', False)
('Anne is heavy.', 'Anne is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Erin is big.', 'Erin is strong.', False)
('Erin is big.', 'Erin is strong.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Gary is imperfect.', 'Gary is sad.', False)
('Gary is imperfect.', 'Gary is sad.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Dave is tiny.', 'Dave is small.', False)
('Dave is tiny.', 'Dave is small.', False)
('Alan is nice.', 'Alan is kind.', False)
('Alan is nice.', 'Alan is kind.', False)
('Harry is poor.', 'Harry is dull.', False)
('Harry is poor.', 'Harry is dull.', False)
('Gary is heavy.', 'Gary is small.', False)
('Gary is heavy.', 'Gary is small.', False)
('Erin is short.', 'Erin is small.', False)
('Erin is short.', 'Erin is small.', False)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Dave is poor.', 'Dave is imperfect.', False)
('Dave is poor.', 'Dave is sad.', False)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Alan is short.', 'Alan is small.', False)
('Alan is short.', 'Alan is small.', False)
('Anne is nice.', 'Anne is kind.', False)
('Anne is nice.', 'Anne is kind.', False)
('Gary is imperfect.', 'Gary is sad.', False)
('Gary is imperfect.', 'Gary is sad.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Erin is little.', 'Erin is small.', False)
('Erin is little.', 'Erin is small.', False)
('Anne is wealthy.', 'Anne is clever.', False)
('Anne is wealthy.', 'Anne is nice.', False)
('Alan is bad.', 'Alan is sad.', False)
('Alan is bad.', 'Alan is sad.', False)
('Gary is huge.', 'Gary is strong.', False)
('Gary is huge.', 'Gary is strong.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Alan is nice.', 'Alan is clever.', False)
('Alan is nice.', 'Alan is nice.', True)
('Erin is poor.', 'Erin is bad.', False)
('Erin is poor.', 'Erin is bad.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Gary is nice.', 'Gary is clever.', False)
('Gary is nice.', 'Gary is clever.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is high.', 'Alan is strong.', False)
('Alan is high.', 'Alan is strong.', False)
('Bob is short.', 'Bob is small.', False)
('Bob is short.', 'Bob is small.', False)
('Fiona is smart.', 'Fiona is clever.', False)
('Fiona is smart.', 'Fiona is clever.', False)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Fiona is thin.', 'Fiona is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Erin is quiet.', 'Erin is kind.', False)
('Erin is quiet.', 'Erin is kind.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Dave is strong.', 'Dave is strong.', True)
('Dave is strong.', 'Dave is strong.', True)
('Alan is short.', 'Alan is clever.', False)
('Alan is short.', 'Alan is clever.', False)
('Gary is smart.', 'Gary is clever.', False)
('Gary is smart.', 'Gary is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Charlie is heavy.', 'Charlie is strong.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Harry is little.', 'Harry is clever.', False)
('Harry is little.', 'Harry is clever.', False)
('Anne is wealthy.', 'Anne is clever.', False)
('Anne is wealthy.', 'Anne is clever.', False)
('Alan is dull.', 'Alan is sad.', False)
('Alan is dull.', 'Alan is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Fiona is bad.', 'Fiona is sad.', False)
('Fiona is bad.', 'Fiona is sad.', False)
('Bob is high.', 'Bob is strong.', False)
('Bob is high.', 'Bob is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Erin is bad.', 'Erin is sad.', False)
('Erin is bad.', 'Erin is sad.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Erin is nice.', 'Erin is small.', False)
('Erin is nice.', 'Erin is small.', False)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Alan is short.', 'Alan is small.', False)
('Alan is short.', 'Alan is small.', False)
('Fiona is nice.', 'Fiona is smart.', False)
('Fiona is nice.', 'Fiona is   strong.', False)
('Bob is imperfect.', 'Bob is sad.', False)
('Bob is imperfect.', 'Bob is sad.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Fiona is poor.', 'Fiona is sad.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Dave is strong.', 'Dave is strong.', True)
('Dave is strong.', 'Dave is strong.', True)
('Erin is small.', 'Erin is small.', True)
('Erin is small.', 'Erin is small.', True)
('Bob is kind.', 'Bob is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Harry is big.', 'Harry is strong.', False)
('Harry is big.', 'Harry is strong.', False)
('Erin is thin.', 'Erin is small.', False)
('Erin is thin.', 'Erin is small.', False)
('Bob is nice.', 'Bob is clever.', False)
('Bob is nice.', 'Bob is clever.', False)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Dave is little.', 'Dave is small.', False)
('Dave is little.', 'Dave is small.', False)
('Charlie is quiet.', 'Charlie is kind.', False)
('Charlie is quiet.', 'Charlie is kind.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Alan is thin.', 'Alan is strong.', False)
('Alan is thin.', 'Alan is strong.', False)
('Gary is smart.', 'Gary is kind.', False)
('Gary is smart.', 'Gary is nice.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Bob is high.', 'Bob is strong.', False)
('Bob is high.', 'Bob is strong.', False)
('Gary is thin.', 'Gary is small.', False)
('Gary is thin.', 'Gary is small.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Anne is sad.', 'Anne is sad.', True)
('Anne is sad.', 'Anne is sad.', True)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Erin is short.', 'Erin is thin.', False)
('Erin is short.', 'Erin is thin.', False)
('Gary is smart.', 'Gary is kind.', False)
('Gary is smart.', 'Gary is kind.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Harry is big.', 'Harry is strong.', False)
('Harry is big.', 'Harry is strong.', False)
('Dave is little.', 'Dave is clever.', False)
('Dave is little.', 'Dave is clever.', False)
('Erin is wealthy.', 'Erin is clever.', False)
('Erin is wealthy.', 'Erin is clever.', False)
('Anne is sad.', 'Anne is sad.', True)
('Anne is sad.', 'Anne is sad.', True)
('Erin is heavy.', 'Erin is small.', False)
('Erin is heavy.', 'Erin is small.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Gary is wealthy.', 'Gary is clever.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Dave is high.', 'Dave is small.', False)
('Dave is high.', 'Dave is small.', False)
('Anne is tiny.', 'Anne is small.', False)
('Anne is tiny.', 'Anne is small.', False)
('Alan is nice.', 'Alan is kind.', False)
('Alan is nice.', 'Alan is kind.', False)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Anne is smart.', 'Anne is smart.', True)
('Anne is smart.', 'Anne is clever.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Erin is short.', 'Erin is small.', False)
('Erin is short.', 'Erin is small.', False)
('Fiona is nice.', 'Fiona is      is   .', False)
('Fiona is nice.', 'Fiona is    .', False)
('Alan is rough.', 'Alan is dull.', False)
('Alan is rough.', 'Alan is dull.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Bob is little.', 'Bob is small.', False)
('Bob is little.', 'Bob is small.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Harry is poor.', 'Harry is sad.', False)
('Harry is poor.', 'Harry is sad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Anne is nice.', 'Anne is nice.', True)
('Anne is nice.', 'Anne is strong.', False)
('Dave is rough.', 'Dave is sad.', False)
('Dave is rough.', 'Dave is sad.', False)
('Harry is big.', 'Harry is small.', False)
('Harry is big.', 'Harry is small.', False)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Fiona is smart.', 'Fiona is clever.', False)
('Fiona is smart.', 'Fiona is clever.', False)
('Dave is sad.', 'Dave is sad.', True)
('Dave is sad.', 'Dave is sad.', True)
('Alan is big.', 'Alan is strong.', False)
('Alan is big.', 'Alan is strong.', False)
('Anne is short.', 'Anne is small.', False)
('Anne is short.', 'Anne is small.', False)
('Fiona is nice.', 'Fiona is     is     is  .', False)
('Fiona is nice.', 'Fiona is     is     is   ', False)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Charlie is huge.', 'Charlie is small.', False)
('Charlie is huge.', 'Charlie is small.', False)
('Anne is short.', 'Anne is small.', False)
('Anne is short.', 'Anne is small.', False)
('Gary is wealthy.', 'Gary is kind.', False)
('Gary is wealthy.', 'Gary is kind.', False)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is huge.', 'Anne is strong.', False)
('Anne is huge.', 'Anne is strong.', False)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Dave is poor.', 'Dave is sad.', False)
('Dave is poor.', 'Dave is sad.', False)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is nice.', 'Harry is clever.', False)
('Harry is nice.', 'Harry is clever.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Harry is high.', 'Harry is strong.', False)
('Harry is high.', 'Harry is strong.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Dave is smart.', 'Dave is nice.', False)
('Dave is smart.', 'Dave is nice.', False)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Fiona is huge.', 'Fiona is small.', False)
('Fiona is huge.', 'Fiona is small.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Dave is bad.', 'Dave is sad.', False)
('Dave is bad.', 'Dave is sad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Dave is little.', 'Dave is small.', False)
('Dave is little.', 'Dave is small.', False)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Charlie is huge.', 'Charlie is strong.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Erin is little.', 'Erin is small.', False)
('Erin is little.', 'Erin is small.', False)
('Charlie is smart.', 'Charlie is kind.', False)
('Charlie is smart.', 'Charlie is kind.', False)
('Anne is imperfect.', 'Anne is dull.', False)
('Anne is imperfect.', 'Anne is dull.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Gary is short.', 'Gary is small.', False)
('Gary is short.', 'Gary is small.', False)
('Harry is smart.', 'Harry is kind.', False)
('Harry is smart.', 'Harry is kind.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Harry is quiet.', 'Harry is kind.', False)
('Harry is quiet.', 'Harry is kind.', False)
('Gary is bad.', 'Gary is sad.', False)
('Gary is bad.', 'Gary is sad.', False)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Gary is little.', 'Gary is small.', False)
('Gary is little.', 'Gary is small.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Erin is rough.', 'Erin is sad.', False)
('Erin is rough.', 'Erin is sad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Erin is poor.', 'Erin is dull.', False)
('Erin is poor.', 'Erin is dull.', False)
