('Fiona is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Alan is high.', 'The bald eagle is big.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Anne is dull.', 'The lion is dull.', False)
('Anne is dull.', 'The lion is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Bob is huge.', 'The bear is big.', False)
('Bob is huge.', 'The bear is big.', False)
('Harry is short.', 'The Harry is short.', False)
('Harry is short.', 'The Harry is short.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Gary is sad.', 'The bald eagle is sad.', False)
('Gary is sad.', 'The bald eagle is sad.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Fiona is little.', 'The ficon is lion is lion is lion is lion is lio', False)
('Fiona is little.', 'The lion is tiger is lion is lion is lion is ', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Bob is heavy.', 'The bear is heavy.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Bob is thin.', 'The lion is bobster is beautiful.', False)
('Bob is thin.', 'The bob is bobster is beautiful.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Alan is bad.', 'The lion is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Harry is clever.', 'The Harry is kind.', False)
('Harry is clever.', 'The Harry is kind.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is rough.', 'The bear is rough.', False)
('Anne is high.', 'The lion is strong.', False)
('Anne is high.', 'The lion is strong.', False)
('Gary is thin.', 'The bald eagle is beautiful.', False)
('Gary is thin.', 'The bald eagle is beautiful.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Bob is huge.', 'The bear is big.', False)
('Bob is huge.', 'The bear is big.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The lion is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The bald eagle is big.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'The Bob is beautiful.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Bob is tiny.', 'The lion is small.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is thin.', 'The lion is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Fiona is kind.', 'The ficon is kind.', False)
('Fiona is kind.', 'The ficon is kind.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Harry is huge.', 'The lion is strong.', False)
('Harry is huge.', 'The lion is strong.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Bob is dull.', 'The dinosaur is dull.', False)
('Bob is dull.', 'The bear is dull.', False)
('Bob is strong.', 'The bear is strong.', False)
('Bob is strong.', 'The bear is strong.', False)
('Anne is little.', 'The lion is small.', False)
('Anne is little.', 'The lion is short.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Dave is imperfect.', 'The dinosaur is imperfect.', False)
('Dave is imperfect.', 'The dinosaur is imperfect.', False)
('Gary is high.', 'The bald eagle is eagle is eagl', False)
('Gary is high.', 'The bald eagle is eagle is eagl', False)
('Fiona is short.', 'The lion is lion is lion is lion is lion is lio', False)
('Fiona is short.', 'The lion is lion is lion is lion is lion is lio', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Anne is dull.', 'The lion is dull.', False)
('Anne is dull.', 'The lion is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Bob is rough.', 'The bear is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Gary is thin.', 'The bald eagle is funny.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Anne is smart.', 'The lion is smart.', False)
('Anne is smart.', 'The lion is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Bob is high.', 'The Bob is big.', False)
('Bob is high.', 'The Bob is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Gary is clever.', 'The bald eagle is slow.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The bear is big.', False)
('Anne is little.', 'The lion is small.', False)
('Anne is little.', 'The lion is small.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Fiona is little.', 'The ficon is short.', False)
('Fiona is little.', 'The lion is short.', False)
('Bob is clever.', 'The Bob is clever.', False)
('Bob is clever.', 'The Bob is clever.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is short.', 'The lion is a lion is a lion is a lio', False)
('Alan is short.', 'The Alan is person is person is person is person is person.', False)
('Anne is kind.', 'The lion is kind.', False)
('Anne is kind.', 'The lion is kind.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Harry is huge.', 'The lion is strong.', False)
('Harry is huge.', 'The lion is strong.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Charlie is poor.', 'The Charlie is short.', False)
('Charlie is poor.', 'The Charlie is short.', False)
('Gary is heavy.', 'The Gary is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Dave is tiny.', 'The dinosaur is wealthy.', False)
('Dave is tiny.', 'The dinosaur is wealthy.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Anne is rough.', 'The lion is rough.', False)
('Anne is rough.', 'The lion is rough.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Alan is poor.', 'The Alan is small.', False)
('Alan is poor.', 'The Alan is small.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Charlie is tiny.', 'The Charlie is short.', False)
('Charlie is tiny.', 'The Charlie is short.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Erin is poor.', 'The bald eagle is strong.', False)
('Erin is poor.', 'The bald eagle is strong.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Charlie is little.', 'The Charlie is short.', False)
('Charlie is little.', 'The Charlie is short.', False)
('Bob is clever.', 'The dog is quiet.', False)
('Bob is clever.', 'The Bob is quiet.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Harry is clever.', 'The lion is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Fiona is little.', 'The ficon is lovely.', False)
('Fiona is little.', 'The lion is lion is lion is lion is lion is lio', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The bob is quiet.', False)
('Dave is bad.', 'The dinosaur is bad.', False)
('Dave is bad.', 'The dinosaur is bad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Bob is bad.', 'The Bob is bad.', False)
('Bob is bad.', 'The Bob is bad.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Bob is small.', 'The lion is small.', False)
('Bob is small.', 'The Bob is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Fiona is imperfect.', 'The ficon is imperfect.', False)
('Fiona is imperfect.', 'The ficon is imperfect.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Charlie is thin.', 'The Charlie is adorable.', False)
('Charlie is thin.', 'The Charlie is adorable.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Fiona is sad.', 'The ficon is sad.', False)
('Fiona is sad.', 'The ficon is sad.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Erin is little.', 'The lion is dull.', False)
('Erin is little.', 'The lion is dull.', False)
('Anne is wealthy.', 'The lion is quiet.', False)
('Anne is wealthy.', 'The lion is quiet.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Gary is huge.', 'The bald eagle is wealthy.', False)
('Gary is huge.', 'The bald eagle is wealthy.', False)
('Bob is small.', 'The lion is small.', False)
('Bob is small.', 'The bob is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The lion is poor.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Bob is small.', 'The dinosaur is small.', False)
('Bob is small.', 'The bear is small.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is high.', 'The Alan is big.', False)
('Alan is high.', 'The Alan is big.', False)
('Bob is short.', 'The bald eagle is short.', False)
('Bob is short.', 'The Bob is short.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Dave is imperfect.', 'The dinosaur is imperfect.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Alan is imperfect.', 'The lion is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Dave is strong.', 'The dinosaur is strong.', False)
('Dave is strong.', 'The dinosaur is strong.', False)
('Alan is short.', 'The Alan is cute.', False)
('Alan is short.', 'The Alan is cute.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Harry is little.', 'The lion is thin.', False)
('Harry is little.', 'The lion is thin.', False)
('Anne is wealthy.', 'The lion is nice.', False)
('Anne is wealthy.', 'The lion is nice.', False)
('Alan is dull.', 'The lion is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Bob is strong.', 'The bear is strong.', False)
('Bob is strong.', 'The bear is strong.', False)
('Anne is little.', 'The lion is small.', False)
('Anne is little.', 'The lion is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Fiona is bad.', 'The ficon is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Bob is high.', 'The bear is big.', False)
('Bob is high.', 'The bear is big.', False)
('Gary is tiny.', 'The bald eagle is thin.', False)
('Gary is tiny.', 'The bald eagle is thin.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Erin is bad.', 'The lion is bad.', False)
('Erin is bad.', 'The lion is bad.', False)
('Charlie is heavy.', 'The bald eagle is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Dave is high.', 'The dinosaur is strong.', False)
('Dave is high.', 'The dinosaur is strong.', False)
('Alan is short.', 'The Alan is beautiful.', False)
('Alan is short.', 'The Alan is beautiful.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Fiona is poor.', 'The ficon is person is person is person is person is person is person is person is pe', False)
('Fiona is poor.', 'The ficon is person is person is person is person is person is person is person is pe', False)
('Dave is strong.', 'The dinosaur is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The dog is kind.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Harry is big.', 'The lion is big.', False)
('Harry is big.', 'The lion is big.', False)
('Erin is thin.', 'The lion is thin.', False)
('Erin is thin.', 'The bald eagle is thin.', False)
('Bob is nice.', 'The cat is nice.', False)
('Bob is nice.', 'The bear is nice.', False)
('Charlie is dull.', 'The wolf is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Fiona is huge.', 'The lion is high.', False)
('Fiona is huge.', 'The lion is high.', False)
('Dave is little.', 'The Dave is thin.', False)
('Dave is little.', 'The Dave is thin.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Bob is dull.', 'The dinosaur is dull.', False)
('Bob is dull.', 'The bear is dull.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Alan is thin.', 'The lion is thin.', False)
('Alan is thin.', 'The lion is thin.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Bob is clever.', 'The dog is smart.', False)
('Bob is clever.', 'The bear is smart.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Charlie is tiny.', 'The wolf is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Bob is wealthy.', 'The dog is kind.', False)
('Bob is wealthy.', 'The bob is kind.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The lion is poor.', False)
('Bob is high.', 'The bear is strong.', False)
('Bob is high.', 'The Bob is strong.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Anne is sad.', 'The lion is sad.', False)
('Anne is sad.', 'The lion is sad.', False)
('Fiona is high.', 'The ficon is high.', False)
('Fiona is high.', 'The ficon is high.', False)
('Erin is short.', 'The lion is small.', False)
('Erin is short.', 'The lion is small.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Harry is big.', 'The lion is big.', False)
('Harry is big.', 'The lion is big.', False)
('Dave is little.', 'The Dave is funny.', False)
('Dave is little.', 'The Dave is funny.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is quiet.', False)
('Anne is sad.', 'The lion is sad.', False)
('Anne is sad.', 'The lion is sad.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Dave is high.', 'The Dave is big.', False)
('Dave is high.', 'The Dave is big.', False)
('Anne is tiny.', 'The lion is small.', False)
('Anne is tiny.', 'The lion is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Anne is smart.', 'The lion is smart.', False)
('Anne is smart.', 'The lion is smart.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Erin is short.', 'The bald eagle is slow.', False)
('Erin is short.', 'The bald eagle is strong.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Bob is little.', 'The lion is short.', False)
('Bob is little.', 'The Bob is short.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Harry is poor.', 'The lion is poor.', False)
('Harry is poor.', 'The lion is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Fiona is short.', 'The lion is lion is lion is lion is lion is lio', False)
('Fiona is short.', 'The lion is lion is lion is lion is lion is lio', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Dave is rough.', 'The dinosaur is rough.', False)
('Dave is rough.', 'The dinosaur is rough.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Fiona is smart.', 'The ficon is smart.', False)
('Fiona is smart.', 'The ficon is smart.', False)
('Dave is sad.', 'The dinosaur is sad.', False)
('Dave is sad.', 'The dinosaur is sad.', False)
('Alan is big.', 'The lion is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Anne is short.', 'The lion is wealthy.', False)
('Anne is short.', 'The lion is wealthy.', False)
('Fiona is nice.', 'The ficon is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Dave is imperfect.', 'The dinosaur is imperfect.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Anne is short.', 'The lion is slow.', False)
