('Fiona is big.', 'The lion is poor.', False)
('Bob is imperfect.', 'The dog is smart.', False)
('Fiona is high.', 'The lion is big.', False)
('Fiona is high.', 'The lion is big.', False)
('Erin is tiny.', 'The lion is poor.', False)
('Erin is tiny.', 'The lion is poor.', False)
('Bob is wealthy.', 'The Bob is poor.', False)
('Bob is wealthy.', 'Thebob is poor.', False)
('Alan is rough.', 'The Alan is poor.', False)
('Alan is rough.', 'The Alan is poor.', False)
('Alan is high.', 'The Alan is small.', False)
('Alan is high.', 'The Alan is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Anne is thin.', 'The bald eagle is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Harry is imperfect.', 'The Harry is small.', False)
('Harry is imperfect.', 'The Harry is small.', False)
('Fiona is high.', 'The lion is small.', False)
('Fiona is high.', 'The falcon is big.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Alan is bad.', 'The Alan is poor.', False)
('Alan is bad.', 'The Alan is poor.', False)
('Gary is big.', 'The dog is poor.', False)
('Gary is big.', 'The dog is poor.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Erin is kind.', 'The lion is small.', False)
('Erin is kind.', 'The lion is small.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is poor.', 'The dog is poor.', False)
('Bob is big.', 'Thebob is small.', False)
('Bob is big.', 'Thebob is small.', False)
('Erin is short.', 'The bald eagle is small.', False)
('Erin is short.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The falcon is poor.', False)
('Erin is high.', 'The lion is smart.', False)
('Erin is high.', 'The lion is big.', False)
('Anne is tiny.', 'The bald eagle is poor.', False)
('Anne is tiny.', 'The bald eagle is poor.', False)
('Fiona is wealthy.', 'The lion is poor.', False)
('Fiona is wealthy.', 'The falcon is poor.', False)
('Charlie is dull.', 'The Charlie is poor.', False)
('Charlie is dull.', 'The Charlie is poor.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Alan is nice.', 'The Alan is sad.', False)
('Alan is nice.', 'The Alan is sad.', False)
('Dave is rough.', 'The Dave is sad.', False)
('Dave is rough.', 'The Dave is sad.', False)
('Dave is high.', 'The Dave is smart.', False)
('Dave is high.', 'The Dave is smart.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Alan is smart.', 'The Alan is small.', False)
('Alan is smart.', 'The Alan is small.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Dave is high.', 'The Dave is big.', False)
('Dave is high.', 'The Dave is big.', False)
('Harry is little.', 'The Harry is sad.', False)
('Harry is little.', 'The Harry is sad.', False)
('Gary is nice.', 'The dog is small.', False)
('Gary is nice.', 'The dog is small.', False)
('Fiona is imperfect.', 'The lion is sad.', False)
('Fiona is imperfect.', 'The falcon is sad.', False)
('Gary is strong.', 'The dog is small.', False)
('Gary is strong.', 'The dog is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Harry is rough.', 'The lion is sad.', False)
('Harry is rough.', 'The Harry is sad.', False)
('Alan is huge.', 'The Alan is sad.', False)
('Alan is huge.', 'The Alan is sad.', False)
('Harry is small.', 'The Harry is poor.', False)
('Harry is small.', 'The Harry is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Fiona is huge.', 'The lion is poor.', False)
('Fiona is huge.', 'The lion is poor.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Charlie is strong.', 'The Charlie is small.', False)
('Charlie is strong.', 'The Charlie is small.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Erin is imperfect.', 'The bald eagle is sad.', False)
('Erin is imperfect.', 'The bald eagle is sad.', False)
('Harry is heavy.', 'The Harry is small.', False)
('Harry is heavy.', 'The Harry is small.', False)
('Erin is thin.', 'The bald eagle is small.', False)
('Erin is thin.', 'The lion is small.', False)
('Gary is kind.', 'The dog is sad.', False)
('Gary is kind.', 'The dog is sad.', False)
('Bob is dull.', 'Thebob is sad.', False)
('Bob is dull.', 'The dog is sad.', False)
('Fiona is high.', 'The lion is small.', False)
('Fiona is high.', 'The lion is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Anne is kind.', 'The bald eagle is nice.', False)
('Anne is kind.', 'The bald eagle is nice.', False)
('Harry is dull.', 'The Harry is small.', False)
('Harry is dull.', 'The Harry is small.', False)
('Harry is big.', 'The Harry is poor.', False)
('Harry is big.', 'The Harry is poor.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Fiona is kind.', 'The lion is sad.', False)
('Fiona is kind.', 'The lion is sad.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is high.', 'The lion is bad.', False)
('Erin is high.', 'The lion is bad.', False)
('Anne is short.', 'The bald eagle is sad.', False)
('Anne is short.', 'The bald eagle is sad.', False)
('Alan is clever.', 'The Alan is sad.', False)
('Alan is clever.', 'The Alan is sad.', False)
('Harry is bad.', 'The Harry is sad.', False)
('Harry is bad.', 'The Harry is sad.', False)
('Alan is huge.', 'The Alan is bad.', False)
('Alan is huge.', 'The Alan is bad.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is nice.', 'The bald eagle is small.', False)
('Anne is nice.', 'The bald eagle is small.', False)
('Bob is bad.', 'The dog is big.', False)
('Bob is bad.', 'The dog is big.', False)
('Alan is high.', 'The Alan is big.', False)
('Alan is high.', 'The Alan is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Gary is wealthy.', 'The dog is short.', False)
('Gary is wealthy.', 'The dog is short.', False)
('Bob is bad.', 'The dog is short.', False)
('Bob is bad.', 'The dog is short.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Fiona is tiny.', 'The falcon is poor.', False)
('Fiona is tiny.', 'The falcon is poor.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Dave is dull.', 'The Dave is poor.', False)
('Dave is dull.', 'The Dave is poor.', False)
('Fiona is huge.', 'The lion is small.', False)
('Fiona is huge.', 'The falcon is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Charlie is thin.', 'The Charlie is poor.', False)
('Charlie is thin.', 'The Charlie is poor.', False)
('Alan is smart.', 'The Alan is poor.', False)
('Alan is smart.', 'The Alan is poor.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Harry is strong.', 'The Harry is adorable.', False)
('Harry is strong.', 'The Harry is imperfect.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Bob is wealthy.', 'The dog is small.', False)
('Bob is wealthy.', 'The dog is small.', False)
('Fiona is imperfect.', 'The lion is sad.', False)
('Fiona is imperfect.', 'The falcon is sad.', False)
('Dave is heavy.', 'The Dave is sad.', False)
('Dave is heavy.', 'The Dave is sad.', False)
('Alan is thin.', 'The Alan is small.', False)
('Alan is thin.', 'The Alan is small.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Bob is sad.', 'The dog is sad.', False)
('Bob is sad.', 'The dog is sad.', False)
('Bob is big.', 'Thebob is small.', False)
('Bob is big.', 'Thebob is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Erin is bad.', 'The lion is poor.', False)
('Erin is bad.', 'The lion is poor.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Fiona is small.', 'The lion is smart.', False)
('Fiona is small.', 'The lion is smart.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Bob is bad.', 'The Bob is rough.', False)
('Bob is bad.', 'Thebob is poor.', False)
('Fiona is strong.', 'The lion is poor.', False)
('Fiona is strong.', 'The falcon is poor.', False)
('Anne is thin.', 'The bald eagle is strong.', False)
('Anne is thin.', 'The bald eagle is strong.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The dog is kind.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Fiona is big.', 'The lion is sad.', False)
('Fiona is big.', 'The falcon is sad.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is kind.', 'The Harry is rough.', False)
('Harry is kind.', 'The Harry is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Fiona is heavy.', 'The lion is small.', False)
('Fiona is heavy.', 'The lion is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is kind.', 'The lion is sad.', False)
('Harry is kind.', 'The Harry is sad.', False)
('Erin is bad.', 'The lion is small.', False)
('Erin is bad.', 'The lion is small.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Charlie is tiny.', 'The Charlie is poor.', False)
('Charlie is tiny.', 'The Charlie is poor.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Anne is strong.', 'The bald eagle is poor.', False)
('Anne is strong.', 'The bald eagle is poor.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Bob is poor.', 'The dog is sad.', False)
('Bob is poor.', 'The dog is sad.', False)
('Anne is heavy.', 'The bald eagle is bad.', False)
('Anne is heavy.', 'The bald eagle is bad.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Gary is kind.', 'The dog is sad.', False)
('Gary is kind.', 'The dog is sad.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Bob is huge.', 'Thebob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Charlie is little.', 'The Charlie is big.', False)
('Charlie is little.', 'The Charlie is big.', False)
('Dave is quiet.', 'The dog is small.', False)
('Dave is quiet.', 'The dog is small.', False)
('Harry is imperfect.', 'The Harry is big.', False)
('Harry is imperfect.', 'The Harry is big.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Gary is thin.', 'The dog is sad.', False)
('Gary is thin.', 'The dog is sad.', False)
('Dave is nice.', 'The Dave is sad.', False)
('Dave is nice.', 'The Dave is sad.', False)
('Harry is imperfect.', 'The Harry is heavy.', False)
('Harry is imperfect.', 'The Harry is heavy.', False)
('Gary is heavy.', 'The dog is big.', False)
('Gary is heavy.', 'The dog is big.', False)
('Fiona is short.', 'The falcon is short.', False)
('Fiona is short.', 'The falcon is short.', False)
('Charlie is nice.', 'The Charlie is smart.', False)
('Charlie is nice.', 'The Charlie is short.', False)
('Bob is bad.', 'The dog is smart.', False)
('Bob is bad.', 'The dog is short.', False)
('Gary is heavy.', 'The dog is sad.', False)
('Gary is heavy.', 'The dog is sad.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Bob is quiet.', 'The dog is small.', False)
('Bob is quiet.', 'The dog is small.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Erin is sad.', 'The lion is sad.', False)
('Alan is strong.', 'The Alan is sad.', False)
('Alan is strong.', 'The Alan is sad.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Dave is clever.', 'The Dave is sad.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Fiona is strong.', 'The lion is sad.', False)
('Fiona is strong.', 'The lion is sad.', False)
('Gary is short.', 'The dog is small.', False)
('Gary is short.', 'The dog is small.', False)
('Anne is quiet.', 'The bald eagle is nice.', False)
('Anne is quiet.', 'The bald eagle is nice.', False)
('Bob is sad.', 'The dog is small.', False)
('Bob is sad.', 'The dog is small.', False)
('Dave is huge.', 'The Dave is small.', False)
('Dave is huge.', 'The dog is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Charlie is smart.', 'The Charlie is sad.', False)
('Charlie is smart.', 'The Charlie is sad.', False)
('Fiona is rough.', 'The lion is sad.', False)
('Fiona is rough.', 'The lion is sad.', False)
('Erin is huge.', 'The lion is sad.', False)
('Erin is huge.', 'The lion is sad.', False)
('Bob is short.', 'Thebob is small.', False)
('Bob is short.', 'Thebob is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Charlie is sad.', 'The Charlie is smart.', False)
('Charlie is sad.', 'The Charlie is smart.', False)
('Gary is heavy.', 'The dog is poor.', False)
('Gary is heavy.', 'The dog is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The dog is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Bob is wealthy.', 'The Bob is sad.', False)
('Bob is wealthy.', 'Thebob is sad.', False)
('Fiona is rough.', 'The lion is slow.', False)
('Fiona is rough.', 'The lion is slow.', False)
('Alan is strong.', 'The Alan is small.', False)
('Alan is strong.', 'The Alan is small.', False)
('Bob is short.', 'The Bob is small.', False)
('Bob is short.', 'Thebob is small.', False)
('Harry is wealthy.', 'The Harry is poor.', False)
('Harry is wealthy.', 'The Harry is poor.', False)
('Anne is rough.', 'The bald eagle is small.', False)
('Anne is rough.', 'The bald eagle is small.', False)
('Gary is huge.', 'The dog is rough.', False)
('Gary is huge.', 'The dog is rough.', False)
('Harry is tiny.', 'The bald eagle is sad.', False)
('Harry is tiny.', 'The Harry is sad.', False)
('Fiona is kind.', 'The lion is sad.', False)
('Fiona is kind.', 'The falcon is sad.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The lion is poor.', False)
('Bob is strong.', 'Thebob is sad.', False)
('Bob is strong.', 'Thebob is sad.', False)
('Gary is short.', 'The dog is short.', False)
('Gary is short.', 'The dog is short.', False)
('Alan is quiet.', 'The Alan is slow.', False)
('Alan is quiet.', 'The Alan is slow.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Fiona is small.', 'The lion is bad.', False)
('Fiona is small.', 'The falcon is rough.', False)
('Erin is wealthy.', 'The lion is bad.', False)
('Erin is wealthy.', 'The lion is bad.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Fiona is little.', 'The falcon is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Anne is imperfect.', 'The bald eagle is big.', False)
('Anne is imperfect.', 'The bald eagle is big.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is sad.', False)
('Alan is smart.', 'The Alan is small.', False)
('Alan is smart.', 'The Alan is small.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The lion is poor.', False)
('Harry is high.', 'The Harry is big.', False)
('Harry is high.', 'The Harry is big.', False)
('Fiona is short.', 'The falcon is bad.', False)
('Fiona is short.', 'The falcon is bad.', False)
('Anne is nice.', 'The bald eagle is short.', False)
('Anne is nice.', 'The bald eagle is short.', False)
('Erin is rough.', 'The bald eagle is nice.', False)
('Erin is rough.', 'The bald eagle is nice.', False)
('Erin is heavy.', 'The lion is big.', False)
('Erin is heavy.', 'The lion is rough.', False)
('Charlie is thin.', 'The Charlie is sad.', False)
('Charlie is thin.', 'The Charlie is sad.', False)
('Anne is nice.', 'The bald eagle is sad.', False)
('Anne is nice.', 'The bald eagle is sad.', False)
('Fiona is dull.', 'The lion is poor.', False)
('Fiona is dull.', 'The lion is poor.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Gary is bad.', 'The dog is small.', False)
('Gary is bad.', 'The dog is small.', False)
('Charlie is strong.', 'The Charlie is small.', False)
('Charlie is strong.', 'The Charlie is short.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Anne is big.', 'The bald eagle is sad.', False)
('Anne is big.', 'The bald eagle is sad.', False)
('Dave is small.', 'The Dave is sad.', False)
('Dave is small.', 'The dog is sad.', False)
('Bob is quiet.', 'The Bob is poor.', False)
('Bob is quiet.', 'Thebob is poor.', False)
('Harry is sad.', 'The lion is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Anne is big.', 'The bald eagle is poor.', False)
('Anne is big.', 'The bald eagle is poor.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Bob is clever.', 'The dog is sad.', False)
('Bob is clever.', 'The dog is sad.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Harry is high.', 'The Harry is poor.', False)
('Harry is high.', 'The Harry is poor.', False)
('Charlie is short.', 'The Charlie is poor.', False)
('Charlie is short.', 'The Charlie is rough.', False)
('Gary is kind.', 'The dog is nice.', False)
('Gary is kind.', 'The dog is nice.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is high.', 'The bald eagle is small.', False)
('Anne is high.', 'The bald eagle is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Harry is dull.', 'The Harry is small.', False)
('Harry is dull.', 'The Harry is small.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Bob is short.', 'Thebob is poor.', False)
('Bob is short.', 'Thebob is poor.', False)
('Harry is clever.', 'The Harry is poor.', False)
('Harry is clever.', 'The Harry is rough.', False)
('Gary is dull.', 'The dog is poor.', False)
('Gary is dull.', 'The dog is poor.', False)
('Dave is strong.', 'The Dave is small.', False)
('Dave is strong.', 'The Dave is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Anne is high.', 'The bald eagle is small.', False)
('Anne is high.', 'The bald eagle is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Dave is quiet.', 'The Dave is smart.', False)
('Dave is quiet.', 'The Dave is smart.', False)
('Erin is imperfect.', 'The rabbit is small.', False)
('Erin is imperfect.', 'The rabbit is small.', False)
('Dave is high.', 'The Dave is small.', False)
('Dave is high.', 'The Dave is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Charlie is clever.', 'The Charlie is poor.', False)
('Charlie is clever.', 'The Charlie is poor.', False)
('Bob is imperfect.', 'The Bob is smart.', False)
('Bob is imperfect.', 'Thebob is smart.', False)
('Dave is big.', 'The Dave is small.', False)
('Dave is big.', 'The Dave is small.', False)
('Charlie is short.', 'The Charlie is smart.', False)
('Charlie is short.', 'The Charlie is smart.', False)
('Anne is quiet.', 'The bald eagle is smart.', False)
('Anne is quiet.', 'The bald eagle is smart.', False)
('Erin is bad.', 'The lion is small.', False)
('Erin is bad.', 'The lion is small.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Erin is wealthy.', 'The lion is sad.', False)
('Erin is wealthy.', 'The lion is sad.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Erin is heavy.', 'The lion is sad.', False)
('Erin is heavy.', 'The lion is sad.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Charlie is small.', 'The Charlie is bad.', False)
('Charlie is small.', 'The Charlie is bad.', False)
('Erin is smart.', 'The lion is poor.', False)
('Erin is smart.', 'The lion is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Bob is strong.', 'The Bob is sad.', False)
('Bob is strong.', 'The Bob is sad.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Fiona is wealthy.', 'The lion is small.', False)
('Fiona is wealthy.', 'The falcon is small.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Alan is high.', 'The Alan is small.', False)
('Alan is high.', 'The Alan is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Gary is nice.', 'The dog is poor.', False)
('Gary is nice.', 'The dog is poor.', False)
('Anne is dull.', 'The bald eagle is small.', False)
('Anne is dull.', 'The bald eagle is rough.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Anne is small.', 'The bald eagle is short.', False)
('Anne is small.', 'The bald eagle is short.', False)
('Harry is wealthy.', 'The Harry is sad.', False)
('Harry is wealthy.', 'The Harry is sad.', False)
('Alan is imperfect.', 'The Alan is sad.', False)
('Alan is imperfect.', 'The Alan is sad.', False)
('Bob is huge.', 'The dog is small.', False)
('Bob is huge.', 'The dog is small.', False)
('Harry is short.', 'The lion is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Dave is quiet.', 'The Dave is nice.', False)
('Dave is quiet.', 'The Dave is nice.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Bob is heavy.', 'The dog is small.', False)
('Bob is heavy.', 'Thebob is small.', False)
('Fiona is thin.', 'The lion is sad.', False)
('Fiona is thin.', 'The falcon is sad.', False)
('Alan is smart.', 'The Alan is sad.', False)
('Alan is smart.', 'The Alan is sad.', False)
('Erin is dull.', 'The lion is sad.', False)
('Erin is dull.', 'The lion is sad.', False)
('Gary is strong.', 'The dog is small.', False)
('Gary is strong.', 'The dog is small.', False)
('Bob is thin.', 'Thebob is nice.', False)
('Bob is thin.', 'Thebob is smart.', False)
('Charlie is quiet.', 'The Charlie is smart.', False)
('Charlie is quiet.', 'The Charlie is smart.', False)
('Alan is bad.', 'The Alan is smart.', False)
('Alan is bad.', 'The Alan is smart.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Bob is rough.', 'The dog is small.', False)
('Bob is rough.', 'The dog is small.', False)
('Anne is high.', 'The bald eagle is poor.', False)
('Anne is high.', 'The bald eagle is poor.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Charlie is nice.', 'The Charlie is sad.', False)
('Charlie is nice.', 'The Charlie is sad.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Bob is huge.', 'The Bob is small.', False)
('Bob is huge.', 'Thebob is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Fiona is clever.', 'The lion is sad.', False)
('Fiona is clever.', 'The lion is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Bob is little.', 'Thebob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Charlie is bad.', 'The Charlie is small.', False)
