('The squirrel is kind.', 'Charlie is small.', False)
('The cat is funny.', 'Charlie is kind.', False)
('The cat is funny.', 'Charlie is kind.', False)
('The tiger visits the cat.', 'Fiona is huge.', False)
('The tiger visits the cat.', 'Fiona is huge.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The tiger is reckless.', 'Gary is squirrel.', False)
('The tiger is reckless.', 'Gary is squirrel.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The tiger visits the squirrel.', 'Gary is big.', False)
('The tiger visits the squirrel.', 'Gary is big.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The snake is slow.', 'Anne is slow.', False)
('The snake is slow.', 'Anne is slow.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The snake attacks the dog.', 'Anne is slow.', False)
('The snake attacks the dog.', 'Anne is slow.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The crocodile is fierce.', 'Charlie is rough.', False)
('The crocodile is fierce.', 'Charlie is rough.', False)
('The mouse is lovely.', 'Charlie is smart.', False)
('The mouse is lovely.', 'Charlie is smart.', False)
('The cheetah attacks the mouse.', 'Che.', False)
('The cheetah attacks the mouse.', 'Che.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The crocodile is angry.', 'Charlie is awful.', False)
('The crocodile is angry.', 'Charlie is awful.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The mouse is small.', 'Charlie is bad.', False)
('The mouse is small.', 'Charlie is bad.', False)
('The crocodile chases the mouse.', 'Charlie is strong.', False)
('The crocodile chases the mouse.', 'Charlie is strong.', False)
('The hamster is round.', 'Harry is clever.', False)
('The hamster is round.', 'Harry is clever.', False)
('The crocodile is rough.', 'Charlie isbald.', False)
('The crocodile is rough.', 'Charlie isbald.', False)
('The bald eagle is obese.', 'Erin isbald.', False)
('The bald eagle is obese.', 'Erin isbald.', False)
('The cat is lovely.', 'Charlie is round.', False)
('The cat is lovely.', 'Charlie is small.', False)
('The crocodile likes the cat.', 'Charlie is strong.', False)
('The crocodile likes the cat.', 'Erin is strong.', False)
('The rabbit is kind.', 'Anne is smart.', False)
('The rabbit is kind.', 'Anne is smart.', False)
('The tiger is lazy.', 'Gary is sad.', False)
('The tiger is lazy.', 'Gary is sad.', False)
('The lion is strong.', 'Bob is squirrel.', False)
('The lion is strong.', 'Bob is squirrel.', False)
('The squirrel is cute.', 'Fiona is thin.', False)
('The squirrel is cute.', 'Fiona is thin.', False)
('The tiger visits the squirrel.', 'Gary is strong.', False)
('The tiger visits the squirrel.', 'Gary is strong.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The leopard is slow.', 'Charlie is sad.', False)
('The leopard is slow.', 'Charlie is sad.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The dog is beautiful.', 'Fiona is small.', False)
('The dog is beautiful.', 'Fiona is small.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The bear is rough.', 'Bob is rough.', False)
('The bear is rough.', 'Bob is rough.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The rabbit is small.', 'Anne is rough.', False)
('The rabbit is small.', 'Anne is rough.', False)
('The bear visits the rabbit.', 'Bob is rough.', False)
('The bear visits the rabbit.', 'Bob is rough.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The snake is sleepy.', 'Anne is obese.', False)
('The snake is sleepy.', 'Anne is obese.', False)
('The cheetah is heavy.', 'Charlie is heavy.', False)
('The cheetah is heavy.', 'Charlie is heavy.', False)
('The dog is small.', 'Charlie is clever.', False)
('The dog is small.', 'Charlie is clever.', False)
('The snake chases the dog.', 'Anne is obese.', False)
('The snake chases the dog.', 'Anne is obese.', False)
('The mouse is quiet.', 'Charlie is clever.', False)
('The mouse is quiet.', 'Charlie is clever.', False)
('The bald eagle is boring.', 'Anne is dull.', False)
('The bald eagle is boring.', 'Anne is dull.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The bald eagle likes the rabbit.', 'Anne is big.', False)
('The bald eagle likes the rabbit.', 'Anne is huge.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The bear is angry.', 'Bob is dull.', False)
('The bear is angry.', 'Bob is dull.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The bear sees the squirrel.', 'Anne is strong.', False)
('The bear sees the squirrel.', 'Bob is strong.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The bear is boring.', 'Charlie is bad.', False)
('The bear is boring.', 'Bob is bad.', False)
('The snake is big.', 'Anne is heavy.', False)
('The snake is big.', 'Anne is heavy.', False)
('The rabbit is beautiful.', 'Anne is smart.', False)
('The rabbit is beautiful.', 'Anne is smart.', False)
('The bear attacks the rabbit.', 'Bob is big.', False)
('The bear attacks the rabbit.', 'Bob is big.', False)
('The hamster is round.', 'Harry is clever.', False)
('The hamster is round.', 'Harry is clever.', False)
('The crocodile is reckless.', 'Charlie is rough.', False)
('The crocodile is reckless.', 'Charlie is rough.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The squirrel is funny.', 'Charlie is clever.', False)
('The squirrel is funny.', 'Charlie is clever.', False)
('The crocodile needs the squirrel.', 'Charlie is huge.', False)
('The crocodile needs the squirrel.', 'Charlie is huge.', False)
('The mouse is kind.', 'Erin is huge.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The bear is slow.', 'Bob is bad.', False)
('The bear is slow.', 'Bob is bad.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The hamster is funny.', 'Harry is mouse.', False)
('The hamster is funny.', 'Harry is mouse.', False)
('The bear needs the hamster.', 'Bob is bad.', False)
('The bear needs the hamster.', 'Bob is bad.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cheetah chases the cat.', 'Charlie is strong.', False)
('The hamster is kind.', 'Harry is heavy.', False)
('The hamster is kind.', 'Harry is heavy.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The lion is heavy.', 'Fiona is strong.', False)
('The lion is heavy.', 'Fiona is strong.', False)
('The mouse is furry.', 'Charlie is clever.', False)
('The mouse is furry.', 'Charlie is clever.', False)
('The falcon visits the mouse.', 'Fiona is tired.', False)
('The falcon visits the mouse.', 'Fiona is tired.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The squirrel is cute.', 'Charlie is quiet.', False)
('The squirrel is cute.', 'Charlie is quiet.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The tiger is lazy.', 'Gary is dull.', False)
('The tiger is lazy.', 'Gary is dull.', False)
('The bald eagle is heavy.', 'Erin is dull.', False)
('The bald eagle is heavy.', 'Erin is dull.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The tiger visits the mouse.', 'Gary is heavy.', False)
('The tiger visits the mouse.', 'Gary is heavy.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The tiger is angry.', 'Gary is angry.', False)
('The tiger is angry.', 'Gary is angry.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The tiger likes the mouse.', 'Gary is heavy.', False)
('The tiger likes the mouse.', 'Gary is heavy.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The lion is awful.', 'Anne is huge.', False)
('The lion is awful.', 'Harry is huge.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The cheetah visits the rabbit.', 'Che.', False)
('The cheetah visits the rabbit.', 'Che.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The snake is slow.', 'Anne is quiet.', False)
('The snake is slow.', 'Anne is quiet.', False)
('The bald eagle is strong.', 'Erin isbald.', False)
('The bald eagle is strong.', 'Erin isbald.', False)
('The rabbit is small.', 'Anne is nice.', False)
('The rabbit is small.', 'Anne is nice.', False)
('The snake attacks the rabbit.', 'Anne isbald.', False)
('The snake attacks the rabbit.', 'Anne isbald.', False)
('The cat is quiet.', 'Charlie is nice.', False)
('The cat is quiet.', 'Charlie is nice.', False)
('The crocodile is slow.', 'Charlie is bad.', False)
('The crocodile is slow.', 'Charlie is bad.', False)
('The bear is heavy.', 'Anne is heavy.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The hamster is adorable.', 'Harry is nice.', False)
('The hamster is adorable.', 'Harry is sad.', False)
('The crocodile sees the hamster.', 'Erin is heavy.', False)
('The crocodile sees the hamster.', 'Erin is heavy.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The lion is heavy.', 'Anne is heavy.', False)
('The lion is heavy.', 'Fiona is heavy.', False)
('The mouse is funny.', 'Charlie is nice.', False)
('The mouse is funny.', 'Charlie is nice.', False)
('The tiger sees the mouse.', 'Gary is heavy.', False)
('The tiger sees the mouse.', 'Gary is heavy.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The falcon is lazy.', 'Fiona is squirrel.', False)
('The falcon is lazy.', 'Fiona is squirrel.', False)
('The snake is obese.', 'Anne is squirrel.', False)
('The snake is obese.', 'Anne is squirrel.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The falcon attacks the dog.', 'Fiona is big.', False)
('The falcon attacks the dog.', 'Fiona is big.', False)
('The mouse is nice.', 'Anne is nice.', False)
('The mouse is nice.', 'Anne is nice.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The dinosaur is tired.', 'Dave is dull.', False)
('The wolf is big.', 'Fiona is big.', False)
('The wolf is big.', 'Fiona is big.', False)
('The cat is lovely.', 'Charlie is thin.', False)
('The cat is lovely.', 'Charlie is mouse.', False)
('The dinosaur sees the cat.', 'Dave is sad.', False)
('The dinosaur sees the cat.', 'Dave is sad.', False)
('The dog is round.', 'Charlie is clever.', False)
('The dog is round.', 'Charlie is clever.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The bear is big.', 'Bob is strong.', False)
('The bear is big.', 'Bob is strong.', False)
('The squirrel is lovely.', 'Charlie is clever.', False)
('The squirrel is lovely.', 'Charlie is clever.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The tiger likes the dog.', 'Gary is dull.', False)
('The tiger likes the dog.', 'Gary is dull.', False)
('The dog is smart.', 'Charlie is clever.', False)
('The dog is smart.', 'Charlie is clever.', False)
('The snake is angry.', 'Anne is dull.', False)
('The snake is angry.', 'Anne is dull.', False)
('The lion is awful.', 'Anne is huge.', False)
('The lion is awful.', 'Harry is huge.', False)
('The cat is small.', 'Charlie is clever.', False)
('The cat is small.', 'Charlie is clever.', False)
('The snake visits the cat.', 'Anne is huge.', False)
('The snake visits the cat.', 'Anne is huge.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The bald eagle is lazy.', 'Erin is bad.', False)
('The bald eagle is lazy.', 'Erin is bad.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The mouse is beautiful.', 'Anne is thin.', False)
('The mouse is beautiful.', 'Charlie is thin.', False)
('The bald eagle sees the mouse.', 'Bob is huge.', False)
('The bald eagle sees the mouse.', 'Anne is huge.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The bald eagle is reckless.', 'Erin is lazy.', False)
('The bald eagle is reckless.', 'Erin is lazy.', False)
('The bear is strong.', 'Bob is lazy.', False)
('The bear is strong.', 'Bob is lazy.', False)
('The squirrel is adorable.', 'Charlie is lazy.', False)
('The squirrel is adorable.', 'Charlie is lazy.', False)
('The bald eagle attacks the squirrel.', 'Erin is big.', False)
('The bald eagle attacks the squirrel.', 'Erin is big.', False)
('The squirrel is kind.', 'Charlie is heavy.', False)
('The squirrel is kind.', 'Charlie is high.', False)
('The bear is rough.', 'Bob is rough.', False)
('The bear is rough.', 'Bob is rough.', False)
('The tiger is strong.', 'Gary is heavy.', False)
('The tiger is strong.', 'Gary is heavy.', False)
('The mouse is adorable.', 'Charlie is kind.', False)
('The mouse is adorable.', 'Charlie is kind.', False)
('The bear attacks the mouse.', 'Bob is rough.', False)
('The bear attacks the mouse.', 'Bob is rough.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The leopard is obese.', 'Charlie is rough.', False)
('The leopard is obese.', 'Charlie is rough.', False)
('The hamster is beautiful.', 'Harry is rough.', False)
('The hamster is beautiful.', 'Harry is rough.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The lion is slow.', 'Fiona is quiet.', False)
('The lion is slow.', 'Fiona is quiet.', False)
('The bald eagle is fierce.', 'Anne is strong.', False)
('The bald eagle is fierce.', 'Anne is strong.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The lion sees the hamster.', 'Alan is slow.', False)
('The lion sees the hamster.', 'Fiona is slow.', False)
('The dog is kind.', 'Charlie is nice.', False)
('The dog is kind.', 'Charlie is nice.', False)
('The bear is reckless.', 'Bob is poor.', False)
('The bear is reckless.', 'Bob is poor.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The rabbit is adorable.', 'Anne is nice.', False)
('The rabbit is adorable.', 'Anne is nice.', False)
('The bear needs the rabbit.', 'Anne is big.', False)
('The bear needs the rabbit.', 'Bob is big.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The hamster is small.', 'Harry is nice.', False)
('The hamster is small.', 'Harry is nice.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The lion is slow.', 'Alan is rough.', False)
('The lion is slow.', 'Bob is rough.', False)
('The leopard is strong.', 'Charlie is rough.', False)
('The leopard is strong.', 'Charlie is rough.', False)
('The mouse is furry.', 'Charlie is nice.', False)
('The mouse is furry.', 'Erin is nice.', False)
('The lion visits the mouse.', 'Anne is strong.', False)
('The lion visits the mouse.', 'Bob is strong.', False)
('The dog is round.', 'Charlie is mouse.', False)
('The dog is round.', 'Charlie is mouse.', False)
('The snake is lazy.', 'Anne is rough.', False)
('The snake is lazy.', 'Anne is rough.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The mouse is beautiful.', 'Charlie is mouse.', False)
('The mouse is beautiful.', 'Charlie is mouse.', False)
('The snake chases the mouse.', 'Anne is big.', False)
('The snake chases the mouse.', 'Anne is big.', False)
('The rabbit is quiet.', 'Anne is dull.', False)
('The rabbit is quiet.', 'Anne is dull.', False)
('The snake is rough.', 'Anne is rough.', False)
('The snake is rough.', 'Anne is rough.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The snake needs the squirrel.', 'Anne is strong.', False)
('The snake needs the squirrel.', 'Anne is strong.', False)
('The dog is kind.', 'Charlie is sleep.', False)
('The dog is kind.', 'Charlie is sleep.', False)
('The crocodile is boring.', 'Charlie is rough.', False)
('The crocodile is boring.', 'Charlie is rough.', False)
('The leopard is awful.', 'Charlie is round.', False)
('The leopard is awful.', 'Charlie is round.', False)
('The mouse is beautiful.', 'Anne is thin.', False)
('The mouse is beautiful.', 'Anne is thin.', False)
('The crocodile attacks the mouse.', 'Charlie is round.', False)
('The crocodile attacks the mouse.', 'Charlie is round.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The lion is slow.', 'Alan is rough.', False)
('The lion is slow.', 'Bob is rough.', False)
('The bald eagle is heavy.', 'Erin is rough.', False)
('The bald eagle is heavy.', 'Erin is rough.', False)
('The hamster is small.', 'Harry is nice.', False)
('The hamster is small.', 'Harry is nice.', False)
('The lion needs the hamster.', 'Fiona is heavy.', False)
('The lion needs the hamster.', 'Fiona is huge.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The tiger is boring.', 'Gary is dull.', False)
('The tiger is boring.', 'Gary is dull.', False)
('The bear is heavy.', 'Bob is dull.', False)
('The bear is heavy.', 'Bob is dull.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The tiger visits the rabbit.', 'Gary is heavy.', False)
('The tiger visits the rabbit.', 'Gary is heavy.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The wolf is reckless.', 'Fiona is awful.', False)
('The wolf is reckless.', 'Fiona is awful.', False)
('The dinosaur is obese.', 'Dave is strong.', False)
('The dinosaur is obese.', 'Dave is strong.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The wolf attacks the hamster.', 'Fiona is strong.', False)
('The wolf attacks the hamster.', 'Fiona is huge.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The leopard is angry.', 'Charlie is dull.', False)
('The leopard is angry.', 'Charlie is dull.', False)
('The bald eagle is fierce.', 'Erin is dull.', False)
('The bald eagle is fierce.', 'Erin is dull.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The leopard likes the squirrel.', 'Charlie is strong.', False)
('The leopard likes the squirrel.', 'Charlie is strong.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The snake is reckless.', 'Anne is dull.', False)
('The snake is reckless.', 'Anne is dull.', False)
('The lion is big.', 'Alan is huge.', False)
('The lion is big.', 'Bob is huge.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The snake likes the rabbit.', 'Anne is huge.', False)
('The snake likes the rabbit.', 'Anne is huge.', False)
('The mouse is smart.', 'Erin is clever.', False)
('The mouse is smart.', 'Erin is clever.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The wolf is obese.', 'Charlie is dull.', False)
('The wolf is obese.', 'Fiona is dull.', False)
('The hamster is lovely.', 'Erin is clever.', False)
('The hamster is lovely.', 'Harry is clever.', False)
('The falcon sees the hamster.', 'Fiona is huge.', False)
('The falcon sees the hamster.', 'Fiona is huge.', False)
('The hamster is smart.', 'Harry is kind.', False)
('The hamster is smart.', 'Harry is kind.', False)
('The lion is dull.', 'Alan is dull.', False)
('The lion is dull.', 'Alan is dull.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The squirrel is lovely.', 'Charlie is kind.', False)
('The squirrel is lovely.', 'Charlie is kind.', False)
('The lion sees the squirrel.', 'Anne is big.', False)
('The lion sees the squirrel.', 'Fiona is big.', False)
('The squirrel is smart.', 'Charlie is heavy.', False)
('The squirrel is smart.', 'Charlie is heavy.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The wolf is heavy.', 'Fiona is strong.', False)
('The wolf is heavy.', 'Fiona is strong.', False)
('The hamster is lovely.', 'Harry is smart.', False)
('The hamster is lovely.', 'Harry is smart.', False)
('The leopard visits the hamster.', 'Charlie is dull.', False)
('The leopard visits the hamster.', 'Charlie is dull.', False)
('The hamster is smart.', 'Harry is clever.', False)
('The hamster is smart.', 'Harry is clever.', False)
('The tiger is sleepy.', 'Gary is awful.', False)
('The tiger is sleepy.', 'Gary is awful.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The mouse is beautiful.', 'Charlie is clever.', False)
('The mouse is beautiful.', 'Charlie is clever.', False)
('The tiger likes the mouse.', 'Fiona is strong.', False)
('The tiger likes the mouse.', 'Fiona is strong.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The lion is lazy.', 'Alan is imperfect.', False)
('The lion is lazy.', 'Alan is imperfect.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The bear is heavy.', 'Bob is heavy.', False)
('The rabbit is adorable.', 'Anne is little.', False)
('The rabbit is adorable.', 'Anne is little.', False)
('The lion chases the rabbit.', 'Alan is imperfect.', False)
('The lion chases the rabbit.', 'Alan is imperfect.', False)
('The mouse is kind.', 'Anne is kind.', False)
('The mouse is kind.', 'Anne is kind.', False)
('The leopard is tired.', 'Charlie is dull.', False)
('The leopard is tired.', 'Charlie is dull.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The hamster is furry.', 'Harry is kind.', False)
('The hamster is furry.', 'Harry is kind.', False)
('The leopard likes the hamster.', 'Charlie is dull.', False)
('The leopard likes the hamster.', 'Charlie is dull.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The mouse is lovely.', 'Anne is thin.', False)
('The mouse is lovely.', 'Anne is thin.', False)
('The crocodile sees the mouse.', 'Charlie is big.', False)
('The crocodile sees the mouse.', 'Charlie is big.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The cheetah is rough.', 'Che.', False)
('The cheetah is rough.', 'Che.', False)
('The bald eagle is strong.', 'Anne is strong.', False)
('The bald eagle is strong.', 'Anne is strong.', False)
('The rabbit is funny.', 'Anne is slow.', False)
('The rabbit is funny.', 'Anne is slow.', False)
('The cheetah sees the rabbit.', 'Che.', False)
('The cheetah sees the rabbit.', 'Che.', False)
('The squirrel is quiet.', 'Charlie is strong.', False)
('The squirrel is quiet.', 'Charlie is dull.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The bald eagle likes the rabbit.', 'Anne is strong.', False)
('The bald eagle likes the rabbit.', 'Anne is strong.', False)
('The mouse is quiet.', 'Charlie is clever.', False)
('The mouse is quiet.', 'Charlie is clever.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The rabbit is funny.', 'Anne is sad.', False)
('The rabbit is funny.', 'Anne is sad.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The bear is sleepy.', 'Bob is dull.', False)
('The bear is sleepy.', 'Bob is dull.', False)
('The tiger is fierce.', 'Fiona is huge.', False)
('The tiger is fierce.', 'Gary is huge.', False)
('The hamster is beautiful.', 'Harry is kind.', False)
('The hamster is beautiful.', 'Harry is kind.', False)
('The bear attacks the hamster.', 'Anne is huge.', False)
('The bear attacks the hamster.', 'Bob is huge.', False)
('The hamster is nice.', 'Harry is huge.', False)
('The hamster is nice.', 'Harry is bad.', False)
('The tiger is angry.', 'Fiona is bad.', False)
('The tiger is angry.', 'Gary is bad.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The mouse is lovely.', 'Charlie is kind.', False)
('The mouse is lovely.', 'Charlie is kind.', False)
('The tiger chases the mouse.', 'Gary is big.', False)
('The tiger chases the mouse.', 'Gary is big.', False)
('The dog is quiet.', 'Charlie is smart.', False)
('The dog is quiet.', 'Charlie is smart.', False)
('The tiger is slow.', 'Fiona is dull.', False)
('The tiger is slow.', 'Fiona is dull.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The mouse is adorable.', 'Charlie is dull.', False)
('The mouse is adorable.', 'Charlie is dull.', False)
('The tiger likes the mouse.', 'Fiona is strong.', False)
('The tiger likes the mouse.', 'Fiona is strong.', False)
