('The squirrel is kind.', 'Fiona is bad.', False)
('The tiger visits the cat.', 'Erin is high.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The tiger is reckless.', 'Erin is lazy.', False)
('The tiger is reckless.', 'Erin is lazy.', False)
('The cheetah is fierce.', 'Erin is lazy.', False)
('The cheetah is fierce.', 'Erin is lazy.', False)
('The squirrel is cute.', 'Fiona is lazy.', False)
('The squirrel is cute.', 'Fiona is lazy.', False)
('The tiger visits the squirrel.', 'Erin is high.', False)
('The tiger visits the squirrel.', 'Erin is high.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The snake is slow.', 'is slow.', False)
('The snake is slow.', 'is slow.', False)
('The crocodile is strong.', 'Cro is slow.', False)
('The crocodile is strong.', 'Cro is high.', False)
('The dog is furry.', 'Fiona is smart.', False)
('The dog is furry.', 'Fiona is smart.', False)
('The snake attacks the dog.', 'is slow.', False)
('The snake attacks the dog.', 'is slow.', False)
('The squirrel is smart.', 'is clever.', False)
('The squirrel is smart.', 'Fiona is clever.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The crocodile is fierce.', 'Cro is lazy.', False)
('The crocodile is fierce.', 'Cro is lazy.', False)
('The mouse is lovely.', 'Erin is clever.', False)
('The mouse is lovely.', 'Erin is clever.', False)
('The cheetah attacks the mouse.', 'Erin is attack.', False)
('The cheetah attacks the mouse.', 'Erin is strong.', False)
('The rabbit is quiet.', 'is slow.', False)
('The rabbit is quiet.', 'Alan is slow.', False)
('The crocodile is angry.', 'Erin is slow.', False)
('The crocodile is angry.', 'Erin is slow.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The mouse is small.', 'Erin is sad.', False)
('The mouse is small.', 'Erin is sad.', False)
('The crocodile chases the mouse.', 'Charlie is slow.', False)
('The crocodile chases the mouse.', 'Cro is slow.', False)
('The hamster is round.', 'is slow.', False)
('The hamster is round.', 'Erin is slow.', False)
('The crocodile is rough.', 'Erin is slow.', False)
('The crocodile is rough.', 'Erin is slow.', False)
('The bald eagle is obese.', 'Alan is slow.', False)
('The bald eagle is obese.', 'Alan is slow.', False)
('The cat is lovely.', 'Cat is slow.', False)
('The cat is lovely.', 'Erin is slow.', False)
('The crocodile likes the cat.', 'Cro is slow.', False)
('The crocodile likes the cat.', 'Cro is slow.', False)
('The rabbit is kind.', 'Fiona is kind.', False)
('The rabbit is kind.', 'Fiona is kind.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is lazy.', False)
('The squirrel is cute.', 'Charlie is strong.', False)
('The squirrel is cute.', 'Charlie is small.', False)
('The tiger visits the squirrel.', 'Erin is slow.', False)
('The tiger visits the squirrel.', 'Erin is slow.', False)
('The squirrel is quiet.', 'Fiona is smart.', False)
('The squirrel is quiet.', 'Fiona is smart.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The cheetah is heavy.', 'Erin is slow.', False)
('The cheetah is heavy.', 'Erin is slow.', False)
('The dog is beautiful.', 'Charlie is small.', False)
('The dog is beautiful.', 'Fiona is small.', False)
('The leopard chases the dog.', 'Charlie is slow.', False)
('The leopard chases the dog.', 'Charlie is slow.', False)
('The mouse is quiet.', 'Erin is bad.', False)
('The mouse is quiet.', 'Erin is bad.', False)
('The bear is rough.', 'Erin is bad.', False)
('The bear is rough.', 'Erin is sad.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The rabbit is small.', 'Fiona is obese.', False)
('The rabbit is small.', 'Fiona is obese.', False)
('The bear visits the rabbit.', 'Erin is obese.', False)
('The bear visits the rabbit.', 'Erin is obese.', False)
('The cat is smart.', 'Erin is clever.', False)
('The cat is smart.', 'Charlie is   people is   people is   people is   peopl', False)
('The snake is sleepy.', 'Erin is obese.', False)
('The snake is sleepy.', 'Erin is obese.', False)
('The cheetah is heavy.', 'Erin is obese.', False)
('The cheetah is heavy.', 'Erin is obese.', False)
('The dog is small.', 'Fiona is obese.', False)
('The dog is small.', 'Fiona is obese.', False)
('The snake chases the dog.', 'Erin is obese.', False)
('The snake chases the dog.', 'Erin is obese.', False)
('The mouse is quiet.', 'Erin is lazy.', False)
('The mouse is quiet.', 'Erin is lazy.', False)
('The bald eagle is boring.', 'Charlie is lazy.', False)
('The bald eagle is boring.', 'Charlie is lazy.', False)
('The falcon is awful.', 'Fiona is bad.', False)
('The falcon is awful.', 'Fiona is bad.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The bald eagle likes the rabbit.', 'Charlie is lazy.', False)
('The bald eagle likes the rabbit.', 'Charlie is lazy.', False)
('The rabbit is round.', 'is fierce.', False)
('The rabbit is round.', 'Alan is fierce.', False)
('The bear is angry.', 'Erin is fierce.', False)
('The bear is angry.', 'Erin is fierce.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The squirrel is beautiful.', 'Fiona is fierce.', False)
('The squirrel is beautiful.', 'Fiona is fierce.', False)
('The bear sees the squirrel.', 'Charlie is big.', False)
('The bear sees the squirrel.', 'Charlie is big.', False)
('The cat is smart.', 'Erin is clever.', False)
('The cat is smart.', 'Alan is poor.', False)
('The bear is boring.', 'Erin is obese.', False)
('The bear is boring.', 'Erin is obese.', False)
('The snake is big.', 'is obese.', False)
('The snake is big.', 'is obese.', False)
('The rabbit is beautiful.', 'Fiona is small.', False)
('The rabbit is beautiful.', 'is small.', False)
('The bear attacks the rabbit.', 'Charlie is obese.', False)
('The bear attacks the rabbit.', 'Charlie is obese.', False)
('The hamster is round.', 'is kind.', False)
('The hamster is round.', 'is kind.', False)
('The crocodile is reckless.', 'Erin is bad.', False)
('The crocodile is reckless.', 'Erin is bad.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The squirrel is funny.', 'Fiona is   .', False)
('The squirrel is funny.', 'Fiona is   .', False)
('The crocodile needs the squirrel.', 'Erin is fierce.', False)
('The crocodile needs the squirrel.', 'Erin is fierce.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The snake is fierce.', 'is high.', False)
('The snake is fierce.', 'S is high.', False)
('The hamster is funny.', 'Erin is small.', False)
('The hamster is funny.', 'Erin is small.', False)
('The bear needs the hamster.', 'Erin is slow.', False)
('The bear needs the hamster.', 'Erin is slow.', False)
('The dog is quiet.', 'Fiona is obese.', False)
('The dog is quiet.', 'Fiona is obese.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The falcon is strong.', 'Fiona is obese.', False)
('The falcon is strong.', 'Fiona is obese.', False)
('The cat is furry.', 'Erin is obese.', False)
('The cat is furry.', 'Erin is obese.', False)
('The cheetah chases the cat.', 'Erin is obese.', False)
('The cheetah chases the cat.', 'Erin is obese.', False)
('The hamster is kind.', 'is slow.', False)
('The hamster is kind.', 'Erin is slow.', False)
('The falcon is tired.', 'Fiona is slow.', False)
('The falcon is tired.', 'Fiona is slow.', False)
('The lion is heavy.', 'Erin is slow.', False)
('The lion is heavy.', 'Erin is slow.', False)
('The mouse is furry.', 'Erin is slow.', False)
('The mouse is furry.', 'Erin is slow.', False)
('The falcon visits the mouse.', 'Fiona is slow.', False)
('The falcon visits the mouse.', 'Fiona is slow.', False)
('The dog is quiet.', 'Fiona is small.', False)
('The dog is quiet.', 'Fiona is small.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The bear is heavy.', 'Charlie is slow.', False)
('The bear is heavy.', 'Charlie is slow.', False)
('The squirrel is cute.', 'Fiona is slow.', False)
('The squirrel is cute.', 'Fiona is slow.', False)
('The cheetah sees the squirrel.', 'Erin is slow.', False)
('The cheetah sees the squirrel.', 'Erin is slow.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The bald eagle is heavy.', 'Erin is slow.', False)
('The bald eagle is heavy.', 'Erin is sad.', False)
('The mouse is small.', 'Erin is slow.', False)
('The mouse is small.', 'Erin is slow.', False)
('The tiger visits the mouse.', 'Erin is high.', False)
('The tiger visits the mouse.', 'Erin is high.', False)
('The rabbit is quiet.', 'Fiona is slow.', False)
('The rabbit is quiet.', 'Alan is slow.', False)
('The tiger is angry.', 'Erin is slow.', False)
('The tiger is angry.', 'Erin is slow.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The mouse is funny.', 'Erin is slow.', False)
('The mouse is funny.', 'Erin is slow.', False)
('The tiger likes the mouse.', 'Erin is slow.', False)
('The tiger likes the mouse.', 'Erin is slow.', False)
('The hamster is nice.', 'is slow.', False)
('The hamster is nice.', 'is slow.', False)
('The cheetah is boring.', 'Erin is slow.', False)
('The cheetah is boring.', 'Erin is slow.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The lion is awful.', 'Fiona is fierce.', False)
('The rabbit is furry.', 'Fiona is slow.', False)
('The rabbit is furry.', 'Fiona is slow.', False)
('The cheetah visits the rabbit.', 'Erin is high.', False)
('The cheetah visits the rabbit.', 'Erin is high.', False)
('The cat is round.', 'Erin is smart.', False)
('The cat is round.', 'Erin is smart.', False)
('The snake is slow.', 'Erin is fierce.', False)
('The snake is slow.', 'Erin is fierce.', False)
('The bald eagle is strong.', 'Charlie is slow.', False)
('The bald eagle is strong.', 'Charlie is slow.', False)
('The rabbit is small.', 'is fierce.', False)
('The rabbit is small.', 'is fierce.', False)
('The snake attacks the rabbit.', 'Erin is fierce.', False)
('The snake attacks the rabbit.', 'Erin is fierce.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The crocodile is slow.', 'Erin is lazy.', False)
('The crocodile is slow.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is bad.', False)
('The bear is heavy.', 'Erin is high.', False)
('The hamster is adorable.', 'is lazy.', False)
('The hamster is adorable.', 'Erin is lazy.', False)
('The crocodile sees the hamster.', 'Erin is reckless.', False)
('The crocodile sees the hamster.', 'Erin is reckless.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The rabbit is nice.', 'is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The lion is heavy.', 'Erin is obese.', False)
('The lion is heavy.', 'Erin is obese.', False)
('The mouse is funny.', 'Erin is lazy.', False)
('The mouse is funny.', 'Erin is lazy.', False)
('The tiger sees the mouse.', 'Erin is obese.', False)
('The tiger sees the mouse.', 'Erin is obese.', False)
('The squirrel is kind.', 'is kind.', False)
('The squirrel is kind.', 'is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The snake is obese.', 'is lazy.', False)
('The snake is obese.', 'is lazy.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The falcon attacks the dog.', 'Fiona is lazy.', False)
('The falcon attacks the dog.', 'Fiona is lazy.', False)
('The mouse is nice.', 'Erin is    people is    people is   ', False)
('The mouse is nice.', 'Erin is    people is    people is    ', False)
('The dinosaur is tired.', 'Erin is obese.', False)
('The dinosaur is tired.', 'Erin is obese.', False)
('The wolf is big.', 'Fiona is obese.', False)
('The wolf is big.', 'Fiona is obese.', False)
('The cat is lovely.', 'Cat is small.', False)
('The cat is lovely.', 'Cat is small.', False)
('The dinosaur sees the cat.', 'Erin is obese.', False)
('The dinosaur sees the cat.', 'Erin is obese.', False)
('The dog is round.', 'Fiona is kind.', False)
('The dog is round.', 'Fiona is kind.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The bear is big.', 'Fiona is lazy.', False)
('The bear is big.', 'Charlie is lazy.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The hamster is kind.', 'is slow.', False)
('The hamster is kind.', 'is lazy.', False)
('The tiger is tired.', 'Erin is lazy.', False)
('The tiger is tired.', 'Erin is lazy.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The dog is beautiful.', 'Fiona is lazy.', False)
('The dog is beautiful.', 'Fiona is lazy.', False)
('The tiger likes the dog.', 'Erin is lazy.', False)
('The tiger likes the dog.', 'Erin is lazy.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The dog is smart.', 'Erin is nice.', False)
('The snake is angry.', 'Erin is obese.', False)
('The snake is angry.', 'Erin is obese.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The cat is small.', 'Erin is obese.', False)
('The cat is small.', 'Erin is obese.', False)
('The snake visits the cat.', 'is fierce.', False)
('The snake visits the cat.', 'is fierce.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The cheetah is obese.', 'Erin is fierce.', False)
('The cheetah is obese.', 'Erin is fierce.', False)
('The mouse is beautiful.', 'Erin is small.', False)
('The mouse is beautiful.', 'Erin is obese.', False)
('The bald eagle sees the mouse.', 'Charlie is fierce.', False)
('The bald eagle sees the mouse.', 'Charlie is fierce.', False)
('The cat is nice.', 'Erin is clever.', False)
('The cat is nice.', 'Alan is poor.', False)
('The bald eagle is reckless.', 'Alan is poor.', False)
('The bald eagle is reckless.', 'Alan is reckless.', False)
('The bear is strong.', 'Erin is reckless.', False)
('The bear is strong.', 'Erin is reckless.', False)
('The squirrel is adorable.', 'Fiona is reckless.', False)
('The squirrel is adorable.', 'Fiona is reckless.', False)
('The bald eagle attacks the squirrel.', 'Alan is strong.', False)
('The bald eagle attacks the squirrel.', 'Charlie is strong.', False)
('The squirrel is kind.', 'Fiona is sad.', False)
('The squirrel is kind.', 'Fiona is dull.', False)
('The bear is rough.', 'Erin is sad.', False)
('The bear is rough.', 'Erin is sad.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The bear attacks the mouse.', 'Erin is bad.', False)
('The bear attacks the mouse.', 'Erin is bad.', False)
('The cat is smart.', 'Erin is clever.', False)
('The cat is smart.', 'Charlie is clever.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The hamster is beautiful.', 'is obese.', False)
('The hamster is beautiful.', 'is obese.', False)
('The cheetah likes the hamster.', 'Erin is reckless.', False)
('The cheetah likes the hamster.', 'Erin is reckless.', False)
('The dog is kind.', 'Fiona is lazy.', False)
('The dog is kind.', 'Erin is lazy.', False)
('The lion is slow.', 'Erin is lazy.', False)
('The lion is slow.', 'Erin is lazy.', False)
('The bald eagle is fierce.', 'Alan is fierce.', False)
('The bald eagle is fierce.', 'Alan is fierce.', False)
('The hamster is adorable.', 'is lazy.', False)
('The hamster is adorable.', 'is lazy.', False)
('The lion sees the hamster.', 'Erin is high.', False)
('The lion sees the hamster.', 'Erin is high.', False)
('The dog is kind.', 'Fiona is lazy.', False)
('The dog is kind.', 'Fiona is lazy.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The dinosaur is obese.', 'Erin is lazy.', False)
('The dinosaur is obese.', 'Erin is lazy.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The bear needs the rabbit.', 'Charlie is strong.', False)
('The bear needs the rabbit.', 'Charlie is strong.', False)
('The mouse is nice.', 'Erin is lazy.', False)
('The mouse is nice.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The hamster is small.', 'is lazy.', False)
('The hamster is small.', 'is lazy.', False)
('The cheetah likes the hamster.', 'Erin is lazy.', False)
('The cheetah likes the hamster.', 'Erin is lazy.', False)
('The squirrel is kind.', 'Fiona is smart.', False)
('The squirrel is kind.', 'Fiona is smart.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The mouse is furry.', 'Erin is smart.', False)
('The mouse is furry.', 'Erin is smart.', False)
('The lion visits the mouse.', 'Erin is visit visit is visit.', False)
('The lion visits the mouse.', 'Erin is visit visit is visit.', False)
('The dog is round.', 'Fiona is smart.', False)
('The dog is round.', 'Fiona is smart.', False)
('The snake is lazy.', 'Erin is lazy.', False)
('The snake is lazy.', 'Erin is lazy.', False)
('The dinosaur is big.', 'Erin is fierce.', False)
('The dinosaur is big.', 'Erin is fierce.', False)
('The mouse is beautiful.', 'Erin is lazy.', False)
('The mouse is beautiful.', 'Erin is lazy.', False)
('The snake chases the mouse.', 'is fierce.', False)
('The snake chases the mouse.', 'is fierce.', False)
('The rabbit is quiet.', 'Fiona is slow.', False)
('The rabbit is quiet.', 'Fiona is slow.', False)
('The snake is rough.', 'is slow.', False)
('The snake is rough.', 'is slow.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The squirrel is cute.', 'Fiona is obese.', False)
('The squirrel is cute.', 'Fiona is obese.', False)
('The snake needs the squirrel.', 'is high.', False)
('The snake needs the squirrel.', 'is high.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is quiet.', False)
('The crocodile is boring.', 'Erin is fierce.', False)
('The crocodile is boring.', 'Erin is fierce.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The mouse is beautiful.', 'Erin is small.', False)
('The mouse is beautiful.', 'Erin is small.', False)
('The crocodile attacks the mouse.', 'Erin is fierce.', False)
('The crocodile attacks the mouse.', 'Erin is fierce.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The bald eagle is heavy.', 'Alan is slow.', False)
('The bald eagle is heavy.', 'Alan is slow.', False)
('The hamster is small.', 'is kind.', False)
('The hamster is small.', 'is kind.', False)
('The lion needs the hamster.', 'Erin is     is     is  ', False)
('The lion needs the hamster.', 'Erin is strong.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The tiger is boring.', 'Erin is obese.', False)
('The tiger is boring.', 'Erin is obese.', False)
('The bear is heavy.', 'Fiona is obese.', False)
('The bear is heavy.', 'Fiona is obese.', False)
('The rabbit is furry.', 'Fiona is kind.', False)
('The rabbit is furry.', 'Fiona is kind.', False)
('The tiger visits the rabbit.', 'Erin is obese.', False)
('The tiger visits the rabbit.', 'Erin is obese.', False)
('The cat is kind.', 'Erin is bad.', False)
('The cat is kind.', 'Erin is bad.', False)
('The wolf is reckless.', 'is slow.', False)
('The wolf is reckless.', 'is slow.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The hamster is adorable.', 'is bad.', False)
('The hamster is adorable.', 'Erin is bad.', False)
('The wolf attacks the hamster.', 'Fiona is obese.', False)
('The wolf attacks the hamster.', 'Charlie is obese.', False)
('The cat is nice.', 'Cat is nice.', False)
('The cat is nice.', 'Erin is nice.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The bald eagle is fierce.', 'Alan is slow.', False)
('The bald eagle is fierce.', 'Erin is slow.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The leopard likes the squirrel.', 'Charlie is slow.', False)
('The leopard likes the squirrel.', 'Charlie is slow.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The snake is reckless.', 'Erin is slow.', False)
('The snake is reckless.', 'Erin is slow.', False)
('The lion is big.', 'Erin is slow.', False)
('The lion is big.', 'Erin is slow.', False)
('The rabbit is furry.', 'Fiona is slow.', False)
('The rabbit is furry.', 'Fiona is slow.', False)
('The snake likes the rabbit.', 'is slow.', False)
('The snake likes the rabbit.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is fierce.', False)
('The mouse is smart.', 'Erin is fierce.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The wolf is obese.', 'Charlie is obese.', False)
('The wolf is obese.', 'Charlie is obese.', False)
('The hamster is lovely.', 'is high.', False)
('The hamster is lovely.', 'is high.', False)
('The falcon sees the hamster.', 'Fiona is see see see is see.', False)
('The falcon sees the hamster.', 'Fiona is see see see is see.', False)
('The hamster is smart.', 'is lazy.', False)
('The hamster is smart.', 'is lazy.', False)
('The lion is dull.', 'Erin is lazy.', False)
('The lion is dull.', 'Erin is lazy.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The squirrel is lovely.', 'Fiona is lazy.', False)
('The squirrel is lovely.', 'Fiona is lazy.', False)
('The lion sees the squirrel.', 'Erin is high.', False)
('The lion sees the squirrel.', 'Erin is high.', False)
('The squirrel is smart.', 'Fiona is slow.', False)
('The squirrel is smart.', 'Fiona is slow.', False)
('The leopard is dull.', 'Charlie is slow.', False)
('The leopard is dull.', 'Charlie is slow.', False)
('The wolf is heavy.', 'Charlie is slow.', False)
('The wolf is heavy.', 'Charlie is slow.', False)
('The hamster is lovely.', 'is lazy.', False)
('The hamster is lovely.', 'is lazy.', False)
('The leopard visits the hamster.', 'Charlie is slow.', False)
('The leopard visits the hamster.', 'Charlie is slow.', False)
('The hamster is smart.', 'is lazy.', False)
('The hamster is smart.', 'is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The mouse is beautiful.', 'Erin is lazy.', False)
('The mouse is beautiful.', 'Erin is lazy.', False)
('The tiger likes the mouse.', 'Erin is fierce.', False)
('The tiger likes the mouse.', 'Erin is fierce.', False)
('The squirrel is quiet.', 'Fiona is kind.', False)
('The squirrel is quiet.', 'Fiona is kind.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is fierce.', False)
('The bear is heavy.', 'Erin is fierce.', False)
('The rabbit is adorable.', 'Charlie is obese.', False)
('The rabbit is adorable.', 'Charlie is obese.', False)
('The lion chases the rabbit.', 'Erin is lazy.', False)
('The lion chases the rabbit.', 'Erin is lazy.', False)
('The mouse is kind.', 'Erin is smart.', False)
('The mouse is kind.', 'Erin is smart.', False)
('The leopard is tired.', 'Charlie is fur.', False)
('The leopard is tired.', 'Charlie is fur.', False)
('The wolf is big.', 'Charlie is strong.', False)
('The wolf is big.', 'Charlie is strong.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is smart.', False)
('The leopard likes the hamster.', 'Charlie is sad.', False)
('The leopard likes the hamster.', 'Charlie is attack.', False)
('The rabbit is nice.', 'is clever.', False)
('The rabbit is nice.', 'Alan is clever.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The leopard is big.', 'Charlie is sad.', False)
('The leopard is big.', 'Charlie is lazy.', False)
('The mouse is lovely.', 'Erin is small.', False)
('The mouse is lovely.', 'Erin is small.', False)
('The crocodile sees the mouse.', 'Erin is lazy.', False)
('The crocodile sees the mouse.', 'Erin is lazy.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The cheetah is rough.', 'Erin is fierce.', False)
('The cheetah is rough.', 'Erin is fierce.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The rabbit is funny.', 'Alan is slow.', False)
('The rabbit is funny.', 'Erin is slow.', False)
('The cheetah sees the rabbit.', 'Erin is fierce.', False)
('The cheetah sees the rabbit.', 'Erin is fierce.', False)
('The squirrel is quiet.', 'Fiona is fierce.', False)
('The squirrel is quiet.', 'Fiona is fierce.', False)
('The bald eagle is angry.', 'Alan is fierce.', False)
('The bald eagle is angry.', 'Charlie is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The rabbit is furry.', 'Fiona is furona is fur.', False)
('The rabbit is furry.', 'Fiona is furona is fur.', False)
('The bald eagle likes the rabbit.', 'Charlie is fierce.', False)
('The bald eagle likes the rabbit.', 'Charlie is fierce.', False)
('The mouse is quiet.', 'Erin is clever.', False)
('The mouse is quiet.', 'Erin is clever.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The dinosaur is heavy.', 'Erin is slow.', False)
('The dinosaur is heavy.', 'Erin is slow.', False)
('The rabbit is funny.', 'Fiona is slow.', False)
('The rabbit is funny.', 'Fiona is slow.', False)
('The cheetah likes the rabbit.', 'Erin is lazy.', False)
('The cheetah likes the rabbit.', 'Erin is lazy.', False)
('The rabbit is kind.', 'Alan is lazy.', False)
('The rabbit is kind.', 'Alan is lazy.', False)
('The bear is sleepy.', 'Fiona is lazy.', False)
('The bear is sleepy.', 'Fiona is lazy.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The hamster is beautiful.', 'is lazy.', False)
('The hamster is beautiful.', 'is lazy.', False)
('The bear attacks the hamster.', 'Charlie is fierce.', False)
('The bear attacks the hamster.', 'Charlie is fierce.', False)
('The hamster is nice.', 'Erin is obese.', False)
('The hamster is nice.', 'Erin is obese.', False)
('The tiger is angry.', 'Erin is small.', False)
('The tiger is angry.', 'Erin is small.', False)
('The dinosaur is big.', 'Erin is obese.', False)
('The dinosaur is big.', 'Erin is obese.', False)
('The mouse is lovely.', 'Erin is small.', False)
('The mouse is lovely.', 'Erin is smart.', False)
('The tiger chases the mouse.', 'Erin is obese.', False)
('The tiger chases the mouse.', 'Erin is obese.', False)
('The dog is quiet.', 'Fiona is lazy.', False)
('The dog is quiet.', 'Fiona is lazy.', False)
('The tiger is slow.', 'Erin is lazy.', False)
('The tiger is slow.', 'Erin is lazy.', False)
('The falcon is strong.', 'Fiona is high.', False)
('The falcon is strong.', 'Fiona is fierce.', False)
('The mouse is adorable.', 'Erin is slow.', False)
('The mouse is adorable.', 'Erin is slow.', False)
('The tiger likes the mouse.', 'Erin is fierce.', False)
('The tiger likes the mouse.', 'Erin is fierce.', False)
('The cat is smart.', 'Erin is kind.', False)
