('The squirrel is kind.', 'The squirrel is boring.', False)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The mouse is quiet.', 'The mouse is kind.', False)
('The mouse is quiet.', 'The mouse is kind.', False)
('The cheetah is angry.', 'The cheetah is boring.', False)
('The cheetah is angry.', 'The cheetah is boring.', False)
('The bald eagle is obese.', 'The bald eagle is big.', False)
('The bald eagle is obese.', 'The bald eagle is big.', False)
('The squirrel is funny.', 'The squirrel is beautiful.', False)
('The squirrel is funny.', 'The squirrel is beautiful.', False)
('The cheetah sees the squirrel.', 'The cheetah is attacks the lazy.', False)
('The cheetah sees the squirrel.', 'The cheetah is attacks the lazy.', False)
('The mouse is round.', 'The mouse is kind.', False)
('The mouse is round.', 'The mouse is kind.', False)
('The tiger is slow.', 'The tiger is beautiful.', False)
('The tiger is slow.', 'The tiger is beautiful.', False)
('The dinosaur is obese.', 'The dinosaur is small.', False)
('The dinosaur is obese.', 'The dinosaur is small.', False)
('The squirrel is furry.', 'The squirrel is kind.', False)
('The squirrel is furry.', 'The squirrel is kind.', False)
('The tiger visits the squirrel.', 'The tiger visits the squirrel.', True)
('The tiger visits the squirrel.', 'The tiger visits the squirrel.', True)
('The cat is round.', 'The cat is kind.', False)
('The cat is round.', 'The cat is kind.', False)
('The crocodile is reckless.', 'The crocodile is dull.', False)
('The crocodile is reckless.', 'The crocodile is dull.', False)
('The leopard is fierce.', 'The leopard is kind.', False)
('The leopard is fierce.', 'The leopard is kind.', False)
('The rabbit is lovely.', 'The rabbit is beautiful.', False)
('The rabbit is lovely.', 'The rabbit is beautiful.', False)
('The crocodile needs the rabbit.', 'The crocodile needs the rabbit.', True)
('The crocodile needs the rabbit.', 'The crocodile needs the rabbit.', True)
('The cat is nice.', 'The cat is kind.', False)
('The cat is nice.', 'The cat is are are are are are are are are are are are are are are are', False)
('The leopard is rough.', 'The leopard is reckless.', False)
('The leopard is rough.', 'The leopard is reckless.', False)
('The lion is big.', 'The lion is awful.', False)
('The lion is big.', 'The lion is awful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The dog is kind.', 'The dog is obese.', False)
('The dog is kind.', 'The dog is obese.', False)
('The tiger is tired.', 'The tiger is tired.', True)
('The tiger is tired.', 'The tiger is tired.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The snake is fierce.', 'The snake is fierce.', True)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The tiger attacks the mouse.', 'The tiger sees the dog.', False)
('The tiger attacks the mouse.', 'The tiger sees the dog.', False)
('The squirrel is nice.', 'The squirrel is boring.', False)
('The squirrel is nice.', 'The squirrel is boring.', False)
('The tiger is rough.', 'The tiger is angry.', False)
('The tiger is rough.', 'The tiger is angry.', False)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dog is funny.', 'The dog is beautiful.', False)
('The dog is funny.', 'The dog is beautiful.', False)
('The tiger visits the dog.', 'The tiger is dull.', False)
('The tiger visits the dog.', 'The tiger is dull.', False)
('The squirrel is smart.', 'The squirrel is kind.', False)
('The squirrel is smart.', 'The squirrel is kind.', False)
('The lion is lazy.', 'The lion is lazy.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The cheetah is heavy.', 'The cheetah is kind.', False)
('The cheetah is heavy.', 'The cheetah is kind.', False)
('The rabbit is small.', 'The rabbit is kind.', False)
('The rabbit is small.', 'The rabbit is kind.', False)
('The lion attacks the rabbit.', 'The lion likes the squirrel.', False)
('The lion attacks the rabbit.', 'The lion likes the squirrel.', False)
('The squirrel is nice.', 'The squirrel is beautiful.', False)
('The squirrel is nice.', 'The squirrel is beautiful.', False)
('The bear is dull.', 'The bear is dull.', True)
('The bear is dull.', 'The bear is dull.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The hamster is lovely.', 'The hamster is beautiful.', False)
('The hamster is lovely.', 'The hamster is beautiful.', False)
('The bear attacks the hamster.', 'The bear is chases the rough.', False)
('The bear attacks the hamster.', 'The bear is chases the rough.', False)
('The cat is round.', 'The cat is kind.', False)
('The cat is round.', 'The cat is kind.', False)
('The dinosaur is rough.', 'The dinosaur is boring.', False)
('The dinosaur is rough.', 'The dinosaur is boring.', False)
('The bear is strong.', 'The bear is lovely.', False)
('The bear is strong.', 'The bear is lovely.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The dinosaur attacks the hamster.', 'The dinosaur needs the cat.', False)
('The dinosaur attacks the hamster.', 'The dinosaur needs the cat.', False)
('The squirrel is nice.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is nice.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The lion is lazy.', 'The lion is sleepy.', False)
('The lion is lazy.', 'The lion is sleepy.', False)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The lion attacks the hamster.', 'The lion is attacks the squirrel.', False)
('The lion attacks the hamster.', 'The lion is attacks the squirrel.', False)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The leopard is angry.', 'The leopard is obese.', False)
('The leopard is angry.', 'The leopard is obese.', False)
('The lion is fierce.', 'The lion is obese.', False)
('The lion is fierce.', 'The lion is obese.', False)
('The dog is cute.', 'The dog is is is is is is is is is is is is is is is i', False)
('The dog is cute.', 'The dog is is is is is is is is is is is is is is is i', False)
('The leopard sees the dog.', 'The leopard is chases the squirrel.', False)
('The leopard sees the dog.', 'The leopard is chases the squirrel.', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The bald eagle is tired.', 'The bald eagle is boring.', False)
('The bald eagle is tired.', 'The bald eagle is boring.', False)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The squirrel is lovely.', 'The squirrel is funny.', False)
('The squirrel is lovely.', 'The squirrel is funny.', False)
('The bald eagle chases the squirrel.', 'The bald eagle visits the rabbit.', False)
('The bald eagle chases the squirrel.', 'The bald eagle visits the rabbit.', False)
('The rabbit is quiet.', 'The rabbit is is is is is is is smart.', False)
('The rabbit is quiet.', 'The rabbit is is is is is smart.', False)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The wolf is strong.', 'The wolf is fierce.', False)
('The wolf is strong.', 'The wolf is fierce.', False)
('The dog is adorable.', 'The dog is adorable.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The snake chases the dog.', 'The snake visits the rabbit.', False)
('The snake chases the dog.', 'The snake visits the rabbit.', False)
('The hamster is round.', 'The hamster is is is are are are are are are are are are are are', False)
('The hamster is round.', 'The hamster is are are are are are are are are are are are are are', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The cheetah is obese.', 'The cheetah is heavy.', False)
('The cheetah is obese.', 'The cheetah is heavy.', False)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The falcon chases the squirrel.', 'The falcon is angry.', False)
('The falcon chases the squirrel.', 'The falcon is angry.', False)
('The dog is smart.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is smart.', 'The dog is are are are are are are are are are are are are are are are', False)
('The bald eagle is dull.', 'The bald eagle is tired.', False)
('The bald eagle is dull.', 'The bald eagle is tired.', False)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The wolf is fierce.', 'The wolf is beautiful.', False)
('The mouse is cute.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is cute.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The bald eagle needs the mouse.', 'The bald eagle is attacks the mouse.', False)
('The bald eagle needs the mouse.', 'The bald eagle is attacks the mouse.', False)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bear is tired.', 'The bear is lazy.', False)
('The bear is tired.', 'The bear is lazy.', False)
('The falcon is heavy.', 'The falcon is tired.', False)
('The falcon is heavy.', 'The falcon is tired.', False)
('The mouse is small.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is small.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The bear attacks the mouse.', 'The bear is likes the rough.', False)
('The bear attacks the mouse.', 'The bear is likes the rough.', False)
('The cat is round.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is round.', 'The cat is are are are are are are are are are are are are are are are', False)
('The lion is dull.', 'The lion is obese.', False)
('The lion is dull.', 'The lion is obese.', False)
('The snake is strong.', 'The snake is fierce.', False)
('The snake is strong.', 'The snake is fierce.', False)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The lion needs the squirrel.', 'The lion chases the cat.', False)
('The lion needs the squirrel.', 'The lion chases the cat.', False)
('The mouse is nice.', 'The mouse is kind.', False)
('The mouse is nice.', 'The mouse is kind.', False)
('The snake is reckless.', 'The snake is boring.', False)
('The snake is reckless.', 'The snake is boring.', False)
('The leopard is heavy.', 'The leopard is reckless.', False)
('The leopard is heavy.', 'The leopard is reckless.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The snake sees the hamster.', 'The snake chases the mouse.', False)
('The snake sees the hamster.', 'The snake chases the mouse.', False)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is is is kind.', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The leopard is heavy.', 'The leopard is awful.', False)
('The leopard is heavy.', 'The leopard is awful.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The falcon likes the dog.', 'The falcon is sleepy.', False)
('The falcon likes the dog.', 'The falcon is sleepy.', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is round.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The tiger is angry.', 'The tiger is heavy.', False)
('The tiger is angry.', 'The tiger is heavy.', False)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger sees the hamster.', 'The tiger visits the rabbit.', False)
('The tiger sees the hamster.', 'The tiger visits the rabbit.', False)
('The hamster is round.', 'The hamster is boring.', False)
('The hamster is round.', 'The hamster is kind.', False)
('The wolf is slow.', 'The wolf is boring.', False)
('The wolf is slow.', 'The wolf is boring.', False)
('The lion is fierce.', 'The lion is awful.', False)
('The lion is fierce.', 'The lion is awful.', False)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The wolf sees the dog.', 'The wolf visits the hamster.', False)
('The wolf sees the dog.', 'The wolf visits the hamster.', False)
('The hamster is nice.', 'The hamster is is is is is is kind.', False)
('The hamster is nice.', 'The hamster is is is is is is is is is is is is is i', False)
('The tiger is angry.', 'The tiger is lazy.', False)
('The tiger is angry.', 'The tiger is lazy.', False)
('The lion is strong.', 'The lion is cute.', False)
('The lion is strong.', 'The lion is cute.', False)
('The mouse is furry.', 'The mouse is cute.', False)
('The mouse is furry.', 'The mouse is cute.', False)
('The tiger likes the mouse.', 'The tiger visits the hamster.', False)
('The tiger likes the mouse.', 'The tiger visits the hamster.', False)
('The dog is smart.', 'The dog is kind.', False)
('The dog is smart.', 'The dog is kind.', False)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The crocodile is lazy.', 'The crocodile is lazy.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The crocodile chases the rabbit.', 'The crocodile likes the dog.', False)
('The crocodile chases the rabbit.', 'The crocodile likes the dog.', False)
('The dog is nice.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is nice.', 'The dog is are are are are are are are are are are are are are are are', False)
('The leopard is boring.', 'The leopard is heavy.', False)
('The leopard is boring.', 'The leopard is heavy.', False)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The hamster is quiet.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is quiet.', 'The hamster is is is is is is is is is is is is is i', False)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bald eagle is big.', 'The bald eagle is eagle is sleepy.', False)
('The bald eagle is big.', 'The bald eagle is sleepy.', False)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The bear visits the mouse.', 'The bear chases the hamster.', False)
('The bear visits the mouse.', 'The bear chases the hamster.', False)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The bald eagle is boring.', 'The bald eagle is tired.', False)
('The bald eagle is boring.', 'The bald eagle is tired.', False)
('The leopard is strong.', 'The leopard is boring.', False)
('The leopard is strong.', 'The leopard is boring.', False)
('The squirrel is furry.', 'The squirrel is cute.', False)
('The squirrel is furry.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bald eagle attacks the squirrel.', 'The bald eagle needs the rabbit.', False)
('The bald eagle attacks the squirrel.', 'The bald eagle needs the rabbit.', False)
('The squirrel is smart.', 'The squirrel is big.', False)
('The squirrel is smart.', 'The squirrel is big.', False)
('The tiger is angry.', 'The tiger is angry.', True)
('The tiger is angry.', 'The tiger is angry.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger attacks the hamster.', 'The tiger attacks the hamster.', True)
('The tiger attacks the hamster.', 'The tiger attacks the hamster.', True)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The cheetah is slow.', 'The cheetah is boring.', False)
('The cheetah is slow.', 'The cheetah is boring.', False)
('The snake is heavy.', 'The snake is obese.', False)
('The snake is heavy.', 'The snake is obese.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The cheetah chases the rabbit.', 'The cheetah is attacks the reckless.', False)
('The cheetah chases the rabbit.', 'The cheetah is attacks the reckless.', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The falcon is angry.', 'The falcon is angry.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The dinosaur is heavy.', 'The dinosaur is beautiful.', False)
('The dinosaur is heavy.', 'The dinosaur is beautiful.', False)
('The dog is lovely.', 'The dog is kind.', False)
('The dog is lovely.', 'The dog is kind.', False)
('The falcon visits the dog.', 'The falcon is and is sees the rabbit.', False)
('The falcon visits the dog.', 'The falcon is and is sees the rabbit.', False)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is are are are are are are are are are are are are are are are', False)
('The snake is reckless.', 'The snake is angry.', False)
('The snake is reckless.', 'The snake is angry.', False)
('The leopard is strong.', 'The leopard is awful.', False)
('The leopard is strong.', 'The leopard is awful.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The rabbit is lovely.', 'The rabbit is adorable.', False)
('The snake visits the rabbit.', 'The snake chases the cat.', False)
('The snake visits the rabbit.', 'The snake chases the cat.', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The lion is sleepy.', 'The lion is dull.', False)
('The lion is sleepy.', 'The lion is dull.', False)
('The leopard is strong.', 'The leopard is obese.', False)
('The leopard is strong.', 'The leopard is obese.', False)
('The squirrel is lovely.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is lovely.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The lion attacks the squirrel.', 'The lion is attacks the squirrel.', False)
('The lion attacks the squirrel.', 'The lion is attacks the squirrel.', False)
('The mouse is round.', 'The mouse is kind.', False)
('The mouse is round.', 'The mouse is is kind.', False)
('The wolf is tired.', 'The wolf is funny.', False)
('The wolf is tired.', 'The wolf is funny.', False)
('The cheetah is heavy.', 'The cheetah is awful.', False)
('The cheetah is heavy.', 'The cheetah is awful.', False)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The wolf sees the rabbit.', 'The wolf visits the mouse.', False)
('The wolf sees the rabbit.', 'The wolf visits the mouse.', False)
('The squirrel is quiet.', 'The squirrel is obese.', False)
('The squirrel is quiet.', 'The squirrel is obese.', False)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The crocodile is strong.', 'The crocodile is awful.', False)
('The crocodile is strong.', 'The crocodile is awful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The leopard attacks the mouse.', 'The leopard is attacks the mouse.', False)
('The leopard attacks the mouse.', 'The leopard is attacks the mouse.', False)
('The squirrel is smart.', 'The squirrel is adorable.', False)
('The squirrel is smart.', 'The squirrel is adorable.', False)
('The cheetah is slow.', 'The cheetah is awful.', False)
('The cheetah is slow.', 'The cheetah is awful.', False)
('The falcon is big.', 'The falcon is fierce.', False)
('The falcon is big.', 'The falcon is fierce.', False)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The cheetah sees the mouse.', 'The cheetah sees the mouse.', True)
('The cheetah sees the mouse.', 'The cheetah sees the mouse.', True)
('The squirrel is nice.', 'The squirrel is obese.', False)
('The squirrel is nice.', 'The squirrel is obese.', False)
('The wolf is angry.', 'The wolf is sleepy.', False)
('The wolf is angry.', 'The wolf is sleepy.', False)
('The lion is awful.', 'The lion is awful.', True)
('The lion is awful.', 'The lion is awful.', True)
('The dog is lovely.', 'The dog is is is is is is is is is is is is is is is i', False)
('The dog is lovely.', 'The dog is is is is is is is is is is is is is is is i', False)
('The wolf likes the dog.', 'The wolf likes the dog.', True)
('The wolf likes the dog.', 'The wolf likes the dog.', True)
('The mouse is nice.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is nice.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The hamster is small.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is small.', 'The hamster is are are are are are are are are are are are are are', False)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bear is dull.', 'The bear is boring.', False)
('The bear is dull.', 'The bear is boring.', False)
('The snake is heavy.', 'The snake is beautiful.', False)
('The snake is heavy.', 'The snake is beautiful.', False)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The bear visits the rabbit.', 'The bear sees the squirrel.', False)
('The bear visits the rabbit.', 'The bear sees the squirrel.', False)
('The hamster is nice.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is nice.', 'The hamster is is is is is is is is is is is is is i', False)
('The falcon is tired.', 'The falcon is awful.', False)
('The falcon is tired.', 'The falcon is awful.', False)
('The snake is big.', 'The snake is adorable.', False)
('The snake is big.', 'The snake is adorable.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The falcon chases the squirrel.', 'The falcon is and is and is and is angry.', False)
('The falcon chases the squirrel.', 'The falcon is and is and is and is and is and is and is and is', False)
('The hamster is smart.', 'The hamster is adorable.', False)
('The hamster is smart.', 'The hamster is adorable.', False)
('The falcon is dull.', 'The falcon is boring.', False)
('The falcon is dull.', 'The falcon is boring.', False)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The falcon chases the rabbit.', 'The falcon chases the rabbit.', True)
('The falcon chases the rabbit.', 'The falcon chases the rabbit.', True)
('The hamster is smart.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is smart.', 'The hamster is are are are are are are are are are are are are are', False)
('The bear is dull.', 'The bear is sleepy.', False)
('The bear is dull.', 'The bear is sleepy.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The rabbit is funny.', 'The rabbit is beautiful.', False)
('The rabbit is funny.', 'The rabbit is beautiful.', False)
('The bear attacks the rabbit.', 'The bear likes the hamster.', False)
('The bear attacks the rabbit.', 'The bear likes the hamster.', False)
('The cat is smart.', 'The cat is kind.', False)
('The cat is smart.', 'The cat is are are are are are are are are are are are are are are are', False)
('The bear is slow.', 'The bear is obese.', False)
('The bear is slow.', 'The bear is obese.', False)
('The dinosaur is fierce.', 'The dinosaur is nice.', False)
('The dinosaur is fierce.', 'The dinosaur is nice.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The bear attacks the dog.', 'The bear is sees the tired.', False)
('The bear attacks the dog.', 'The bear is sees the tired.', False)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The snake is fierce.', 'The snake is sleepy.', False)
('The snake is fierce.', 'The snake is sleepy.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is nice.', 'The rabbit is is is is is big.', False)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The leopard is strong.', 'The leopard is big.', False)
('The leopard is strong.', 'The leopard is big.', False)
('The squirrel is furry.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is furry.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bald eagle is angry.', 'The bald eagle is angry.', True)
('The bald eagle is angry.', 'The bald eagle is angry.', True)
('The snake is big.', 'The snake is awful.', False)
('The snake is big.', 'The snake is awful.', False)
('The dog is furry.', 'The dog is cute.', False)
('The dog is furry.', 'The dog is cute.', False)
('The bald eagle chases the dog.', 'The bald eagle chases the dog.', True)
('The bald eagle chases the dog.', 'The bald eagle chases the dog.', True)
('The hamster is round.', 'The hamster is heavy.', False)
('The hamster is round.', 'The hamster is heavy.', False)
('The leopard is slow.', 'The leopard is slow.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is obese.', False)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The rabbit is cute.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The leopard needs the rabbit.', 'The leopard is angry.', False)
('The leopard needs the rabbit.', 'The leopard is angry.', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bald eagle is rough.', 'The bald eagle is lazy.', False)
('The bald eagle is rough.', 'The bald eagle is sleepy.', False)
('The leopard is strong.', 'The leopard is obese.', False)
('The leopard is strong.', 'The leopard is obese.', False)
('The dog is small.', 'The dog is small.', True)
('The dog is small.', 'The dog is small.', True)
('The bald eagle needs the dog.', 'The bald eagle needs the dog.', True)
('The bald eagle needs the dog.', 'The bald eagle needs the dog.', True)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The bald eagle is slow.', 'The bald eagle is sleepy.', False)
('The bald eagle is slow.', 'The bald eagle is sleepy.', False)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The squirrel is beautiful.', 'The squirrel is adorable.', False)
('The squirrel is beautiful.', 'The squirrel is adorable.', False)
('The bald eagle needs the squirrel.', 'The bald eagle chases the hamster.', False)
('The bald eagle needs the squirrel.', 'The bald eagle chases the hamster.', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The bear is rough.', 'The bear is lazy.', False)
('The bear is rough.', 'The bear is obese.', False)
('The lion is strong.', 'The lion is adorable.', False)
('The lion is strong.', 'The lion is adorable.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The bear sees the cat.', 'The bear sees the cat.', True)
('The bear sees the cat.', 'The bear sees the cat.', True)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The lion is reckless.', 'The lion is angry.', False)
('The lion is reckless.', 'The lion is angry.', False)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is small.', 'The rabbit is cute.', False)
('The rabbit is small.', 'The rabbit is cute.', False)
('The lion chases the rabbit.', 'The lion sees the hamster.', False)
('The lion chases the rabbit.', 'The lion sees the hamster.', False)
('The hamster is round.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is round.', 'The hamster is is is is is is is is is is is is is i', False)
('The bear is lazy.', 'The bear is strong.', False)
('The bear is lazy.', 'The bear is strong.', False)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The mouse is lovely.', 'The mouse is is is beautiful.', False)
('The mouse is lovely.', 'The mouse is is beautiful.', False)
('The bear attacks the mouse.', 'The bear attacks the mouse.', True)
('The bear attacks the mouse.', 'The bear attacks the mouse.', True)
