('Fiona is strong.', 'The fion is strong.', False)
('Dave is little.', 'The dog is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Charlie is wealthy.', 'The dog is furry.', False)
('Charlie is wealthy.', 'The dog is furry.', False)
('Gary is bad.', 'The dinosaur is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is clever.', 'The fion is kind.', False)
('Fiona is clever.', 'The fion is kind.', False)
('Alan is sad.', 'The cat is imperfect.', False)
('Alan is sad.', 'The cat is imperfect.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Alan is big.', 'The cat is big.', False)
('Bob is little.', 'The bob is small.', False)
('Bob is little.', 'The bob is small.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Dave is imperfect.', 'The dinosaur is poor.', False)
('Dave is imperfect.', 'The dinosaur is poor.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Gary is short.', 'The Gary is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Anne is kind.', 'The cat is kind.', False)
('Anne is kind.', 'The cat is kind.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Bob is strong.', 'The bob is strong.', False)
('Bob is strong.', 'The bob is strong.', False)
('Fiona is small.', 'The fion is short.', False)
('Fiona is small.', 'The fion is short.', False)
('Gary is clever.', 'The lion is wealthy.', False)
('Gary is clever.', 'The lion is wealthy.', False)
('Anne is bad.', 'The snake is poor.', False)
('Anne is bad.', 'The snake is poor.', False)
('Bob is huge.', 'The cat is heavy.', False)
('Bob is huge.', 'The cat is heavy.', False)
('Anne is tiny.', 'The cat is short.', False)
('Anne is tiny.', 'The cat is short.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Harry is sad.', 'The a person is bad.', False)
('Harry is sad.', 'The a person is bad.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Charlie is thin.', 'The cat is small.', False)
('Charlie is thin.', 'The cat is small.', False)
('Harry is quiet.', 'The Harry is kind.', False)
('Harry is quiet.', 'The Harry is kind.', False)
('Alan is poor.', 'The cat is dull.', False)
('Alan is poor.', 'The cat is dull.', False)
('Bob is big.', 'The cat is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Harry is thin.', 'The lion is thin.', False)
('Harry is thin.', 'The lion is thin.', False)
('Alan is smart.', 'The Alan is kind.', False)
('Alan is smart.', 'The Alan is kind.', False)
('Dave is imperfect.', 'The dinosaur is poor.', False)
('Dave is imperfect.', 'The dinosaur is poor.', False)
('Dave is heavy.', 'The dog is high.', False)
('Dave is heavy.', 'The dog is high.', False)
('Charlie is short.', 'The cat is short.', False)
('Charlie is short.', 'The cat is short.', False)
('Fiona is nice.', 'The lion is clever.', False)
('Fiona is nice.', 'The lion is clever.', False)
('Bob is imperfect.', 'The bob is imperfect.', False)
('Bob is imperfect.', 'The bob is imperfect.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Dave is little.', 'The bald eagle is small.', False)
('Dave is little.', 'The bald eagle is small.', False)
('Harry is smart.', 'The Harry is clever.', False)
('Harry is smart.', 'The Harry is clever.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Dave is little.', 'The dinosaur is small.', False)
('Dave is little.', 'The dog is small.', False)
('Alan is wealthy.', 'The cat is wealthy.', False)
('Alan is wealthy.', 'The cat is wealthy.', False)
('Harry is imperfect.', 'The bald eagle is imperfect.', False)
('Harry is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Fiona is sad.', 'The lion is bad.', False)
('Fiona is sad.', 'The filion is bad.', False)
('Fiona is high.', 'The fion is high.', False)
('Fiona is high.', 'The fion is high.', False)
('Alan is little.', 'The lion is tiny.', False)
('Alan is little.', 'The falcon is small.', False)
('Dave is quiet.', 'The dog is nice.', False)
('Dave is quiet.', 'The dog is nice.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The er is rough.', False)
('Harry is big.', 'The Harry is strong.', False)
('Harry is big.', 'The Harry is big.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Bob is quiet.', 'The cat is nice.', False)
('Bob is quiet.', 'The cat is nice.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is rough.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Anne is little.', 'The snake is small.', False)
('Anne is little.', 'The snake is small.', False)
('Bob is quiet.', 'The dog is person.', False)
('Bob is quiet.', 'The dog is person.', False)
('Erin is sad.', 'The er is sad.', False)
('Erin is sad.', 'The erin is sad.', False)
('Gary is big.', 'The lion is big.', False)
('Gary is big.', 'The lion is big.', False)
('Fiona is thin.', 'The fion is small.', False)
('Fiona is thin.', 'The fion is small.', False)
('Erin is clever.', 'The lion is wealthy.', False)
('Erin is clever.', 'The erin is wealthy.', False)
('Alan is sad.', 'The lion is sad.', False)
('Alan is sad.', 'The lion is bad.', False)
('Bob is big.', 'The cat is heavy.', False)
('Bob is big.', 'The bob is heavy.', False)
('Erin is tiny.', 'The er is small.', False)
('Erin is tiny.', 'The er is small.', False)
('Alan is smart.', 'The cat is quiet.', False)
('Alan is smart.', 'The cat is quiet.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is rough.', False)
('Dave is heavy.', 'The bald eagle is heavy.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Alan is short.', 'The a person is small.', False)
('Alan is short.', 'The a person is small.', False)
('Harry is clever.', 'The h is clever.', False)
('Harry is clever.', 'The Harry is clever.', False)
('Anne is poor.', 'The a person is poor.', False)
('Anne is poor.', 'The rabbit is poor.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Fiona is clever.', 'The filion is quiet.', False)
('Fiona is clever.', 'The filion is quiet.', False)
('Erin is poor.', 'The er is sad.', False)
('Erin is poor.', 'The er is sad.', False)
('Dave is heavy.', 'The dog is big.', False)
('Dave is heavy.', 'The bear is heavy.', False)
('Charlie is thin.', 'The cat is small.', False)
('Charlie is thin.', 'The cat is small.', False)
('Bob is nice.', 'The cat is kind.', False)
('Bob is nice.', 'The cat is kind.', False)
('Anne is poor.', 'The cat is imperfect.', False)
('Anne is poor.', 'The cat is imperfect.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Dave is small.', 'The dog is thin.', False)
('Dave is small.', 'The Dave is short.', False)
('Harry is wealthy.', 'The  Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Alan is bad.', 'The bald eagle is dull.', False)
('Alan is bad.', 'The bald eagle is dull.', False)
('Charlie is strong.', 'The cat is high.', False)
('Charlie is strong.', 'The cat is high.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Anne is clever.', 'The snake is clever.', False)
('Anne is clever.', 'The snake is clever.', False)
('Erin is poor.', 'The erin is poor.', False)
('Erin is poor.', 'The erin is poor.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Charlie is tiny.', 'The lion is small.', False)
('Charlie is tiny.', 'The lion is small.', False)
('Harry is smart.', 'The Harry is clever.', False)
('Harry is smart.', 'The Harry is clever.', False)
('Anne is imperfect.', 'The snake is sad.', False)
('Anne is imperfect.', 'The snake is sad.', False)
('Charlie is huge.', 'The cat is big.', False)
('Charlie is huge.', 'The cat is big.', False)
('Alan is short.', 'The cat is small.', False)
('Alan is short.', 'The cat is small.', False)
('Dave is clever.', 'The dog is smart.', False)
('Dave is clever.', 'The dog is smart.', False)
('Anne is poor.', 'The cat is poor.', False)
('Anne is poor.', 'The bald eagle is bad.', False)
('Dave is big.', 'The bald eagle is big.', False)
('Dave is big.', 'The bald eagle is big.', False)
('Anne is small.', 'The snake is small.', False)
('Anne is small.', 'The snake is small.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Gary is rough.', 'The Gary is rough.', False)
('Gary is rough.', 'The Gary is rough.', False)
('Gary is strong.', 'The Gary is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Charlie is small.', 'The lion is small.', False)
('Charlie is small.', 'The lion is small.', False)
('Anne is smart.', 'The snake is nice.', False)
('Anne is smart.', 'The snake is nice.', False)
('Dave is bad.', 'The dog is bad.', False)
('Dave is bad.', 'The dog is bad.', False)
('Anne is big.', 'The anne is big.', False)
('Anne is big.', 'The anneagle is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Gary is clever.', 'The bald eagle is clever.', False)
('Gary is clever.', 'The bald eagle is wealthy.', False)
('Fiona is sad.', 'The fion is imperfect.', False)
('Fiona is sad.', 'The fion is imperfect.', False)
('Bob is heavy.', 'The cat is high.', False)
('Bob is heavy.', 'The bob is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Dave is high.', 'The dinosaur is strong.', False)
('Dave is high.', 'The bald eagle is strong.', False)
('Anne is small.', 'The cat is furry.', False)
('Anne is small.', 'The cat is furry.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Bob is sad.', 'The cat is poor.', False)
('Bob is sad.', 'The cat is poor.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Erin is smart.', 'The erin is clever.', False)
('Erin is smart.', 'The erin is clever.', False)
('Fiona is bad.', 'The filion is dull.', False)
('Fiona is bad.', 'The fion is dull.', False)
('Fiona is big.', 'The filion is big.', False)
('Fiona is big.', 'The filion is big.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Erin is bad.', 'The er is imperfect.', False)
('Erin is bad.', 'The er is imperfect.', False)
('Charlie is big.', 'The cat is big.', False)
('Charlie is big.', 'The cat is big.', False)
('Erin is tiny.', 'The erin is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Alan is kind.', 'The Alan is quiet.', False)
('Alan is kind.', 'The cat is quiet.', False)
('Bob is poor.', 'The cat is sad.', False)
('Bob is poor.', 'The cat is sad.', False)
('Anne is heavy.', 'The snake is big.', False)
('Anne is heavy.', 'The bald eagle is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The fion is small.', False)
('Harry is quiet.', 'The Harry is clever.', False)
('Harry is quiet.', 'The Harry is clever.', False)
('Gary is imperfect.', 'The bald eagle is bad.', False)
('Gary is imperfect.', 'The bald eagle is bad.', False)
('Alan is heavy.', 'The bald eagle is big.', False)
('Alan is heavy.', 'The bald eagle is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Bob is quiet.', 'The dog is nice.', False)
('Bob is quiet.', 'The bob is nice.', False)
('Dave is imperfect.', 'The dinosaur is rough.', False)
('Dave is imperfect.', 'The dog is rough.', False)
('Harry is strong.', 'The h is strong.', False)
('Harry is strong.', 'The h is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Alan is kind.', 'The cat is kind.', False)
('Alan is kind.', 'The cat is kind.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Bob is high.', 'The cat is big.', False)
('Bob is high.', 'The cat is big.', False)
('Charlie is small.', 'The lion is small.', False)
('Charlie is small.', 'The lion is small.', False)
('Fiona is smart.', 'The fion is wealthy.', False)
('Fiona is smart.', 'The fion is wealthy.', False)
('Erin is dull.', 'The er is dull.', False)
('Erin is dull.', 'The er is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Erin is small.', 'The er is thin.', False)
('Erin is small.', 'The er is thin.', False)
('Bob is clever.', 'The cat is nice.', False)
('Bob is clever.', 'The cat is nice.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Anne is huge.', 'The snake is strong.', False)
('Anne is huge.', 'The snake is strong.', False)
('Charlie is little.', 'The cat is short.', False)
('Charlie is little.', 'The cat is short.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Bob is sad.', 'The bob is rough.', False)
('Bob is sad.', 'The bob is rough.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Harry is thin.', 'The lion is small.', False)
('Harry is thin.', 'The h is small.', False)
('Erin is kind.', 'The er is clever.', False)
('Erin is kind.', 'The er is clever.', False)
('Charlie is poor.', 'The lion is bad.', False)
('Charlie is poor.', 'The lion is bad.', False)
('Anne is high.', 'The anne is strong.', False)
('Anne is high.', 'The anne is strong.', False)
('Bob is short.', 'The dog is small.', False)
('Bob is short.', 'The dog is small.', False)
('Charlie is kind.', 'The cat is quiet.', False)
('Charlie is kind.', 'The cat is quiet.', False)
('Alan is rough.', 'The cat is imperfect.', False)
('Alan is rough.', 'The cat is imperfect.', False)
('Anne is huge.', 'The snake is big.', False)
('Anne is huge.', 'The snake is big.', False)
('Erin is thin.', 'The er is thin.', False)
('Erin is thin.', 'The er is thin.', False)
('Bob is clever.', 'The cat is wealthy.', False)
('Bob is clever.', 'The cat is wealthy.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Fiona is heavy.', 'The fion is heavy.', False)
('Fiona is heavy.', 'The fion is heavy.', False)
('Charlie is thin.', 'The cat is small.', False)
('Charlie is thin.', 'The cat is small.', False)
('Dave is kind.', 'The squirrel is smart.', False)
('Dave is kind.', 'The dog is smart.', False)
('Bob is rough.', 'The cat is rough.', False)
('Bob is rough.', 'The cat is rough.', False)
('Erin is high.', 'The er is high.', False)
('Erin is high.', 'The er is high.', False)
('Alan is short.', 'The bald eagle is small.', False)
('Alan is short.', 'The bald eagle is small.', False)
('Charlie is nice.', 'The lion is wealthy.', False)
('Charlie is nice.', 'The lion is wealthy.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Erin is strong.', 'The er is strong.', False)
('Erin is strong.', 'The erin is strong.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Alan is nice.', 'The cat is nice.', False)
('Alan is nice.', 'The cat is nice.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Charlie is strong.', 'The cat is big.', False)
('Charlie is strong.', 'The cat is big.', False)
('Bob is short.', 'The cat is short.', False)
('Bob is short.', 'The cat is short.', False)
('Erin is clever.', 'The erin is kind.', False)
('Erin is clever.', 'The erin is kind.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Charlie is small.', 'The a person is small.', False)
('Charlie is small.', 'The a person is small.', False)
('Anne is wealthy.', 'The a person is wealthy.', False)
('Anne is wealthy.', 'The rabbit is wealthy.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is rough.', 'The dog is rough.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Anne is small.', 'The snake is small.', False)
('Anne is small.', 'The snake is small.', False)
('Alan is clever.', 'The cat is smart.', False)
('Alan is clever.', 'The cat is smart.', False)
('Charlie is sad.', 'The cat is rough.', False)
('Charlie is sad.', 'The cat is rough.', False)
('Charlie is heavy.', 'The lion is heavy.', False)
('Charlie is heavy.', 'The lion is heavy.', False)
('Erin is tiny.', 'The er is small.', False)
('Erin is tiny.', 'The er is small.', False)
('Alan is kind.', 'The bald eagle is wealthy.', False)
('Alan is kind.', 'The cat is wealthy.', False)
('Dave is bad.', 'The snake is bad.', False)
('Dave is bad.', 'The snake is bad.', False)
('Charlie is high.', 'The cat is high.', False)
('Charlie is high.', 'The cat is high.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Gary is clever.', 'The cat is smart.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Erin is imperfect.', 'The er is rough.', False)
('Erin is imperfect.', 'The er is rough.', False)
('Bob is big.', 'The cat is heavy.', False)
('Bob is big.', 'The bob is heavy.', False)
('Charlie is thin.', 'The squirrel is small.', False)
('Charlie is thin.', 'The squirrel is small.', False)
('Dave is smart.', 'The dinosaur is quiet.', False)
('Dave is smart.', 'The dog is quiet.', False)
('Anne is dull.', 'The rabbit is dull.', False)
('Anne is dull.', 'The rabbit is dull.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Dave is thin.', 'The dog is thin.', False)
('Dave is thin.', 'The dog is thin.', False)
('Bob is clever.', 'The bob is nice.', False)
('Bob is clever.', 'The bald eagle is nice.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Charlie is huge.', 'The cat is strong.', False)
('Charlie is huge.', 'The cat is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is wealthy.', 'The erin is smart.', False)
('Erin is wealthy.', 'The erin is smart.', False)
('Dave is dull.', 'The dinosaur is dull.', False)
('Dave is dull.', 'The dog is dull.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is rough.', False)
('Bob is heavy.', 'The bald eagle is big.', False)
('Bob is heavy.', 'The bald eagle is big.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The lion is small.', False)
('Charlie is kind.', 'The lion is kind.', False)
('Charlie is kind.', 'The lion is kind.', False)
('Gary is dull.', 'The bald eagle is poor.', False)
('Gary is dull.', 'The bald eagle is poor.', False)
('Bob is big.', 'The cat is big.', False)
('Bob is big.', 'The bob is big.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Anne is kind.', 'The cat is smart.', False)
('Anne is kind.', 'The bald eagle is nice.', False)
('Erin is rough.', 'The er is bad.', False)
('Erin is rough.', 'The er is bad.', False)
('Dave is big.', 'The a person is big.', False)
('Dave is big.', 'The a person is big.', False)
('Charlie is tiny.', 'The cat is thin.', False)
('Charlie is tiny.', 'The cat is thin.', False)
('Gary is smart.', 'The bald eagle is clever.', False)
('Gary is smart.', 'The bald eagle is clever.', False)
('Bob is rough.', 'The cat is rough.', False)
('Bob is rough.', 'The cat is rough.', False)
('Charlie is strong.', 'The cat is strong.', False)
('Charlie is strong.', 'The cat is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Anne is rough.', 'The lion is rough.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The er is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is nice.', 'The cat is nice.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Alan is thin.', 'The cat is short.', False)
('Alan is thin.', 'The cat is short.', False)
('Bob is quiet.', 'The cat is smart.', False)
('Bob is quiet.', 'The bob is smart.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Bob is thin.', 'The bob is thin.', False)
('Bob is thin.', 'The bob is thin.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Dave is rough.', 'The dog is rough.', False)
('Dave is rough.', 'The dog is rough.', False)
('Harry is strong.', 'The lion is strong.', False)
('Harry is strong.', 'The lion is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Dave is quiet.', 'The dinosaur is nice.', False)
('Dave is quiet.', 'The bald eagle is nice.', False)
('Anne is dull.', 'The cat is dull.', False)
('Anne is dull.', 'The bald eagle is rough.', False)
('Bob is big.', 'The cat is heavy.', False)
('Bob is big.', 'The cat is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'The dog is small.', False)
('Alan is nice.', 'The cat is nice.', False)
('Alan is nice.', 'The cat is nice.', False)
('Gary is bad.', 'The bald eagle is poor.', False)
('Gary is bad.', 'The bald eagle is poor.', False)
('Charlie is huge.', 'The bald eagle is big.', False)
('Charlie is huge.', 'The lion is big.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Erin is rough.', 'The er is sad.', False)
('Erin is rough.', 'The er is sad.', False)
('Harry is big.', 'The lion is high.', False)
('Harry is big.', 'The lion is high.', False)
('Fiona is thin.', 'The filion is thin.', False)
('Fiona is thin.', 'The filion is thin.', False)
('Erin is nice.', 'The er is nice.', False)
('Erin is nice.', 'The er is nice.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Alan is huge.', 'The bald eagle is big.', False)
('Alan is huge.', 'The bald eagle is big.', False)
('Erin is short.', 'The er is short.', False)
('Erin is short.', 'The er is short.', False)
('Fiona is nice.', 'The filion is nice.', False)
('Fiona is nice.', 'The filion is nice.', False)
('Harry is rough.', 'The lion is rough.', False)
('Harry is rough.', 'The lion is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is little.', 'The cat is short.', False)
('Alan is little.', 'The cat is short.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Anne is imperfect.', 'The anneagle is imperfect.', False)
('Anne is imperfect.', 'The anneagle is imperfect.', False)
('Dave is strong.', 'The snake is big.', False)
('Dave is strong.', 'The snake is big.', False)
('Anne is thin.', 'The Anne is small.', False)
('Anne is thin.', 'The Anne is small.', False)
('Alan is nice.', 'The cat is nice.', False)
('Alan is nice.', 'The cat is nice.', False)
('Fiona is sad.', 'The fion is poor.', False)
('Fiona is sad.', 'The fion is poor.', False)
('Alan is big.', 'The cat is big.', False)
('Alan is big.', 'The cat is big.', False)
('Bob is small.', 'The lion is short.', False)
('Bob is small.', 'The lion is short.', False)
('Dave is quiet.', 'The snake is quiet.', False)
('Dave is quiet.', 'The snake is quiet.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Alan is high.', 'The cat is high.', False)
('Alan is high.', 'The cat is high.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Charlie is quiet.', 'The cat is smart.', False)
('Charlie is quiet.', 'The cat is smart.', False)
('Anne is dull.', 'The cat is dull.', False)
('Anne is dull.', 'The cat is dull.', False)
('Charlie is strong.', 'The cat is strong.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Fiona is rough.', 'The filion is rough.', False)
('Fiona is rough.', 'The filion is rough.', False)
('Harry is strong.', 'The cat is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Bob is small.', 'The bob is small.', False)
('Bob is small.', 'The bob is small.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Erin is rough.', 'The er is rough.', False)
('Erin is rough.', 'The er is rough.', False)
('Dave is huge.', 'The dog is big.', False)
('Dave is huge.', 'The dog is big.', False)
('Alan is thin.', 'The cat is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Harry is kind.', 'The lion is nice.', False)
('Harry is kind.', 'The h is nice.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Fiona is strong.', 'The lion is high.', False)
('Fiona is strong.', 'The lion is high.', False)
('Alan is tiny.', 'The cat is small.', False)
('Alan is tiny.', 'The cat is small.', False)
('Erin is quiet.', 'The er is quiet.', False)
('Erin is quiet.', 'The er is quiet.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Alan is strong.', 'The cat is big.', False)
('Alan is strong.', 'The cat is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Bob is clever.', 'The cat is wealthy.', False)
('Bob is clever.', 'The cat is wealthy.', False)
('Anne is dull.', 'The snake is dull.', False)
('Anne is dull.', 'The snake is dull.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Bob is tiny.', 'The bob is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Fiona is nice.', 'The lion is quiet.', False)
('Fiona is nice.', 'The lion is quiet.', False)
('Dave is dull.', 'The dinosaur is poor.', False)
('Dave is dull.', 'The dog is dull.', False)
('Harry is heavy.', 'The  Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Bob is small.', 'The cat is thin.', False)
('Bob is small.', 'The dog is thin.', False)
