('Fiona is strong.', 'Fiona is strong.', True)
('Dave is smart.', 'Dave is smart.', True)
('Bob is bad.', 'Bob is bad.', True)
('Bob is bad.', 'Bob is bad.', True)
('Fiona is big.', 'Fiona is big.', True)
('Fiona is big.', 'Fiona is big.', True)
('Dave is little.', 'Dave is little.', True)
('Dave is little.', 'Dave is little.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Gary is bad.', 'Gary is bad.', True)
('Gary is bad.', 'Gary is bad.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Harry is little.', 'Harry is little.', True)
('Harry is little.', 'Harry is little.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is big.', 'Alan is big.', True)
('Alan is big.', 'Alan is big.', True)
('Bob is little.', 'Bob is little.', True)
('Bob is little.', 'Bob is little.', True)
('Gary is nice.', 'Gary is nice.', True)
('Gary is nice.', 'Gary is nice.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Harry is poor.', 'Harry is poor.', True)
('Harry is poor.', 'Harry is poor.', True)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Anne is bad.', 'Anne is bad.', True)
('Anne is bad.', 'Anne is bad.', True)
('Bob is huge.', 'Bob is huge.', True)
('Bob is huge.', 'Bob is huge.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Gary is huge.', 'Gary is huge.', True)
('Gary is huge.', 'Gary is huge.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Alan is poor.', 'Alan is poor.', True)
('Alan is poor.', 'Alan is poor.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Alan is smart.', 'Alan is smart.', True)
('Alan is smart.', 'Alan is smart.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Charlie is short.', 'Charlie is short.', True)
('Charlie is short.', 'Charlie is short.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Gary is huge.', 'Gary is huge.', True)
('Gary is huge.', 'Gary is huge.', True)
('Dave is little.', 'Dave is little.', True)
('Dave is little.', 'Dave is little.', True)
('Harry is smart.', 'Harry is smart.', True)
('Harry is smart.', 'Harry is smart.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Bob is huge.', 'Bob is huge.', True)
('Bob is huge.', 'Bob is huge.', True)
('Dave is little.', 'Dave is little.', True)
('Dave is little.', 'Dave is little.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Bob is huge.', 'Bob is huge.', True)
('Bob is huge.', 'Bob is huge.', True)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is high.', 'Fiona is high.', True)
('Fiona is high.', 'Fiona is high.', True)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Harry is big.', 'Harry is big.', True)
('Harry is big.', 'Harry is big.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Anne is rough.', 'Anne is rough.', True)
('Anne is rough.', 'Anne is rough.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Anne is little.', 'Anne is little.', True)
('Anne is little.', 'Anne is little.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Alan is smart.', 'Alan is smart.', True)
('Alan is smart.', 'Alan is smart.', True)
('Anne is rough.', 'Anne is rough.', True)
('Anne is rough.', 'Anne is rough.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Harry is clever.', 'Harry is clever.', True)
('Harry is clever.', 'Harry is clever.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is poor.', 'Anne is poor.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Erin is poor.', 'Erin is poor.', True)
('Erin is poor.', 'Erin is poor.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Bob is nice.', 'Bob is nice.', True)
('Bob is nice.', 'Bob is nice.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is poor.', 'Anne is poor.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Alan is bad.', 'Alan is bad.', True)
('Alan is bad.', 'Alan is bad.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Anne is clever.', 'Anne is clever.', True)
('Anne is clever.', 'Anne is clever.', True)
('Erin is poor.', 'Erin is poor.', True)
('Erin is poor.', 'Erin is poor.', True)
('Gary is huge.', 'Gary is huge.', True)
('Gary is huge.', 'Gary is huge.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Harry is smart.', 'Harry is smart.', True)
('Harry is smart.', 'Harry is smart.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is poor.', 'Anne is poor.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Fiona is quiet.', 'Fiona is quiet.', True)
('Fiona is quiet.', 'Fiona is quiet.', True)
('Gary is rough.', 'Gary is rough.', True)
('Gary is rough.', 'Gary is rough.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Anne is smart.', 'Anne is smart.', True)
('Anne is smart.', 'Anne is smart.', True)
('Dave is bad.', 'Dave is bad.', True)
('Dave is bad.', 'Dave is bad.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Dave is high.', 'Dave is high.', True)
('Dave is high.', 'Dave is high.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Dave is short.', 'Dave is short.', True)
('Dave is short.', 'Dave is short.', True)
('Erin is smart.', 'Erin is smart.', True)
('Erin is smart.', 'Erin is smart.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is big.', 'Fiona is big.', True)
('Fiona is big.', 'Fiona is big.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Erin is bad.', 'Erin is bad.', True)
('Erin is bad.', 'Erin is bad.', True)
('Charlie is big.', 'Charlie is big.', True)
('Charlie is big.', 'Charlie is big.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Bob is poor.', 'Bob is poor.', True)
('Bob is poor.', 'Bob is poor.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Harry is little.', 'Harry is little.', True)
('Harry is little.', 'Harry is little.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is high.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Erin is dull.', 'Erin is dull.', True)
('Erin is dull.', 'Erin is dull.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Erin is small.', 'Erin is small.', True)
('Erin is small.', 'Erin is small.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Anne is huge.', 'Anne is huge.', True)
('Anne is huge.', 'Anne is huge.', True)
('Charlie is little.', 'Charlie is little.', True)
('Charlie is little.', 'Charlie is little.', True)
('Gary is nice.', 'Gary is nice.', True)
('Gary is nice.', 'Gary is nice.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Alan is big.', 'Alan is big.', True)
('Alan is big.', 'Alan is big.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Anne is high.', 'Anne is high.', True)
('Anne is high.', 'Anne is high.', True)
('Bob is short.', 'Bob is short.', True)
('Bob is short.', 'Bob is short.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is rough.', 'Alan is rough.', True)
('Anne is huge.', 'Anne is huge.', True)
('Anne is huge.', 'Anne is huge.', True)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Dave is kind.', 'Dave is kind.', True)
('Dave is kind.', 'Dave is kind.', True)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Erin is high.', 'Erin is high.', True)
('Erin is high.', 'Erin is high.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Gary is bad.', 'Gary is bad.', True)
('Gary is bad.', 'Gary is bad.', True)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Alan is nice.', 'Alan is nice.', True)
('Alan is nice.', 'Alan is nice.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Bob is short.', 'Bob is short.', True)
('Bob is short.', 'Bob is short.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Alan is clever.', 'Alan is clever.', True)
('Alan is clever.', 'Alan is clever.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Dave is bad.', 'Dave is bad.', True)
('Dave is bad.', 'Dave is bad.', True)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Gary is clever.', 'Gary is clever.', True)
('Gary is clever.', 'Gary is clever.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Dave is smart.', 'Dave is smart.', True)
('Dave is smart.', 'Dave is smart.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Dave is dull.', 'Dave is dull.', True)
('Dave is dull.', 'Dave is dull.', True)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Harry is tiny.', 'Harry is tiny.', True)
('Harry is tiny.', 'Harry is tiny.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Anne is rough.', 'Anne is rough.', True)
('Anne is rough.', 'Anne is rough.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Gary is smart.', 'Gary is smart.', True)
('Gary is smart.', 'Gary is smart.', True)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Anne is rough.', 'Anne is rough.', True)
('Anne is rough.', 'Anne is rough.', True)
('Erin is big.', 'Erin is big.', True)
('Erin is big.', 'Erin is big.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Anne is nice.', 'Anne is nice.', True)
('Anne is nice.', 'Anne is nice.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Harry is rough.', 'Harry is rough.', True)
('Harry is rough.', 'Harry is rough.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Dave is rough.', 'Dave is rough.', True)
('Dave is rough.', 'Dave is rough.', True)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Gary is quiet.', 'Gary is quiet.', True)
('Gary is quiet.', 'Gary is quiet.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Harry is huge.', 'Harry is huge.', True)
('Harry is huge.', 'Harry is huge.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Alan is nice.', 'Alan is nice.', True)
('Alan is nice.', 'Alan is nice.', True)
('Gary is bad.', 'Gary is bad.', True)
('Gary is bad.', 'Gary is bad.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Charlie is huge.', 'Charlie is huge.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Harry is big.', 'Harry is big.', True)
('Harry is big.', 'Harry is big.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Erin is nice.', 'Erin is nice.', True)
('Erin is nice.', 'Erin is nice.', True)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Alan is huge.', 'Alan is huge.', True)
('Alan is huge.', 'Alan is huge.', True)
('Erin is short.', 'Erin is short.', True)
('Erin is short.', 'Erin is short.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Harry is rough.', 'Harry is rough.', True)
('Harry is rough.', 'Harry is rough.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Dave is strong.', 'Dave is strong.', True)
('Dave is strong.', 'Dave is strong.', True)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Alan is nice.', 'Alan is nice.', True)
('Alan is nice.', 'Alan is nice.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Alan is big.', 'Alan is big.', True)
('Alan is big.', 'Alan is big.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Alan is high.', 'Alan is high.', True)
('Alan is high.', 'Alan is high.', True)
('Gary is little.', 'Gary is little.', True)
('Gary is little.', 'Gary is little.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Harry is smart.', 'Harry is smart.', True)
('Harry is smart.', 'Harry is smart.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Gary is smart.', 'Gary is smart.', True)
('Gary is smart.', 'Gary is smart.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Dave is huge.', 'Dave is huge.', True)
('Dave is huge.', 'Dave is huge.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Erin is quiet.', 'Erin is quiet.', True)
('Erin is quiet.', 'Erin is quiet.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Dave is dull.', 'Dave is dull.', True)
('Dave is dull.', 'Dave is dull.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Charlie is kind.', 'Charlie is kind.', True)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Alan is heavy.', 'Alan is heavy.', True)
