('Fiona is high.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Bob is short.', 'The bear is Bob.', False)
('Bob is short.', 'The bear is Bob.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Gary is imperfect.', 'The bald eagle is strong.', False)
('Gary is imperfect.', 'The bald eagle is awful.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is wealthy.', 'The Anne is nice.', False)
('Anne is wealthy.', 'The Anne is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Anne is small.', 'The Anne is sad.', False)
('Anne is small.', 'The Anne is sad.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Erin is tiny.', 'The bald eagle is heavy.', False)
('Erin is tiny.', 'The bald eagle is heavy.', False)
('Alan is kind.', 'The Alan is nice.', False)
('Alan is kind.', 'The Alan is nice.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Anne is small.', 'The Anne is small.', False)
('Anne is small.', 'The Anne is small.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Erin is imperfect.', 'The bald eagle is awful.', False)
('Erin is imperfect.', 'The bear is imperfect.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'The Bob is big.', False)
('Charlie is thin.', 'The Charlie is Charlie.', False)
('Charlie is thin.', 'The Charlie is Charlie.', False)
('Dave is smart.', 'The Dave is nice.', False)
('Dave is smart.', 'The Dave is nice.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is big.', 'The Anne is awful.', False)
('Anne is big.', 'The Anne is strong.', False)
('Dave is thin.', 'The Dave is Dave.', False)
('Dave is thin.', 'The Dave is small.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'The Bob is clever.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Erin is imperfect.', 'The bald eagle is dull.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is wealthy.', 'The bald eagle is smart.', False)
('Erin is wealthy.', 'The bald eagle is smart.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The bald eagle is sees the hamster.', False)
('Harry is tiny.', 'The bald eagle is sees the hamster.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The bald eagle is strong.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Fiona is short.', 'The lion is dull.', False)
('Fiona is short.', 'The lion is dull.', False)
('Charlie is kind.', 'The Charlie is dull.', False)
('Charlie is kind.', 'The Charlie is dull.', False)
('Gary is dull.', 'The Gary is dull.', False)
('Gary is dull.', 'The Gary is dull.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'The Bob is big.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Anne is kind.', 'The Anne is nice.', False)
('Anne is kind.', 'The Anne is nice.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Charlie is tiny.', 'The Charlie is lovely.', False)
('Charlie is tiny.', 'The Charlie is lovely.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Fiona is poor.', 'The falcon is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Alan is thin.', 'The Alan is lovely.', False)
('Alan is thin.', 'The Alan is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Harry is rough.', 'The bald eagle is strong.', False)
('Harry is rough.', 'The bald eagle is strong.', False)
('Gary is big.', 'The Gary is strong.', False)
('Gary is big.', 'The bald eagle is strong.', False)
('Bob is thin.', 'The Bob is small.', False)
('Bob is thin.', 'The Bob is small.', False)
('Fiona is wealthy.', 'The falcon is nice.', False)
('Fiona is wealthy.', 'The falcon is nice.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Bob is big.', 'The Bob is strong.', False)
('Bob is big.', 'The Bob is strong.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Harry is small.', 'The bald eagle is sad.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Gary is bad.', 'The bald eagle is rough.', False)
('Gary is bad.', 'The bald eagle is rough.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is short.', 'The Gary is rough.', False)
('Gary is short.', 'The bald eagle is strong.', False)
('Anne is kind.', 'The Anne is rough.', False)
('Anne is kind.', 'The Anne is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Fiona is thin.', 'The lion is ficon.', False)
('Fiona is thin.', 'The lion is small.', False)
('Erin is nice.', 'The bald eagle is big.', False)
('Erin is nice.', 'The bald eagle is big.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Alan is huge.', 'The Alan is strong.', False)
('Alan is huge.', 'The Alan is strong.', False)
('Erin is short.', 'The bald eagle is small.', False)
('Erin is short.', 'The bald eagle is small.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Erin is wealthy.', 'The bald eagle is wealthy.', False)
('Erin is wealthy.', 'The bald eagle is wealthy.', False)
('Anne is imperfect.', 'The Anne is imperfect.', False)
('Anne is imperfect.', 'The Anne is imperfect.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Alan is nice.', 'The Alan is sad.', False)
('Alan is nice.', 'The Alan is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Alan is big.', 'The Alan is strong.', False)
('Alan is big.', 'The Alan is strong.', False)
('Bob is small.', 'The Bob is dull.', False)
('Bob is small.', 'The Bob is dull.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Fiona is dull.', 'The Ficon is dull.', False)
('Fiona is dull.', 'The Ficon is sad.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Gary is little.', 'The bald eagle is strong.', False)
('Gary is little.', 'The bald eagle is strong.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Harry is smart.', 'The Harry is nice.', False)
('Harry is smart.', 'The Harry is nice.', False)
('Fiona is rough.', 'The Ficon is rough.', False)
('Fiona is rough.', 'The Ficon is rough.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Bob is small.', 'The Bob is rough.', False)
('Bob is small.', 'The Bob is rough.', False)
('Gary is smart.', 'The Gary is nice.', False)
('Gary is smart.', 'The Gary is nice.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Alan is thin.', 'The Alan is lovely.', False)
('Alan is thin.', 'The Alan is small.', False)
('Harry is kind.', 'The bald eagle is big.', False)
('Harry is kind.', 'The bald eagle is big.', False)
('Gary is imperfect.', 'The bald eagle is sad.', False)
('Gary is imperfect.', 'The bald eagle is sad.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is tiny.', 'The Alan is lovely.', False)
('Alan is tiny.', 'The Alan is lovely.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Harry is thin.', 'The bald eagle is strong.', False)
('Harry is thin.', 'The bald eagle is strong.', False)
('Bob is clever.', 'The Bob is nice.', False)
('Bob is clever.', 'The Bob is nice.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'The Bob is boring.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The falcon is strong.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Bob is small.', 'The Bob is sad.', False)
('Bob is small.', 'The Bob is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Gary is dull.', 'The Gary is sad.', False)
('Gary is dull.', 'The bald eagle is sad.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Fiona is thin.', 'The lion is the small.', False)
('Fiona is thin.', 'The lion is the small.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Charlie is imperfect.', 'The Charlie is rough.', False)
('Charlie is imperfect.', 'The Charlie is sad.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Dave is short.', 'The Dave is sad.', False)
('Dave is short.', 'The Dave is sad.', False)
('Fiona is smart.', 'The Ficon is smart.', False)
('Fiona is smart.', 'The Ficon is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Anne is heavy.', 'The Anne is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Alan is poor.', 'The Alan is slow.', False)
('Alan is poor.', 'The Alan is slow.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Bob is kind.', 'The Bob is smart.', False)
('Bob is kind.', 'The Bob is smart.', False)
('Harry is poor.', 'The bald eagle is strong.', False)
('Harry is poor.', 'The bald eagle is strong.', False)
('Anne is big.', 'The Anne is strong.', False)
('Anne is big.', 'The lion is strong.', False)
('Bob is tiny.', 'The bear is small.', False)
('Bob is tiny.', 'The bear is small.', False)
('Harry is wealthy.', 'The Harry is smart.', False)
('Harry is wealthy.', 'The hamster is wealthy.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Bob is short.', 'The Bob is small.', False)
('Bob is short.', 'The Bob is small.', False)
('Fiona is clever.', 'The falcon is nice.', False)
('Fiona is clever.', 'The falcon is nice.', False)
('Alan is dull.', 'The Alan is rough.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Charlie is thin.', 'The Charlie is funny.', False)
('Charlie is thin.', 'The Charlie is funny.', False)
('Gary is kind.', 'The Gary is nice.', False)
('Gary is kind.', 'The Gary is smart.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Charlie is thin.', 'The Charlie is lovely.', False)
('Charlie is thin.', 'The Charlie is lovely.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Dave is kind.', 'The Dave is rough.', False)
('Dave is kind.', 'The Dave is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Bob is high.', 'The Bob is strong.', False)
('Bob is high.', 'The Bob is strong.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Erin is wealthy.', 'The bald eagle is wealthy.', False)
('Erin is wealthy.', 'The bald eagle is wealthy.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Anne is thin.', 'The Anne is beautiful.', False)
('Anne is thin.', 'The anneagle is thin.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Fiona is imperfect.', 'The Ficon is rough.', False)
('Fiona is imperfect.', 'The Ficon is rough.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Charlie is kind.', 'The Charlie is nice.', False)
('Charlie is kind.', 'The Charlie is nice.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Fiona is big.', 'The falcon is strong.', False)
('Fiona is big.', 'The lion is strong.', False)
('Anne is short.', 'The anneagle is small.', False)
('Anne is short.', 'The anneagle is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Harry is tiny.', 'The bald eagle is small.', False)
('Harry is tiny.', 'The bald eagle is small.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Anne is dull.', 'The Anne is slow.', False)
('Anne is dull.', 'The Anne is slow.', False)
('Erin is high.', 'The bald eagle needs the hamster.', False)
('Erin is high.', 'The bald eagle needs the hamster.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Alan is bad.', 'The Alan is rough.', False)
('Alan is bad.', 'The Alan is rough.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Bob is huge.', 'Thebob is strong.', False)
('Bob is huge.', 'Thebob is strong.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Fiona is smart.', 'The Ficon is strong.', False)
('Fiona is smart.', 'The Ficon is strong.', False)
('Gary is dull.', 'The Gary is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Charlie is bad.', 'The Charlie is sad.', False)
('Charlie is bad.', 'The Charlie is sad.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Erin is wealthy.', 'The bald eagle is strong.', False)
('Erin is wealthy.', 'The bald eagle is strong.', False)
('Anne is imperfect.', 'The Anne is sleepy.', False)
('Anne is imperfect.', 'The Anne is sleepy.', False)
('Anne is huge.', 'The Anne is strong.', False)
('Anne is huge.', 'The Anne is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Alan is bad.', 'The Alan is rough.', False)
('Alan is bad.', 'The Alan is slow.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Harry is nice.', 'The bald eagle is strong.', False)
('Harry is nice.', 'The bald eagle is strong.', False)
('Gary is poor.', 'The bald eagle is rough.', False)
('Gary is poor.', 'The bald eagle is rough.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Anne is sad.', 'The Anne is sad.', False)
('Anne is sad.', 'The Anne is sad.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Fiona is bad.', 'The Ficon is rough.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Bob is small.', 'The Bob is small.', False)
('Bob is small.', 'Thebob is small.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is tiny.', 'The Anne is small.', False)
('Anne is tiny.', 'The Anne is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Gary is imperfect.', 'The Gary is angry.', False)
('Gary is imperfect.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Fiona is quiet.', 'The ficon is quiet.', False)
('Fiona is quiet.', 'The falcon is quiet.', False)
('Anne is bad.', 'The Anne is rough.', False)
('Anne is bad.', 'The Anne is rough.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Alan is tiny.', 'The Alan is person.', False)
('Alan is tiny.', 'The Alan is the Alan.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'The Bob is smart.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Gary is huge.', 'The Gary is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Harry is little.', 'The bald eagle is small.', False)
('Harry is little.', 'The bald eagle is small.', False)
('Anne is kind.', 'The Anne is sad.', False)
('Anne is kind.', 'The Anne is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Erin is huge.', 'The bald eagle is big.', False)
('Erin is huge.', 'The bald eagle is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Fiona is nice.', 'The falcon is nice.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Dave is tiny.', 'The Dave is Dave.', False)
('Dave is tiny.', 'The Dave is Dave.', False)
('Harry is quiet.', 'The bald eagle is strong.', False)
('Harry is quiet.', 'The bald eagle is strong.', False)
('Alan is dull.', 'The Alan is rough.', False)
('Alan is dull.', 'The Alan is rough.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Harry is bad.', 'The bald eagle is strong.', False)
('Harry is bad.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bear needs the hamster.', False)
('Erin is strong.', 'The bear is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Fiona is quiet.', 'The ficon is quiet.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Bob is little.', 'The Bob is small.', False)
