('Fiona is strong.', 'The lion is strong.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Bob is big.', 'Thebob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Fiona is bad.', 'The lion is rough.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'The Bob is big.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Erin is rough.', 'The lion is rough.', False)
('Erin is rough.', 'The lion is rough.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Anne is rough.', 'The bald eagle is big.', False)
('Anne is rough.', 'The bald eagle is big.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Erin is sad.', 'The lion is sad.', False)
('Erin is sad.', 'The lion is sad.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The falcon is thin.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Anne is rough.', 'The bald eagle is big.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Alan is bad.', 'The Alan is awful.', False)
('Alan is bad.', 'The Alan is awful.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Anne is clever.', 'The bald eagle is clever.', False)
('Anne is clever.', 'The bald eagle is clever.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Anne is imperfect.', 'The bald eagle is imperfect.', False)
('Anne is imperfect.', 'The bald eagle is imperfect.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Gary is rough.', 'The dog is rough.', False)
('Gary is rough.', 'The dog is rough.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The falcon is sad.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Dave is high.', 'The Dave is heavy.', False)
('Dave is high.', 'The Dave is heavy.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Bob is sad.', 'The Bob is poor.', False)
('Bob is sad.', 'The dog is poor.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Fiona is bad.', 'The lion is awful.', False)
('Fiona is bad.', 'The lion is awful.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The falcon is big.', False)
('Gary is short.', 'The dog is small.', False)
('Gary is short.', 'The dog is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Erin is bad.', 'The bald eagle is awful.', False)
('Erin is bad.', 'The bald eagle is awful.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is poor.', 'Thebob is poor.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The is strong.', False)
('Gary is small.', 'The dog is small.', False)
('Gary is small.', 'The dog is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Bob is high.', 'The Bob is strong.', False)
('Bob is high.', 'Thebob is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The lion is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Bob is clever.', 'The dog is smart.', False)
('Bob is clever.', 'The dog is smart.', False)
('Harry is imperfect.', 'The Harry is small.', False)
('Harry is imperfect.', 'The Harry is small.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Gary is nice.', 'The dog is nice.', False)
('Gary is nice.', 'The dog is nice.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Bob is short.', 'The Bob is small.', False)
('Bob is short.', 'Thebob is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Anne is huge.', 'The Anne is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Erin is thin.', 'The bald eagle is thin.', False)
('Erin is thin.', 'The bald eagle is thin.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Gary is imperfect.', 'The dog is strong.', False)
('Gary is imperfect.', 'The dog is strong.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Bob is rough.', 'The dog is rough.', False)
('Bob is rough.', 'The dog is rough.', False)
('Erin is high.', 'The lion is heavy.', False)
('Erin is high.', 'The lion is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Gary is bad.', 'The dog is nice.', False)
('Gary is bad.', 'The dog is nice.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Gary is short.', 'The dog is short.', False)
('Gary is short.', 'The dog is short.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Fiona is bad.', 'The falcon is poor.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Bob is short.', 'Thebob is short.', False)
('Bob is short.', 'The dog is short.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Gary is imperfect.', 'The dog is imperfect.', False)
('Gary is imperfect.', 'The dog is imperfect.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is wealthy.', 'The bald eagle is wealthy.', False)
('Anne is wealthy.', 'The bald eagle is wealthy.', False)
('Bob is rough.', 'Thebob is rough.', False)
('Bob is rough.', 'Thebob is rough.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is big.', 'Thebob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Bob is clever.', 'The dog is smart.', False)
('Erin is imperfect.', 'The lion is imperfect.', False)
('Erin is imperfect.', 'The lion is imperfect.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Gary is dull.', 'The dog is dull.', False)
('Gary is dull.', 'The dog is dull.', False)
('Bob is big.', 'Thebob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Erin is rough.', 'The lion is rough.', False)
('Erin is rough.', 'The rabbit is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Gary is smart.', 'The dog is smart.', False)
('Gary is smart.', 'The dog is smart.', False)
('Bob is rough.', 'The dog is rough.', False)
('Bob is rough.', 'The dog is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The falcon is poor.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Bob is thin.', 'The dog is thin.', False)
('Bob is thin.', 'The dog is thin.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The falcon is wealthy.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'The Bob is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'The dog is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is short.', 'The dog is short.', False)
('Gary is short.', 'The dog is small.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Erin is rough.', 'The lion is rough.', False)
('Erin is rough.', 'The lion is rough.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The falcon is thin.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'Thebob is rough.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is short.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Anne is imperfect.', 'The bald eagle is rough.', False)
('Anne is imperfect.', 'The bald eagle is rough.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Anne is thin.', 'The bald eagle is strong.', False)
('Anne is thin.', 'The bald eagle is strong.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Fiona is sad.', 'The lion is poor.', False)
('Fiona is sad.', 'The lion is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Bob is small.', 'The Bob is small.', False)
('Bob is small.', 'Thebob is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is heavy.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Gary is short.', 'The dog is short.', False)
('Gary is short.', 'The dog is short.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The falcon is rough.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Bob is small.', 'The Bob is small.', False)
('Bob is small.', 'Thebob is small.', False)
('Gary is smart.', 'The dog is smart.', False)
('Gary is smart.', 'The dog is smart.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Gary is imperfect.', 'The dog is small.', False)
('Gary is imperfect.', 'The dog is small.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Bob is small.', 'Thebob is small.', False)
('Bob is small.', 'Thebob is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Gary is dull.', 'The dog is dull.', False)
('Gary is dull.', 'The dog is dull.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Fiona is thin.', 'The falcon is heavy.', False)
('Fiona is thin.', 'The falcon is heavy.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Charlie is sad.', 'The Charlie is poor.', False)
('Charlie is sad.', 'The Charlie is poor.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Gary is nice.', 'The dog is nice.', False)
('Gary is nice.', 'The dog is nice.', False)
